+----------------------------------+-----------------------------------------------------------+-----------------------------------------------------------+-----------------------------------------------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Mod name                         | Registry name                                             | Item ID                                                   | Display name                                  | Tags                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Quark                            | quark:potted_orange_blossom_sapling                       |                                                           | Potted Warm Blossom Sapling                   | minecraft:flower_pots                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Quark                            | quark:potted_peony                                        |                                                           | Potted Peony                                  | minecraft:flower_pots                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Quark                            | quark:potted_pink_blossom_sapling                         |                                                           | Potted Sweet Blossom Sapling                  | minecraft:flower_pots                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Quark                            | quark:potted_potato                                       |                                                           | Potted Potatoes                               | minecraft:flower_pots                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Quark                            | quark:potted_pumpkin                                      |                                                           | Potted Pumpkin                                | minecraft:flower_pots                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Quark                            | quark:potted_red_blossom_sapling                          |                                                           | Potted Fiery Blossom Sapling                  | minecraft:flower_pots                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Quark                            | quark:potted_rose                                         |                                                           | Potted Rose                                   | minecraft:flower_pots                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Quark                            | quark:potted_sea_pickle                                   |                                                           | Potted Sea Pickle                             | minecraft:flower_pots                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Quark                            | quark:potted_sugar_cane                                   |                                                           | Potted Sugar Cane                             | minecraft:flower_pots                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Quark                            | quark:potted_sunflower                                    |                                                           | Potted Sunflower                              | minecraft:flower_pots                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Quark                            | quark:potted_tall_grass                                   |                                                           | Potted Tall Grass                             | minecraft:flower_pots                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Quark                            | quark:potted_twisting_vines                               |                                                           | Potted Twisting Vines                         | minecraft:flower_pots                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Quark                            | quark:potted_vine                                         |                                                           | Potted Vines                                  | minecraft:flower_pots                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Quark                            | quark:potted_weeping_vines                                |                                                           | Potted Weeping Vines                          | minecraft:flower_pots                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Quark                            | quark:potted_wheat                                        |                                                           | Potted Wheat                                  | minecraft:flower_pots                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Quark                            | quark:potted_yellow_blossom_sapling                       |                                                           | Potted Sunny Blossom Sapling                  | minecraft:flower_pots                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Quark                            | quark:prismarine_brick_vertical_slab                      | quark:prismarine_brick_vertical_slab                      | Prismarine Brick Vertical Slab                | quark:vertical_slabs, minecraft:mineable/pickaxe, tconstruct:mineable/pickadze, quark:vertical_slab                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| Quark                            | quark:prismarine_chest                                    | quark:prismarine_chest                                    | Prismarine Chest                              | forge:chests, minecraft:guarded_by_piglins, minecraft:mineable/pickaxe, tconstruct:mineable/pickadze                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Quark                            | quark:prismarine_trapped_chest                            | quark:prismarine_trapped_chest                            | Prismarine Trapped Chest                      | forge:chests, tconstruct:mineable/pickadze, minecraft:guarded_by_piglins, minecraft:mineable/pickaxe, forge:chests/trapped                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Quark                            | quark:prismarine_vertical_slab                            | quark:prismarine_vertical_slab                            | Prismarine Vertical Slab                      | quark:vertical_slabs, minecraft:mineable/pickaxe, tconstruct:mineable/pickadze, quark:vertical_slab                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| Quark                            | quark:purple_framed_glass                                 | quark:purple_framed_glass                                 | Purple Framed Glass                           | minecraft:mineable/pickaxe, tconstruct:mineable/pickadze, minecraft:impermeable, quark:stained_framed_glasses, supplementaries:brick_breakable, forge:glass, forge:needs_stone_tool, supplementaries:brick_breakable_recursive, quark:framed_glasses                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Quark                            | quark:purple_framed_glass_pane                            | quark:purple_framed_glass_pane                            | Purple Framed Glass Pane                      | minecraft:mineable/pickaxe, tconstruct:mineable/pickadze, supplementaries:brick_breakable, forge:needs_stone_tool, supplementaries:brick_breakable_recursive, tconstruct:platform_connections, quark:stained_framed_glass_panes, quark:framed_glass_panes, forge:glass_panes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| Quark                            | quark:purple_shingles                                     | quark:purple_shingles                                     | Purple Terracotta Shingles                    | tconstruct:mineable/pickadze, minecraft:mineable/pickaxe                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| Quark                            | quark:purple_shingles_slab                                | quark:purple_shingles_slab                                | Purple Terracotta Shingle Slab                | minecraft:slabs, tconstruct:mineable/pickadze, minecraft:mineable/pickaxe                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| Quark                            | quark:purple_shingles_stairs                              | quark:purple_shingles_stairs                              | Purple Terracotta Shingle Stairs              | minecraft:mineable/pickaxe, minecraft:stairs, tconstruct:mineable/pickadze                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Quark                            | quark:purple_shingles_vertical_slab                       | quark:purple_shingles_vertical_slab                       | Purple Terracotta Shingle Vertical Slab       | quark:vertical_slabs, minecraft:mineable/pickaxe, tconstruct:mineable/pickadze, quark:vertical_slab                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| Quark                            | quark:purple_stool                                        | quark:purple_stool                                        | Purple Stool                                  | quark:stools                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| Quark                            | quark:purpur_chest                                        | quark:purpur_chest                                        | Purpur Chest                                  | forge:chests, minecraft:guarded_by_piglins, minecraft:mineable/pickaxe, tconstruct:mineable/pickadze                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Quark                            | quark:purpur_trapped_chest                                | quark:purpur_trapped_chest                                | Purpur Trapped Chest                          | forge:chests, tconstruct:mineable/pickadze, minecraft:guarded_by_piglins, minecraft:mineable/pickaxe, forge:chests/trapped                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Quark                            | quark:purpur_vertical_slab                                | quark:purpur_vertical_slab                                | Purpur Vertical Slab                          | quark:vertical_slabs, minecraft:mineable/pickaxe, tconstruct:mineable/pickadze, quark:vertical_slab                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| Quark                            | quark:quartz_vertical_slab                                | quark:quartz_vertical_slab                                | Quartz Vertical Slab                          | quark:vertical_slabs, minecraft:mineable/pickaxe, tconstruct:mineable/pickadze, quark:vertical_slab                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| Quark                            | quark:raw_copper_bricks                                   | quark:raw_copper_bricks                                   | Raw Copper Bricks                             | minecraft:mineable/pickaxe, tconstruct:mineable/pickadze, forge:needs_stone_tool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |
| Quark                            | quark:raw_copper_bricks_slab                              | quark:raw_copper_bricks_slab                              | Raw Copper Brick Slab                         | minecraft:slabs, minecraft:mineable/pickaxe, tconstruct:mineable/pickadze, forge:needs_stone_tool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| Quark                            | quark:raw_copper_bricks_stairs                            | quark:raw_copper_bricks_stairs                            | Raw Copper Brick Stairs                       | minecraft:stairs, minecraft:mineable/pickaxe, tconstruct:mineable/pickadze, forge:needs_stone_tool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| Quark                            | quark:raw_copper_bricks_vertical_slab                     | quark:raw_copper_bricks_vertical_slab                     | Raw Copper Brick Vertical Slab                | tconstruct:mineable/pickadze, quark:vertical_slabs, minecraft:mineable/pickaxe, quark:vertical_slab, forge:needs_stone_tool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| Quark                            | quark:raw_gold_bricks                                     | quark:raw_gold_bricks                                     | Raw Gold Bricks                               | minecraft:mineable/pickaxe, tconstruct:mineable/pickadze, forge:needs_iron_tool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Quark                            | quark:raw_gold_bricks_slab                                | quark:raw_gold_bricks_slab                                | Raw Gold Brick Slab                           | minecraft:slabs, forge:needs_iron_tool, minecraft:mineable/pickaxe, tconstruct:mineable/pickadze                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |
| Quark                            | quark:raw_gold_bricks_stairs                              | quark:raw_gold_bricks_stairs                              | Raw Gold Brick Stairs                         | forge:needs_iron_tool, minecraft:mineable/pickaxe, tconstruct:mineable/pickadze, minecraft:stairs                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| Quark                            | quark:raw_gold_bricks_vertical_slab                       | quark:raw_gold_bricks_vertical_slab                       | Raw Gold Brick Vertical Slab                  | tconstruct:mineable/pickadze, quark:vertical_slabs, forge:needs_iron_tool, minecraft:mineable/pickaxe, quark:vertical_slab                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Quark                            | quark:raw_iron_bricks                                     | quark:raw_iron_bricks                                     | Raw Iron Bricks                               | supplementaries:flint_metals, minecraft:mineable/pickaxe, tconstruct:mineable/pickadze, forge:needs_stone_tool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |
| Quark                            | quark:raw_iron_bricks_slab                                | quark:raw_iron_bricks_slab                                | Raw Iron Brick Slab                           | minecraft:slabs, tconstruct:mineable/pickadze, supplementaries:flint_metals, minecraft:mineable/pickaxe, forge:needs_stone_tool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Quark                            | quark:raw_iron_bricks_stairs                              | quark:raw_iron_bricks_stairs                              | Raw Iron Brick Stairs                         | tconstruct:mineable/pickadze, supplementaries:flint_metals, minecraft:mineable/pickaxe, minecraft:stairs, forge:needs_stone_tool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |
| Quark                            | quark:raw_iron_bricks_vertical_slab                       | quark:raw_iron_bricks_vertical_slab                       | Raw Iron Brick Vertical Slab                  | forge:needs_stone_tool, tconstruct:mineable/pickadze, quark:vertical_slab, minecraft:mineable/pickaxe, quark:vertical_slabs, supplementaries:flint_metals                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| Quark                            | quark:red_blossom_hedge                                   | quark:red_blossom_hedge                                   | Fiery Blossom Leaf Hedge                      | minecraft:mineable/axe, tconstruct:mineable/hand_axe, quark:hedges                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| Quark                            | quark:red_blossom_leaf_carpet                             | quark:red_blossom_leaf_carpet                             | Fiery Blossom Leaf Carpet                     | tconstruct:mineable/dagger, minecraft:mineable/hoe, tconstruct:mineable/scythe                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |
