"Registry name","Display name","Hunger","Saturation","Is meat","Fast to eat","Tags","Effects"
"minecraft:baked_potato","Baked Potato",5,0.6,"false","false","alexsmobs:elephant_foodstuffs",""
"minecraft:beef","Raw Beef",3,0.3,"true","false","forge:raw_beef, farmersdelight:cabbage_roll_ingredients, forge:foods/meat/raw",""
"minecraft:beetroot","Beetroot",1,0.6,"false","false","alexsmobs:elephant_foodstuffs, alexsmobs:grizzly_foodstuffs, farmersdelight:cabbage_roll_ingredients, forge:vegetables, forge:crops, enhancedcelestials:harvest_moon_crops, forge:vegetables/beetroot, forge:crops/beetroot",""
"minecraft:beetroot_soup","Beetroot Soup",6,0.6,"false","false","",""
"minecraft:bread","Bread",5,0.6,"false","false","forge:bread, forge:bread/wheat",""
"minecraft:carrot","Carrot",3,0.6,"false","false","enhancedcelestials:harvest_moon_crops, forge:vegetables, alexsmobs:elephant_foodstuffs, tconstruct:seeds, forge:vegetables/carrot, forge:crops, farmersdelight:cabbage_roll_ingredients, forge:crops/carrot, quark:seed_pouch_holdable",""
"minecraft:chicken","Raw Chicken",2,0.3,"true","false","forge:foods/meat/raw, farmersdelight:cabbage_roll_ingredients, farmersdelight:wolf_prey, quark:crab_tempt_items, forge:raw_chicken","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"minecraft:chorus_fruit","Chorus Fruit",4,0.3,"false","false","",""
"minecraft:cod","Raw Cod",2,0.1,"false","false","forge:raw_fishes, alexsmobs:platypus_foodstuffs, forge:raw_fishes/cod, quark:crab_tempt_items, minecraft:fishes, farmersdelight:cabbage_roll_ingredients, alexsmobs:seal_foodstuffs, alexsmobs:shoebill_foodstuffs, forge:foods/fish/raw",""
"minecraft:cooked_beef","Steak",8,0.8,"true","false","forge:cooked_beef, forge:foods/meat/cooked",""
"minecraft:cooked_chicken","Cooked Chicken",6,0.6,"true","false","forge:foods/meat/cooked, forge:cooked_chicken",""
"minecraft:cooked_cod","Cooked Cod",5,0.6,"false","false","alexsmobs:shoebill_foodstuffs, alexsmobs:platypus_foodstuffs, forge:cooked_fishes/cod, forge:foods/fish/cooked, quark:crab_tempt_items, minecraft:fishes, forge:cooked_fishes, alexsmobs:seal_foodstuffs",""
"minecraft:cooked_mutton","Cooked Mutton",6,0.8,"true","false","forge:cooked_mutton, forge:foods/meat/cooked",""
"minecraft:cooked_porkchop","Cooked Porkchop",8,0.8,"true","false","forge:foods/meat/cooked, forge:cooked_pork, minecraft:piglin_food",""
"minecraft:cooked_rabbit","Cooked Rabbit",5,0.6,"true","false","forge:foods/meat/cooked",""
"minecraft:cooked_salmon","Cooked Salmon",6,0.8,"false","false","alexsmobs:shoebill_foodstuffs, alexsmobs:platypus_foodstuffs, forge:foods/fish/cooked, quark:crab_tempt_items, forge:cooked_fishes, minecraft:fishes, forge:cooked_fishes/salmon, alexsmobs:seal_foodstuffs",""
"minecraft:cookie","Cookie",2,0.1,"false","false","supplementaries:cookies",""
"minecraft:dried_kelp","Dried Kelp",1,0.3,"false","true","",""
"minecraft:enchanted_golden_apple","Enchanted Golden Apple",4,1.2,"false","false","minecraft:piglin_loved","{[effect.minecraft.regeneration x 2, Duration: 400], Probability: 1.0}, {[effect.minecraft.resistance, Duration: 6000], Probability: 1.0}, {[effect.minecraft.fire_resistance, Duration: 6000], Probability: 1.0}, {[effect.minecraft.absorption x 4, Duration: 2400], Probability: 1.0}"
"minecraft:glow_berries","Glow Berries",2,0.1,"false","false","alexsmobs:blue_jay_foodstuffs, minecraft:fox_food, forge:berries",""
"minecraft:golden_apple","Golden Apple",4,1.2,"false","false","minecraft:piglin_loved, 1_splatus:spellbound/unlocks/moonlight_edge","{[effect.minecraft.regeneration x 2, Duration: 100], Probability: 1.0}, {[effect.minecraft.absorption, Duration: 2400], Probability: 1.0}"
"minecraft:golden_carrot","Golden Carrot",6,1.2,"false","false","minecraft:piglin_loved, alexsmobs:elephant_foodstuffs",""
"minecraft:honey_bottle","Honey Bottle",6,0.1,"false","false","alexsmobs:grizzly_honey, alexsmobs:grizzly_foodstuffs",""
"minecraft:melon_slice","Melon Slice",2,0.3,"false","false","enhancedcelestials:harvest_moon_crops, alexsmobs:elephant_foodstuffs",""
"minecraft:mushroom_stew","Mushroom Stew",6,0.6,"false","false","autumnity:snail_tempt_items, autumnity:snail_food",""
"minecraft:mutton","Raw Mutton",2,0.3,"true","false","farmersdelight:cabbage_roll_ingredients, forge:foods/meat/raw, forge:raw_mutton, farmersdelight:wolf_prey",""
"minecraft:poisonous_potato","Poisonous Potato",2,0.3,"false","false","","{[effect.minecraft.poison, Duration: 100], Probability: 0.6}"
"minecraft:porkchop","Raw Porkchop",3,0.3,"true","false","farmersdelight:cabbage_roll_ingredients, forge:raw_pork, forge:foods/meat/raw, minecraft:piglin_food",""
"minecraft:potato","Potato",1,0.3,"false","false","enhancedcelestials:harvest_moon_crops, forge:vegetables, alexsmobs:elephant_foodstuffs, tconstruct:seeds, forge:vegetables/potato, forge:crops, farmersdelight:cabbage_roll_ingredients, forge:crops/potato, quark:seed_pouch_holdable",""
"minecraft:pufferfish","Pufferfish",1,0.1,"false","false","alexsmobs:platypus_foodstuffs, quark:crab_tempt_items, alexsmobs:mimic_octopus_pufferfish_items, alexsmobs:shoebill_foodstuffs, minecraft:fishes, alexsmobs:seal_foodstuffs","{[effect.minecraft.poison x 2, Duration: 1200], Probability: 1.0}, {[effect.minecraft.hunger x 3, Duration: 300], Probability: 1.0}, {[effect.minecraft.nausea, Duration: 300], Probability: 1.0}"
"minecraft:pumpkin_pie","Pumpkin Pie",8,0.3,"false","false","realmrpg_creep:pumpkin_armor_buff_foods",""
"minecraft:rabbit","Raw Rabbit",3,0.3,"true","false","farmersdelight:wolf_prey, forge:foods/meat/raw",""
"minecraft:rabbit_stew","Rabbit Stew",10,0.6,"false","false","",""
"minecraft:rotten_flesh","Rotten Flesh",4,0.1,"true","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.8}"
"minecraft:salmon","Raw Salmon",2,0.1,"false","false","forge:foods/fish/raw, alexsmobs:platypus_foodstuffs, alexsmobs:grizzly_foodstuffs, alexsmobs:seal_foodstuffs, alexsmobs:shoebill_foodstuffs, farmersdelight:cabbage_roll_ingredients, quark:crab_tempt_items, forge:raw_fishes, minecraft:fishes, forge:raw_fishes/salmon",""
"minecraft:spider_eye","Spider Eye",2,0.8,"false","false","domesticationinnovation:tame_frogs_with","{[effect.minecraft.poison, Duration: 100], Probability: 1.0}"
"minecraft:suspicious_stew","Suspicious Stew",6,0.6,"false","false","autumnity:snail_tempt_items, autumnity:snail_food",""
"minecraft:sweet_berries","Sweet Berries",2,0.1,"false","false","alexsmobs:elephant_foodstuffs, minecraft:fox_food, supplementaries:flower_box_plantable, quark:seed_pouch_holdable, forge:berries",""
"minecraft:tropical_fish","Tropical Fish",1,0.1,"false","false","forge:raw_fishes, alexsmobs:platypus_foodstuffs, forge:raw_fishes/tropical_fish, quark:crab_tempt_items, minecraft:fishes, farmersdelight:cabbage_roll_ingredients, alexsmobs:seal_foodstuffs, alexsmobs:shoebill_foodstuffs, forge:foods/fish/raw",""
"mowziesmobs:glowing_jelly","Luminous Jelly",1,0.1,"false","false","bookshelf:slime_balls, forge:slimeballs","{[effect.minecraft.night_vision, Duration: 1200], Probability: 1.0}"
"oceansdelight:baked_tentacle_on_a_stick","Baked Tentacle on a Stick",6,0.6,"false","false","diet:proteins",""
"oceansdelight:bowl_of_guardian_soup","Bowl of Guardian Soup",15,0.8,"false","false","diet:proteins, diet:vegetables","{[effect.farmersdelight.comfort, Duration: 3600], Probability: 1.0}"
"oceansdelight:braised_sea_pickle","Braised Sea Pickle",8,0.5,"false","false","diet:proteins, diet:vegetables",""
"oceansdelight:cabbage_wrapped_elder_guardian","Cabbage Wrapped Elder Guardian",15,1.0,"false","false","diet:proteins, diet:vegetables","{[effect.farmersdelight.comfort, Duration: 600], Probability: 1.0}"
"oceansdelight:cooked_elder_guardian_slice","Cooked Slice of Elder Guardian",3,0.3,"false","true","diet:proteins",""
"oceansdelight:cooked_guardian_tail","Cooked Guardian Tail",6,0.4,"false","false","diet:proteins",""
"oceansdelight:cooked_stuffed_cod","Cooked Stuffed Cod",6,0.8,"false","false","diet:proteins, diet:vegetables",""
"oceansdelight:cut_tentacles","Cut Tentacles",1,0.1,"false","false","diet:proteins",""
"oceansdelight:elder_guardian_roll","Roll of Elder Guardian",7,0.6,"false","false","diet:proteins, diet:grains",""
"oceansdelight:elder_guardian_slab","Slab of Elder Guardian",9,0.4,"false","false","diet:proteins",""
"oceansdelight:elder_guardian_slice","Slice of Elder Guardian",1,0.1,"false","false","diet:proteins","{[effect.minecraft.mining_fatigue, Duration: 3000], Probability: 0.5}"
"oceansdelight:fugu_roll","Fugu Roll",7,0.6,"false","false","diet:proteins, diet:grains",""
"oceansdelight:fugu_slice","Fugu Slice",1,0.1,"false","true","diet:proteins",""
"oceansdelight:guardian_tail","Guardian Tail",2,0.2,"false","false","diet:proteins",""
"oceansdelight:honey_fried_kelp","Honey Fried Kelp",4,0.1,"false","true","diet:sugars, diet:vegetables",""
"oceansdelight:seagrass_salad","Seagrass Salad",2,0.4,"false","false","diet:vegetables",""
"oceansdelight:squid_rings","Squid Rings",5,0.5,"false","false","diet:proteins, diet:grains",""
"oceansdelight:stuffed_cod","Stuffed Cod",3,0.2,"false","false","diet:proteins, diet:vegetables",""
"oceansdelight:tentacle_on_a_stick","Tentacle on a Stick",3,0.3,"false","false","diet:proteins",""
"oceansdelight:tentacles","Tentacles",3,0.3,"false","false","diet:proteins","{[effect.minecraft.blindness, Duration: 600], Probability: 1.0}"
"quark:ancient_fruit","Ancient Fruit",4,0.3,"false","false","",""
"quark:cooked_crab_leg","Cooked Crab Leg",8,0.8,"true","false","",""
"quark:crab_leg","Raw Crab Leg",1,0.3,"true","false","",""
"realmrpg_creep:creeping_sprout","Creeping Sprout",2,0.5,"false","false","forge:salad_ingredients",""
"supplementaries:candy","Candy",1,0.2,"false","true","supplementaries:cookies",""
"supplementaries:soap","Soap",0,0.1,"false","false","","{[effect.minecraft.poison x 3, Duration: 120], Probability: 1.0}"
"tconstruct:bacon","Bacon",4,0.6,"false","false","",""
"tconstruct:cheese_block","Cheese Block",3,0.4,"false","false","",""
"tconstruct:cheese_ingot","Cheese",3,0.4,"false","false","",""
"tconstruct:earth_slime_bottle","Slime Bottle",0,0.0,"false","false","","{[effect.minecraft.luck, Duration: 1500], Probability: 1.0}, {[effect.minecraft.slowness, Duration: 900], Probability: 1.0}"
"tconstruct:ender_slime_bottle","Enderslime Bottle",0,0.0,"false","false","","{[effect.minecraft.levitation, Duration: 450], Probability: 1.0}, {[effect.minecraft.slowness, Duration: 900], Probability: 1.0}"
"tconstruct:ichor_slime_bottle","Ichor Bottle",0,0.0,"false","false","","{[effect.minecraft.absorption, Duration: 500], Probability: 1.0}, {[effect.minecraft.slowness, Duration: 900], Probability: 1.0}"
"tconstruct:jeweled_apple","Jeweled Apple",4,1.2,"false","false","","{[effect.minecraft.haste, Duration: 1200], Probability: 1.0}, {[effect.minecraft.resistance, Duration: 2400], Probability: 1.0}"
"tconstruct:magma_bottle","Magma Bottle",0,0.0,"false","false","","{[effect.minecraft.fire_resistance, Duration: 3600], Probability: 1.0}"
"tconstruct:meat_soup","Meat Soup",8,0.6,"false","false","",""
"tconstruct:sky_slime_bottle","Skyslime Bottle",0,0.0,"false","false","","{[effect.minecraft.jump_boost, Duration: 1800], Probability: 1.0}, {[effect.minecraft.slowness, Duration: 900], Probability: 1.0}"
"tconstruct:venom_bottle","Venom Bottle",0,0.0,"false","false","","{[effect.minecraft.strength, Duration: 1800], Probability: 1.0}, {[effect.minecraft.poison, Duration: 450], Probability: 1.0}"
"thermal:syrup_bottle","Syrup Bottle",6,0.1,"false","false","",""
"unusualend:bottled_shulker_bullet","Bottled Shulker Bullet",0,0.0,"false","false","",""
"unusualend:chorus_juice","Chorus Juice",4,3.6,"false","false","",""
"unusualend:chorus_petal","Chorus Petal",1,0.3,"false","false","",""
"unusualend:chorus_pie","Chorus Pie",8,5.5,"false","false","",""
"unusualend:chorus_tea","Chorus Tea",2,8.0,"false","false","",""
"unusualend:end_blob","End Blob",3,0.2,"false","false","unusualend:blob_loot",""
"unusualend:end_blob_jelly","End Blob Jelly",1,3.0,"false","false","",""
"unusualend:ender_stew","Ender Stew",8,15.0,"false","false","",""
"unusualend:wandering_stew","Wandering Stew",5,5.0,"false","false","",""
"unusualend:warped_potion","Warped Potion",0,0.0,"false","false","",""
"upgrade_aquatic:boiled_blue_pickerelweed","Boiled Blue Pickerelweed",2,0.0,"false","false","",""
"upgrade_aquatic:boiled_purple_pickerelweed","Boiled Purple Pickerelweed",3,0.0,"false","false","",""
"upgrade_aquatic:cooked_lionfish","Cooked Lionfish",6,0.7,"false","false","quark:crab_tempt_items, alexsmobs:seal_foodstuffs, minecraft:fishes, forge:cooked_fishes/lionfish, alexsmobs:shoebill_foodstuffs, forge:cooked_fishes, alexsmobs:platypus_foodstuffs",""
"upgrade_aquatic:cooked_perch","Cooked Perch",5,0.7,"false","false","quark:crab_tempt_items, alexsmobs:seal_foodstuffs, minecraft:fishes, alexsmobs:shoebill_foodstuffs, forge:cooked_fishes/perch, forge:cooked_fishes, alexsmobs:platypus_foodstuffs",""
"upgrade_aquatic:cooked_pike","Cooked Pike",8,0.8,"false","false","quark:crab_tempt_items, alexsmobs:seal_foodstuffs, minecraft:fishes, alexsmobs:shoebill_foodstuffs, forge:cooked_fishes, forge:cooked_fishes/pike, alexsmobs:platypus_foodstuffs",""
"upgrade_aquatic:lionfish","Raw Lionfish",2,0.3,"false","false","alexsmobs:shoebill_foodstuffs, alexsmobs:platypus_foodstuffs, forge:raw_fishes/lionfish, quark:crab_tempt_items, farmersdelight:cabbage_roll_ingredients, minecraft:fishes, alexsmobs:seal_foodstuffs, forge:raw_fishes","{[effect.minecraft.poison x 4, Duration: 600], Probability: 1.0}, {[effect.minecraft.nausea x 3, Duration: 300], Probability: 1.0}"
"upgrade_aquatic:mulberry","Mulberry",3,0.1,"false","false","forge:fruits, forge:fruits/mulberry",""
"upgrade_aquatic:mulberry_bread","Mulberry Bread",9,0.4,"false","false","",""
"upgrade_aquatic:mulberry_jam_bottle","Mulberry Jam Bottle",4,0.2,"false","false","",""
"upgrade_aquatic:mulberry_pie","Mulberry Pie",7,0.6,"false","false","",""
"upgrade_aquatic:perch","Raw Perch",2,0.2,"false","false","alexsmobs:shoebill_foodstuffs, alexsmobs:platypus_foodstuffs, quark:crab_tempt_items, farmersdelight:cabbage_roll_ingredients, forge:raw_fishes/perch, minecraft:fishes, alexsmobs:seal_foodstuffs, forge:raw_fishes","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"upgrade_aquatic:pike","Raw Pike",3,0.3,"false","false","alexsmobs:shoebill_foodstuffs, alexsmobs:platypus_foodstuffs, forge:raw_fishes/pike, quark:crab_tempt_items, farmersdelight:cabbage_roll_ingredients, minecraft:fishes, alexsmobs:seal_foodstuffs, forge:raw_fishes","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
