+----------------------------------+---------------------------------------------+------------------------------+---------------------------------------------------------------+
| Mod name                         | Registry name                               | Display name                 | Tier                                                          |
| Tool's Complement                | tools_complement:constantan_knife           | Constantan Knife             | uses: 250, level: 1, speed: 5.500, dmgbns: 2.000, ench: 10    |
| Tool's Complement                | tools_complement:constantan_pickaxe         | Constantan Pickaxe           | uses: 250, level: 1, speed: 5.500, dmgbns: 2.000, ench: 10    |
| Tool's Complement                | tools_complement:constantan_shovel          | Constantan Shovel            | uses: 250, level: 1, speed: 5.500, dmgbns: 2.000, ench: 10    |
| Tool's Complement                | tools_complement:constantan_sickle          | Constantan Sickle            | uses: 250, level: 1, speed: 5.500, dmgbns: 2.000, ench: 10    |
| Tool's Complement                | tools_complement:constantan_sword           | Constantan Sword             | uses: 250, level: 1, speed: 5.500, dmgbns: 2.000, ench: 10    |
| Tool's Complement                | tools_complement:copper_axe                 | Copper Axe                   | uses: 160, level: 1, speed: 4.500, dmgbns: 1.500, ench: 9     |
| Tool's Complement                | tools_complement:copper_excavator           | Copper Excavator             | uses: 160, level: 1, speed: 4.500, dmgbns: 1.500, ench: 9     |
| Tool's Complement                | tools_complement:copper_hammer              | Copper Hammer                | uses: 160, level: 1, speed: 4.500, dmgbns: 1.500, ench: 9     |
| Tool's Complement                | tools_complement:copper_hoe                 | Copper Hoe                   | uses: 160, level: 1, speed: 4.500, dmgbns: 1.500, ench: 9     |
| Tool's Complement                | tools_complement:copper_knife               | Copper Knife                 | uses: 160, level: 1, speed: 4.500, dmgbns: 1.500, ench: 9     |
| Tool's Complement                | tools_complement:copper_pickaxe             | [REMOVED] Copper Pickaxe     | uses: 160, level: 1, speed: 4.500, dmgbns: 1.500, ench: 9     |
| Tool's Complement                | tools_complement:copper_shovel              | Copper Shovel                | uses: 160, level: 1, speed: 4.500, dmgbns: 1.500, ench: 9     |
| Tool's Complement                | tools_complement:copper_sickle              | Copper Sickle                | uses: 160, level: 1, speed: 4.500, dmgbns: 1.500, ench: 9     |
| Tool's Complement                | tools_complement:copper_sword               | Copper Sword                 | uses: 160, level: 1, speed: 4.500, dmgbns: 1.500, ench: 9     |
| Tool's Complement                | tools_complement:diamond_excavator          | Diamond Excavator            | uses: 1561, level: 3, speed: 8.000, dmgbns: 3.000, ench: 10   |
| Tool's Complement                | tools_complement:diamond_hammer             | Diamond Hammer               | uses: 1561, level: 3, speed: 8.000, dmgbns: 3.000, ench: 10   |
| Tool's Complement                | tools_complement:diamond_knife              | Diamond Knife                | uses: 1561, level: 3, speed: 8.000, dmgbns: 3.000, ench: 10   |
| Tool's Complement                | tools_complement:diamond_sickle             | Diamond Sickle               | uses: 1561, level: 3, speed: 8.000, dmgbns: 3.000, ench: 10   |
| Tool's Complement                | tools_complement:electrum_axe               | Electrum Axe                 | uses: 96, level: 0, speed: 13.000, dmgbns: 0.000, ench: 28    |
| Tool's Complement                | tools_complement:electrum_excavator         | Electrum Excavator           | uses: 96, level: 0, speed: 13.000, dmgbns: 0.000, ench: 28    |
| Tool's Complement                | tools_complement:electrum_hammer            | Electrum Hammer              | uses: 96, level: 0, speed: 13.000, dmgbns: 0.000, ench: 28    |
| Tool's Complement                | tools_complement:electrum_hoe               | Electrum Hoe                 | uses: 96, level: 0, speed: 13.000, dmgbns: 0.000, ench: 28    |
| Tool's Complement                | tools_complement:electrum_knife             | Electrum Knife               | uses: 96, level: 0, speed: 13.000, dmgbns: 0.000, ench: 28    |
| Tool's Complement                | tools_complement:electrum_pickaxe           | Electrum Pickaxe             | uses: 96, level: 0, speed: 13.000, dmgbns: 0.000, ench: 28    |
| Tool's Complement                | tools_complement:electrum_shovel            | Electrum Shovel              | uses: 96, level: 0, speed: 13.000, dmgbns: 0.000, ench: 28    |
| Tool's Complement                | tools_complement:electrum_sickle            | Electrum Sickle              | uses: 96, level: 0, speed: 13.000, dmgbns: 0.000, ench: 28    |
| Tool's Complement                | tools_complement:electrum_sword             | Electrum Sword               | uses: 96, level: 0, speed: 13.000, dmgbns: 0.000, ench: 28    |
| Tool's Complement                | tools_complement:gold_excavator             | Gold Excavator               | uses: 32, level: 0, speed: 12.000, dmgbns: 0.000, ench: 22    |
| Tool's Complement                | tools_complement:gold_hammer                | Gold Hammer                  | uses: 32, level: 0, speed: 12.000, dmgbns: 0.000, ench: 22    |
| Tool's Complement                | tools_complement:gold_knife                 | Gold Knife                   | uses: 32, level: 0, speed: 12.000, dmgbns: 0.000, ench: 22    |
| Tool's Complement                | tools_complement:gold_sickle                | Gold Sickle                  | uses: 32, level: 0, speed: 12.000, dmgbns: 0.000, ench: 22    |
| Tool's Complement                | tools_complement:invar_axe                  | Invar Axe                    | uses: 300, level: 2, speed: 7.000, dmgbns: 2.500, ench: 13    |
| Tool's Complement                | tools_complement:invar_excavator            | Invar Excavator              | uses: 300, level: 2, speed: 7.000, dmgbns: 2.500, ench: 13    |
| Tool's Complement                | tools_complement:invar_hammer               | Invar Hammer                 | uses: 300, level: 2, speed: 7.000, dmgbns: 2.500, ench: 13    |
| Tool's Complement                | tools_complement:invar_hoe                  | Invar Hoe                    | uses: 300, level: 2, speed: 7.000, dmgbns: 2.500, ench: 13    |
| Tool's Complement                | tools_complement:invar_knife                | Invar Knife                  | uses: 300, level: 2, speed: 7.000, dmgbns: 2.500, ench: 13    |
| Tool's Complement                | tools_complement:invar_pickaxe              | Invar Pickaxe                | uses: 300, level: 2, speed: 7.000, dmgbns: 2.500, ench: 13    |
| Tool's Complement                | tools_complement:invar_shovel               | Invar Shovel                 | uses: 300, level: 2, speed: 7.000, dmgbns: 2.500, ench: 13    |
| Tool's Complement                | tools_complement:invar_sickle               | Invar Sickle                 | uses: 300, level: 2, speed: 7.000, dmgbns: 2.500, ench: 13    |
| Tool's Complement                | tools_complement:invar_sword                | Invar Sword                  | uses: 300, level: 2, speed: 7.000, dmgbns: 2.500, ench: 13    |
| Tool's Complement                | tools_complement:iron_excavator             | Iron Excavator               | uses: 250, level: 2, speed: 6.000, dmgbns: 2.000, ench: 14    |
| Tool's Complement                | tools_complement:iron_hammer                | Iron Hammer                  | uses: 250, level: 2, speed: 6.000, dmgbns: 2.000, ench: 14    |
| Tool's Complement                | tools_complement:iron_knife                 | Iron Knife                   | uses: 250, level: 2, speed: 6.000, dmgbns: 2.000, ench: 14    |
| Tool's Complement                | tools_complement:iron_sickle                | Iron Sickle                  | uses: 250, level: 2, speed: 6.000, dmgbns: 2.000, ench: 14    |
| Tool's Complement                | tools_complement:lead_axe                   | Lead Axe                     | uses: 32, level: 1, speed: 12.000, dmgbns: 1.000, ench: 16    |
| Tool's Complement                | tools_complement:lead_excavator             | Lead Excavator               | uses: 32, level: 1, speed: 12.000, dmgbns: 1.000, ench: 16    |
| Tool's Complement                | tools_complement:lead_hammer                | Lead Hammer                  | uses: 32, level: 1, speed: 12.000, dmgbns: 1.000, ench: 16    |
| Tool's Complement                | tools_complement:lead_hoe                   | Lead Hoe                     | uses: 32, level: 1, speed: 12.000, dmgbns: 1.000, ench: 16    |
| Tool's Complement                | tools_complement:lead_knife                 | Lead Knife                   | uses: 32, level: 1, speed: 12.000, dmgbns: 1.000, ench: 16    |
| Tool's Complement                | tools_complement:lead_pickaxe               | [REMOVED] Lead Pickaxe       | uses: 32, level: 1, speed: 12.000, dmgbns: 1.000, ench: 16    |
| Tool's Complement                | tools_complement:lead_shovel                | Lead Shovel                  | uses: 32, level: 1, speed: 12.000, dmgbns: 1.000, ench: 16    |
| Tool's Complement                | tools_complement:lead_sickle                | Lead Sickle                  | uses: 32, level: 1, speed: 12.000, dmgbns: 1.000, ench: 16    |
| Tool's Complement                | tools_complement:lead_sword                 | Lead Sword                   | uses: 32, level: 1, speed: 12.000, dmgbns: 1.000, ench: 16    |
| Tool's Complement                | tools_complement:netherite_excavator        | Netherite Excavator          | uses: 2031, level: 4, speed: 9.000, dmgbns: 4.000, ench: 15   |
| Tool's Complement                | tools_complement:netherite_hammer           | Netherite Hammer             | uses: 2031, level: 4, speed: 9.000, dmgbns: 4.000, ench: 15   |
| Tool's Complement                | tools_complement:netherite_knife            | Netherite Knife              | uses: 2031, level: 4, speed: 9.000, dmgbns: 4.000, ench: 15   |
| Tool's Complement                | tools_complement:netherite_sickle           | Netherite Sickle             | uses: 2031, level: 4, speed: 9.000, dmgbns: 4.000, ench: 15   |
| Tool's Complement                | tools_complement:nickel_axe                 | Nickel Axe                   | uses: 225, level: 2, speed: 7.000, dmgbns: 2.500, ench: 12    |
| Tool's Complement                | tools_complement:nickel_excavator           | Nickel Excavator             | uses: 225, level: 2, speed: 7.000, dmgbns: 2.500, ench: 12    |
| Tool's Complement                | tools_complement:nickel_hammer              | Nickel Hammer                | uses: 225, level: 2, speed: 7.000, dmgbns: 2.500, ench: 12    |
| Tool's Complement                | tools_complement:nickel_hoe                 | Nickel Hoe                   | uses: 225, level: 2, speed: 7.000, dmgbns: 2.500, ench: 12    |
| Tool's Complement                | tools_complement:nickel_knife               | Nickel Knife                 | uses: 225, level: 2, speed: 7.000, dmgbns: 2.500, ench: 12    |
| Tool's Complement                | tools_complement:nickel_pickaxe             | Nickel Pickaxe               | uses: 225, level: 2, speed: 7.000, dmgbns: 2.500, ench: 12    |
| Tool's Complement                | tools_complement:nickel_shovel              | Nickel Shovel                | uses: 225, level: 2, speed: 7.000, dmgbns: 2.500, ench: 12    |
| Tool's Complement                | tools_complement:nickel_sickle              | Nickel Sickle                | uses: 225, level: 2, speed: 7.000, dmgbns: 2.500, ench: 12    |
| Tool's Complement                | tools_complement:nickel_sword               | Nickel Sword                 | uses: 225, level: 2, speed: 7.000, dmgbns: 2.500, ench: 12    |
| Tool's Complement                | tools_complement:silver_axe                 | Silver Axe                   | uses: 24, level: 0, speed: 14.000, dmgbns: 0.000, ench: 30    |
| Tool's Complement                | tools_complement:silver_excavator           | Silver Excavator             | uses: 24, level: 0, speed: 14.000, dmgbns: 0.000, ench: 30    |
| Tool's Complement                | tools_complement:silver_hammer              | Silver Hammer                | uses: 24, level: 0, speed: 14.000, dmgbns: 0.000, ench: 30    |
| Tool's Complement                | tools_complement:silver_hoe                 | Silver Hoe                   | uses: 24, level: 0, speed: 14.000, dmgbns: 0.000, ench: 30    |
| Tool's Complement                | tools_complement:silver_knife               | Silver Knife                 | uses: 24, level: 0, speed: 14.000, dmgbns: 0.000, ench: 30    |
| Tool's Complement                | tools_complement:silver_pickaxe             | Silver Pickaxe               | uses: 24, level: 0, speed: 14.000, dmgbns: 0.000, ench: 30    |
| Tool's Complement                | tools_complement:silver_shovel              | Silver Shovel                | uses: 24, level: 0, speed: 14.000, dmgbns: 0.000, ench: 30    |
| Tool's Complement                | tools_complement:silver_sickle              | Silver Sickle                | uses: 24, level: 0, speed: 14.000, dmgbns: 0.000, ench: 30    |
| Tool's Complement                | tools_complement:silver_sword               | Silver Sword                 | uses: 24, level: 0, speed: 14.000, dmgbns: 0.000, ench: 30    |
| Tool's Complement                | tools_complement:tin_axe                    | Tin Axe                      | uses: 16, level: 0, speed: 13.000, dmgbns: 0.000, ench: 18    |
| Tool's Complement                | tools_complement:tin_excavator              | Tin Excavator                | uses: 16, level: 0, speed: 13.000, dmgbns: 0.000, ench: 18    |
| Tool's Complement                | tools_complement:tin_hammer                 | Tin Hammer                   | uses: 16, level: 0, speed: 13.000, dmgbns: 0.000, ench: 18    |
| Tool's Complement                | tools_complement:tin_hoe                    | Tin Hoe                      | uses: 16, level: 0, speed: 13.000, dmgbns: 0.000, ench: 18    |
| Tool's Complement                | tools_complement:tin_knife                  | Tin Knife                    | uses: 16, level: 0, speed: 13.000, dmgbns: 0.000, ench: 18    |
| Tool's Complement                | tools_complement:tin_pickaxe                | [REMOVED] Tin Pickaxe        | uses: 16, level: 0, speed: 13.000, dmgbns: 0.000, ench: 18    |
| Tool's Complement                | tools_complement:tin_shovel                 | Tin Shovel                   | uses: 16, level: 0, speed: 13.000, dmgbns: 0.000, ench: 18    |
| Tool's Complement                | tools_complement:tin_sickle                 | Tin Sickle                   | uses: 16, level: 0, speed: 13.000, dmgbns: 0.000, ench: 18    |
| Tool's Complement                | tools_complement:tin_sword                  | Tin Sword                    | uses: 16, level: 0, speed: 13.000, dmgbns: 0.000, ench: 18    |
+----------------------------------+---------------------------------------------+------------------------------+---------------------------------------------------------------+
| Mod name                         | Registry name                               | Display name                 | Tier                                                          |
+----------------------------------+---------------------------------------------+------------------------------+---------------------------------------------------------------+
