"Mod name","Registry name","Item ID","Display name","Tags"
"Kaisa's Endless Adventure's core","kaisascore:sand_pyrite_ore","kaisascore:sand_pyrite_ore","Sand Pyrite Ore","tconstruct:mineable/pickadze, tconstruct:mineable/mattock, minecraft:mineable/shovel"
"Kaisa's Endless Adventure's core","kaisascore:steel_block","kaisascore:steel_block","Block of Steel","forge:storage_blocks/steel, forge:storage_blocks, tconstruct:mineable/pickadze, tconstruct:anvil_metal, minecraft:needs_diamond_tool, minecraft:mineable/pickaxe, minecraft:beacon_base_blocks"
"Kaisa's Endless Adventure's core","kaisascore:titanium_block","kaisascore:titanium_block","Titanium Block","tconstruct:mineable/pickadze, forge:needs_netherite_tool, forge:storage_blocks/titanium, minecraft:beacon_base_blocks, forge:storage_blocks, minecraft:mineable/pickaxe"
"Kaisa's Endless Adventure's core","kaisascore:titanium_ore","kaisascore:titanium_ore","Titanium Ore","minecraft:mineable/pickaxe, forge:ores_in_ground/stone, tconstruct:mineable/pickadze, forge:ores, forge:ore_rates/singular, minecraft:snaps_goat_horn, minecraft:overworld_carver_replaceables, forge:ores/titanium, infernalexp:planted_quartz_base_blocks, forge:needs_netherite_tool"
"Lootr","lootr:lootr_barrel","lootr:lootr_barrel","Loot Barrel","quark:pickarang_immune, lootr:barrels, minecraft:mineable/axe, tconstruct:mineable/hand_axe, quark:iron_rod_immune, lootr:containers, minecraft:guarded_by_piglins, forge:barrels"
"Lootr","lootr:lootr_chest","lootr:lootr_chest","Loot Chest","quark:pickarang_immune, minecraft:mineable/axe, forge:chests, tconstruct:mineable/hand_axe, minecraft:guarded_by_piglins, lootr:containers, lootr:chests, forge:chests/wooden, quark:iron_rod_immune"
"Lootr","lootr:lootr_inventory","lootr:lootr_inventory","Loot Chest","lootr:containers, lootr:chests, quark:pickarang_immune, quark:iron_rod_immune"
"Lootr","lootr:lootr_shulker","lootr:lootr_shulker","Loot Shulker","quark:pickarang_immune, tconstruct:mineable/pickadze, minecraft:mineable/pickaxe, lootr:shulkers, quark:iron_rod_immune, minecraft:shulker_boxes, lootr:containers, minecraft:guarded_by_piglins"
"Lootr","lootr:lootr_trapped_chest","lootr:lootr_trapped_chest","Loot Chest","quark:pickarang_immune, minecraft:mineable/axe, forge:chests, lootr:trapped_chests, tconstruct:mineable/hand_axe, minecraft:guarded_by_piglins, lootr:containers, forge:chests/trapped, quark:iron_rod_immune"
"Lootr","lootr:trophy","lootr:trophy","Centennial Trophy","minecraft:mineable/pickaxe, tconstruct:mineable/pickadze"
"Mace Port","mace_port:heavy_core","mace_port:heavy_core","Heavy Core",""
"Mimic","mimic:mimic_lock","","block.mimic.mimic_lock",""
"Minecraft","minecraft:acacia_button","minecraft:acacia_button","Acacia Button","1_splatus:spellbound/permeable, minecraft:buttons, minecraft:mineable/axe, 1_splatus:ultris/permeable, tconstruct:mineable/hand_axe, minecraft:wooden_buttons, tconstruct:platform_connections, 1_splatus:spellbound/permeable_by_wind"
"Minecraft","minecraft:acacia_door","minecraft:acacia_door","Acacia Door","minecraft:doors, minecraft:mineable/axe, minecraft:wooden_doors, tconstruct:mineable/hand_axe"
"Minecraft","minecraft:acacia_fence","minecraft:acacia_fence","Acacia Fence","minecraft:fences, forge:fences/wooden, minecraft:wooden_fences, minecraft:mineable/axe, tconstruct:mineable/hand_axe, 1_splatus:spellbound/permeable_by_wind, tconstruct:platform_connections, forge:fences, supplementaries:posts"
"Minecraft","minecraft:acacia_fence_gate","minecraft:acacia_fence_gate","Acacia Fence Gate","minecraft:unstable_bottom_center, forge:fence_gates, 1_splatus:spellbound/permeable_by_wind, minecraft:fence_gates, tconstruct:mineable/hand_axe, minecraft:mineable/axe, forge:fence_gates/wooden"
"Minecraft","minecraft:acacia_leaves","minecraft:acacia_leaves","Acacia Leaves","minecraft:leaves, alexsmobs:elephant_foodblocks, tconstruct:mineable/dagger, alexsmobs:void_worm_breakables, alexsmobs:potoo_perches, tconstruct:mineable/scythe, forge:mineable/shears, supplementaries:map_tint_generic, alexsmobs:warped_mosco_breakables, alexsmobs:drops_acacia_blossoms, supplementaries:map_tint_foliage_color, alexsmobs:leafcutter_ant_breakables, supplementaries:hang_from_ropes, minecraft:parrots_spawnable_on, 1_splatus:spellbound/permeable_by_wind, tconstruct:mineable/hand_axe, minecraft:lava_pool_stone_cannot_replace, minecraft:mineable/hoe, alexsmobs:gorilla_breakables, forge:mineable/sword, minecraft:completes_find_tree_tutorial"
"Minecraft","minecraft:acacia_log","minecraft:acacia_log","Acacia Log","minecraft:overworld_natural_logs, alexsmobs:cachalot_whale_breakables, minecraft:completes_find_tree_tutorial, minecraft:logs_that_burn, minecraft:lava_pool_stone_cannot_replace, minecraft:parrots_spawnable_on, minecraft:acacia_logs, minecraft:snaps_goat_horn, tconstruct:tree_log, minecraft:logs, minecraft:mineable/axe, alexsmobs:potoo_perches, tconstruct:mineable/mattock, alexsmobs:soul_vulture_perches, tconstruct:mineable/hand_axe, alexsmobs:soul_vulture_spawns"
"Minecraft","minecraft:acacia_planks","minecraft:acacia_planks","Acacia Planks","minecraft:planks, minecraft:mineable/axe, tconstruct:mineable/hand_axe, alexsmobs:cachalot_whale_breakables, tconstruct:planklike"
"Minecraft","minecraft:acacia_pressure_plate","minecraft:acacia_pressure_plate","Acacia Pressure Plate","1_splatus:spellbound/permeable_by_wind, 1_splatus:spellbound/permeable, minecraft:wooden_pressure_plates, minecraft:mineable/axe, 1_splatus:ultris/permeable, tconstruct:mineable/hand_axe, minecraft:pressure_plates, minecraft:wall_post_override"
"Minecraft","minecraft:acacia_sapling","minecraft:acacia_sapling","Acacia Sapling","1_splatus:ultris/permeable, 1_splatus:spellbound/permeable_by_wind, tconstruct:mineable/scythe, minecraft:mineable/axe, forge:mineable/shears, minecraft:saplings, tconstruct:mineable/hand_axe, 1_splatus:spellbound/bone_wand_replaceable, forge:mineable/sword, 1_splatus:spellbound/permeable, gravestone:grave_replaceable, tconstruct:mineable/dagger"
"Minecraft","minecraft:acacia_sign","minecraft:acacia_sign","Acacia Sign","1_splatus:spellbound/permeable_by_wind, 1_splatus:spellbound/permeable, minecraft:mineable/axe, 1_splatus:ultris/permeable, tconstruct:mineable/hand_axe, minecraft:signs, minecraft:wall_post_override, minecraft:standing_signs"
"Minecraft","minecraft:acacia_slab","minecraft:acacia_slab","Acacia Slab","minecraft:mineable/axe, minecraft:wooden_slabs, alexsmobs:cachalot_whale_breakables, tconstruct:mineable/hand_axe, minecraft:slabs"
"Minecraft","minecraft:acacia_stairs","minecraft:acacia_stairs","Acacia Stairs","minecraft:mineable/axe, minecraft:wooden_stairs, tconstruct:mineable/hand_axe, alexsmobs:cachalot_whale_breakables, minecraft:stairs"
"Minecraft","minecraft:acacia_trapdoor","minecraft:acacia_trapdoor","Acacia Trapdoor","minecraft:trapdoors, minecraft:wooden_trapdoors, minecraft:mineable/axe, tconstruct:mineable/hand_axe"
"Minecraft","minecraft:acacia_wall_sign","minecraft:acacia_sign","Acacia Sign","minecraft:signs, minecraft:mineable/axe, minecraft:wall_post_override, tconstruct:mineable/hand_axe, minecraft:wall_signs, tconstruct:platform_connections"
"Minecraft","minecraft:acacia_wood","minecraft:acacia_wood","Acacia Wood","minecraft:mineable/axe, alexsmobs:potoo_perches, alexsmobs:soul_vulture_spawns, minecraft:parrots_spawnable_on, minecraft:logs_that_burn, alexsmobs:cachalot_whale_breakables, minecraft:lava_pool_stone_cannot_replace, tconstruct:mineable/mattock, minecraft:acacia_logs, minecraft:logs, alexsmobs:soul_vulture_perches, tconstruct:mineable/hand_axe, tconstruct:tree_log, minecraft:completes_find_tree_tutorial"
"Minecraft","minecraft:activator_rail","minecraft:activator_rail","Activator Rail","minecraft:prevent_mob_spawning_inside, tconstruct:mineable/pickadze, minecraft:mineable/pickaxe, minecraft:rails"
"Minecraft","minecraft:air","","Air","minecraft:parrots_spawnable_on, 1_splatus:spellbound/permeable, 1_splatus:ultris/air, 1_splatus:spellbound/air, 1_splatus:spellbound/permeable_by_wind, 1_splatus:ultris/permeable, 1_splatus:spellbound/bone_wand_replaceable"
"Minecraft","minecraft:allium","minecraft:allium","Allium","1_splatus:ultris/permeable, minecraft:small_flowers, minecraft:flowers, tconstruct:mineable/scythe, 1_splatus:spellbound/permeable_by_wind, forge:mineable/shears, minecraft:enderman_holdable, 1_splatus:spellbound/bone_wand_replaceable, forge:mineable/sword, 1_splatus:spellbound/permeable, gravestone:grave_replaceable, tconstruct:mineable/dagger"
"Minecraft","minecraft:amethyst_block","minecraft:amethyst_block","Block of Amethyst","tconstruct:mineable/pickadze, forge:storage_blocks, minecraft:crystal_sound_blocks, minecraft:mineable/pickaxe, forge:storage_blocks/amethyst"
"Minecraft","minecraft:amethyst_cluster","minecraft:amethyst_cluster","Amethyst Cluster","minecraft:mineable/pickaxe, tconstruct:mineable/pickadze"
"Minecraft","minecraft:ancient_debris","minecraft:ancient_debris","Ancient Debris","supplementaries:flint_metals, infernalexp:planted_quartz_base_blocks, forge:ores/netherite_scrap, tconstruct:mineable/pickadze, minecraft:mineable/pickaxe, forge:ores, forge:ore_rates/singular, minecraft:needs_diamond_tool"
"Minecraft","minecraft:andesite","minecraft:andesite","Andesite","alexsmobs:leafcutter_pupa_usable_on, infernalexp:planted_quartz_base_blocks, minecraft:stone_ore_replaceables, forge:andesite, minecraft:base_stone_overworld, minecraft:sculk_replaceable, alexsmobs:crocodile_spawns, alexsmobs:anaconda_spawns, minecraft:nether_carver_replaceables, alexsmobs:roadrunner_spawns, minecraft:mineable/pickaxe, tconstruct:workstation_rock, forge:stone, alexsmobs:fly_spawns, minecraft:dripstone_replaceable_blocks, alexsmobs:alligator_snapping_turtle_spawns, quark:underground_biome_replaceable, alexsmobs:rattlesnake_spawns, alexsmobs:seal_spawns, tconstruct:mineable/pickadze, alexsmobs:kangaroo_spawns, alexsmobs:komodo_dragon_spawns, minecraft:lush_ground_replaceable, alexsmobs:platypus_spawns, minecraft:sculk_replaceable_world_gen, minecraft:moss_replaceable, minecraft:overworld_carver_replaceables, alexsmobs:mimic_octopus_spawns, alexsmobs:am_spawns, alexsmobs:emu_spawns, minecraft:azalea_root_replaceable, alexsmobs:lobster_spawns"
"Minecraft","minecraft:andesite_slab","minecraft:andesite_slab","Andesite Slab","tconstruct:mineable/pickadze, minecraft:slabs, minecraft:mineable/pickaxe"
"Minecraft","minecraft:andesite_stairs","minecraft:andesite_stairs","Andesite Stairs","tconstruct:mineable/pickadze, minecraft:mineable/pickaxe, minecraft:stairs"
"Minecraft","minecraft:andesite_wall","minecraft:andesite_wall","Andesite Wall","minecraft:walls, tconstruct:mineable/pickadze, minecraft:mineable/pickaxe, supplementaries:walls, tconstruct:platform_connections"
"Minecraft","minecraft:anvil","minecraft:anvil","Anvil","tconstruct:mineable/pickadze, minecraft:anvil, minecraft:mineable/pickaxe"
"Minecraft","minecraft:attached_melon_stem","","Attached Melon Stem","tconstruct:mineable/scythe, minecraft:mineable/axe, tconstruct:mineable/hand_axe"
"Minecraft","minecraft:attached_pumpkin_stem","","Attached Pumpkin Stem","tconstruct:mineable/scythe, minecraft:mineable/axe, tconstruct:mineable/hand_axe"
"Minecraft","minecraft:azalea","minecraft:azalea","Azalea","tconstruct:mineable/mattock, 1_splatus:ultris/permeable, 1_splatus:spellbound/permeable_by_wind, tconstruct:mineable/scythe, minecraft:mineable/axe, forge:mineable/shears, minecraft:saplings, tconstruct:mineable/hand_axe, 1_splatus:spellbound/bone_wand_replaceable, forge:mineable/sword, 1_splatus:spellbound/permeable, tconstruct:mineable/dagger"
"Minecraft","minecraft:azalea_leaves","minecraft:azalea_leaves","Azalea Leaves","alexsmobs:void_worm_breakables, forge:mineable/shears, minecraft:lava_pool_stone_cannot_replace, alexsmobs:elephant_foodblocks, minecraft:completes_find_tree_tutorial, minecraft:mineable/hoe, tconstruct:mineable/hand_axe, supplementaries:hang_from_ropes, tconstruct:mineable/dagger, minecraft:parrots_spawnable_on, tconstruct:mineable/scythe, alexsmobs:potoo_perches, 1_splatus:spellbound/permeable_by_wind, supplementaries:map_tint_generic, supplementaries:map_tint_blacklist, minecraft:leaves, alexsmobs:warped_mosco_breakables, forge:mineable/sword, alexsmobs:gorilla_breakables, alexsmobs:leafcutter_ant_breakables"
"Minecraft","minecraft:azure_bluet","minecraft:azure_bluet","Azure Bluet","1_splatus:ultris/permeable, minecraft:small_flowers, minecraft:flowers, tconstruct:mineable/scythe, 1_splatus:spellbound/permeable_by_wind, forge:mineable/shears, minecraft:enderman_holdable, 1_splatus:spellbound/bone_wand_replaceable, forge:mineable/sword, 1_splatus:spellbound/permeable, gravestone:grave_replaceable, tconstruct:mineable/dagger"
"Minecraft","minecraft:bamboo","minecraft:bamboo","Bamboo","minecraft:bamboo_plantable_on, alexsmobs:void_worm_breakables, tconstruct:mineable/mattock, minecraft:mineable/axe, tconstruct:mineable/hand_axe, alexsmobs:gorilla_breakables, 1_splatus:ultris/permeable, 1_splatus:spellbound/permeable_by_wind, 1_splatus:spellbound/permeable"
"Minecraft","minecraft:bamboo_sapling","","Bamboo Shoot","minecraft:bamboo_plantable_on"
"Minecraft","minecraft:barrel","minecraft:barrel","Barrel","tconstruct:mineable/hand_axe, minecraft:guarded_by_piglins, lootr:convert/blocks, forge:barrels, forge:barrels/wooden, minecraft:mineable/axe, lootr:convert/barrels"
"Minecraft","minecraft:barrier","minecraft:barrier","Barrier","minecraft:dragon_immune, minecraft:wither_immune, minecraft:snow_layer_cannot_survive_on"
"Minecraft","minecraft:basalt","minecraft:basalt","Basalt","minecraft:base_stone_nether, tconstruct:mineable/pickadze, minecraft:sculk_replaceable_world_gen, minecraft:sculk_replaceable, infernalexp:base_stone_shores, tconstruct:workstation_rock, quark:foxhound_spawnable, infernalexp:planted_quartz_base_blocks, forge:basalt, minecraft:nether_carver_replaceables, minecraft:mineable/pickaxe"
"Minecraft","minecraft:beacon","minecraft:beacon","Beacon",""
"Minecraft","minecraft:bedrock","minecraft:bedrock","Bedrock","quark:beacon_transparent, pots_and_mimics:pot_spawn_blacklist, supplementaries:frame_block_blacklist, minecraft:geode_invalid_blocks, minecraft:lava_pool_stone_cannot_replace, minecraft:dragon_immune, minecraft:infiniburn_end, minecraft:features_cannot_replace, minecraft:wither_immune"
"Minecraft","minecraft:bee_nest","minecraft:bee_nest","Bee Nest","tconstruct:harvestable, minecraft:beehives, minecraft:mineable/axe, alexsmobs:grizzly_beehive, tconstruct:mineable/hand_axe, tconstruct:mineable/mattock"
"Minecraft","minecraft:beehive","minecraft:beehive","Beehive","tconstruct:harvestable, minecraft:beehives, minecraft:mineable/axe, alexsmobs:grizzly_beehive, tconstruct:mineable/hand_axe, tconstruct:mineable/mattock"
"Minecraft","minecraft:beetroots","minecraft:beetroot_seeds","Beetroot Seeds","alexsmobs:crow_foodblocks, minecraft:mineable/axe, tconstruct:harvestable, 1_splatus:ultris/permeable, minecraft:bee_growables, tconstruct:mineable/scythe, minecraft:crops, 1_splatus:spellbound/permeable, tconstruct:harvestable/crops, 1_splatus:spellbound/bone_wand_replaceable, 1_splatus:spellbound/permeable_by_wind, tconstruct:mineable/hand_axe, forge:mineable/sword, tconstruct:mineable/dagger"
"Minecraft","minecraft:bell","minecraft:bell","Bell","minecraft:dragon_immune, tconstruct:mineable/pickadze, minecraft:mineable/pickaxe, supplementaries:rope_support"
"Minecraft","minecraft:big_dripleaf","minecraft:big_dripleaf","Big Dripleaf","minecraft:frog_prefer_jump_to, forge:mineable/sword, tconstruct:mineable/scythe, minecraft:mineable/axe, tconstruct:mineable/hand_axe, tconstruct:mineable/dagger"
"Minecraft","minecraft:big_dripleaf_stem","","Big Dripleaf Stem","tconstruct:mineable/dagger, tconstruct:mineable/scythe, minecraft:mineable/axe, forge:mineable/sword, tconstruct:mineable/hand_axe"
"Minecraft","minecraft:birch_button","minecraft:birch_button","Birch Button","1_splatus:spellbound/permeable, minecraft:buttons, minecraft:mineable/axe, 1_splatus:ultris/permeable, tconstruct:mineable/hand_axe, minecraft:wooden_buttons, tconstruct:platform_connections, 1_splatus:spellbound/permeable_by_wind"
"Minecraft","minecraft:birch_door","minecraft:birch_door","Birch Door","minecraft:doors, minecraft:mineable/axe, minecraft:wooden_doors, tconstruct:mineable/hand_axe"
"Minecraft","minecraft:birch_fence","minecraft:birch_fence","Birch Fence","minecraft:fences, forge:fences/wooden, minecraft:wooden_fences, minecraft:mineable/axe, tconstruct:mineable/hand_axe, 1_splatus:spellbound/permeable_by_wind, tconstruct:platform_connections, forge:fences, supplementaries:posts"
"Minecraft","minecraft:birch_fence_gate","minecraft:birch_fence_gate","Birch Fence Gate","minecraft:unstable_bottom_center, forge:fence_gates, 1_splatus:spellbound/permeable_by_wind, minecraft:fence_gates, tconstruct:mineable/hand_axe, minecraft:mineable/axe, forge:fence_gates/wooden"
"Minecraft","minecraft:birch_leaves","minecraft:birch_leaves","Birch Leaves","alexsmobs:elephant_foodblocks, alexsmobs:gorilla_breakables, alexsmobs:warped_mosco_breakables, minecraft:leaves, alexsmobs:potoo_perches, alexsmobs:leafcutter_ant_breakables, alexsmobs:void_worm_breakables, tconstruct:mineable/scythe, forge:mineable/sword, minecraft:lava_pool_stone_cannot_replace, forge:mineable/shears, tconstruct:mineable/hand_axe, minecraft:mineable/hoe, supplementaries:hang_from_ropes, minecraft:parrots_spawnable_on, supplementaries:map_tint_generic, tconstruct:mineable/dagger, 1_splatus:spellbound/permeable_by_wind, minecraft:completes_find_tree_tutorial"
"Minecraft","minecraft:birch_log","minecraft:birch_log","Birch Log","minecraft:overworld_natural_logs, alexsmobs:cachalot_whale_breakables, minecraft:completes_find_tree_tutorial, minecraft:birch_logs, minecraft:logs_that_burn, minecraft:lava_pool_stone_cannot_replace, minecraft:parrots_spawnable_on, minecraft:snaps_goat_horn, tconstruct:tree_log, minecraft:logs, minecraft:mineable/axe, alexsmobs:potoo_perches, tconstruct:mineable/mattock, alexsmobs:soul_vulture_perches, tconstruct:mineable/hand_axe, alexsmobs:soul_vulture_spawns"
"Minecraft","minecraft:birch_planks","minecraft:birch_planks","Birch Planks","minecraft:planks, minecraft:mineable/axe, tconstruct:mineable/hand_axe, alexsmobs:cachalot_whale_breakables, tconstruct:planklike"
"Minecraft","minecraft:birch_pressure_plate","minecraft:birch_pressure_plate","Birch Pressure Plate","1_splatus:spellbound/permeable_by_wind, 1_splatus:spellbound/permeable, minecraft:wooden_pressure_plates, minecraft:mineable/axe, 1_splatus:ultris/permeable, tconstruct:mineable/hand_axe, minecraft:pressure_plates, minecraft:wall_post_override"
"Minecraft","minecraft:birch_sapling","minecraft:birch_sapling","Birch Sapling","1_splatus:ultris/permeable, 1_splatus:spellbound/permeable_by_wind, tconstruct:mineable/scythe, minecraft:mineable/axe, forge:mineable/shears, minecraft:saplings, tconstruct:mineable/hand_axe, 1_splatus:spellbound/bone_wand_replaceable, forge:mineable/sword, 1_splatus:spellbound/permeable, gravestone:grave_replaceable, tconstruct:mineable/dagger"
"Minecraft","minecraft:birch_sign","minecraft:birch_sign","Birch Sign","1_splatus:spellbound/permeable_by_wind, 1_splatus:spellbound/permeable, minecraft:mineable/axe, 1_splatus:ultris/permeable, tconstruct:mineable/hand_axe, minecraft:signs, minecraft:wall_post_override, minecraft:standing_signs"
"Minecraft","minecraft:birch_slab","minecraft:birch_slab","Birch Slab","minecraft:mineable/axe, minecraft:wooden_slabs, alexsmobs:cachalot_whale_breakables, tconstruct:mineable/hand_axe, minecraft:slabs"
"Minecraft","minecraft:birch_stairs","minecraft:birch_stairs","Birch Stairs","minecraft:mineable/axe, minecraft:wooden_stairs, tconstruct:mineable/hand_axe, alexsmobs:cachalot_whale_breakables, minecraft:stairs"
"Minecraft","minecraft:birch_trapdoor","minecraft:birch_trapdoor","Birch Trapdoor","minecraft:trapdoors, minecraft:wooden_trapdoors, minecraft:mineable/axe, tconstruct:mineable/hand_axe"
"Minecraft","minecraft:birch_wall_sign","minecraft:birch_sign","Birch Sign","minecraft:signs, minecraft:mineable/axe, minecraft:wall_post_override, tconstruct:mineable/hand_axe, minecraft:wall_signs, tconstruct:platform_connections"
"Minecraft","minecraft:birch_wood","minecraft:birch_wood","Birch Wood","minecraft:mineable/axe, alexsmobs:potoo_perches, alexsmobs:soul_vulture_spawns, minecraft:parrots_spawnable_on, minecraft:logs_that_burn, alexsmobs:cachalot_whale_breakables, minecraft:lava_pool_stone_cannot_replace, tconstruct:mineable/mattock, minecraft:birch_logs, minecraft:logs, alexsmobs:soul_vulture_perches, tconstruct:mineable/hand_axe, tconstruct:tree_log, minecraft:completes_find_tree_tutorial"
"Minecraft","minecraft:black_banner","minecraft:black_banner","Black Banner","1_splatus:spellbound/permeable, minecraft:banners, 1_splatus:spellbound/permeable_by_wind, tconstruct:mineable/hand_axe, 1_splatus:ultris/permeable, minecraft:wall_post_override, minecraft:mineable/axe"
"Minecraft","minecraft:black_bed","minecraft:black_bed","Black Bed","minecraft:beds"
"Minecraft","minecraft:black_candle","minecraft:black_candle","Black Candle","minecraft:candles"
"Minecraft","minecraft:black_candle_cake","","Cake with Black Candle","minecraft:candle_cakes, farmersdelight:mineable/knife, farmersdelight:drops_cake_slice"
"Minecraft","minecraft:black_carpet","minecraft:black_carpet","Black Carpet","minecraft:dampens_vibrations, minecraft:wool_carpets, 1_splatus:spellbound/permeable_by_wind, 1_splatus:spellbound/permeable, farmersdelight:mineable/knife"
"Minecraft","minecraft:black_concrete","minecraft:black_concrete","Black Concrete","tconstruct:mineable/pickadze, minecraft:slurpable, minecraft:mineable/pickaxe"
"Minecraft","minecraft:black_concrete_powder","minecraft:black_concrete_powder","Black Concrete Powder","tconstruct:mineable/pickadze, minecraft:mineable/shovel, minecraft:concrete_powder, minecraft:slurpable, tconstruct:mineable/mattock"
"Minecraft","minecraft:black_glazed_terracotta","minecraft:black_glazed_terracotta","Black Glazed Terracotta","infernalexp:planted_quartz_base_blocks, spiderstpo:non_climbable, tconstruct:mineable/pickadze, minecraft:mineable/pickaxe"
"Minecraft","minecraft:black_shulker_box","minecraft:black_shulker_box","Black Shulker Box","minecraft:shulker_boxes, tconstruct:mineable/pickadze, minecraft:mineable/pickaxe, minecraft:guarded_by_piglins"
"Minecraft","minecraft:black_stained_glass","minecraft:black_stained_glass","Black Stained Glass","forge:glass/black, forge:glass/silica, forge:glass, minecraft:impermeable, forge:stained_glass, supplementaries:brick_breakable, supplementaries:brick_breakable_recursive"
"Minecraft","minecraft:black_stained_glass_pane","minecraft:black_stained_glass_pane","Black Stained Glass Pane","forge:stained_glass_panes, forge:glass_panes, forge:glass_panes/black, tconstruct:platform_connections, supplementaries:brick_breakable_recursive, supplementaries:brick_breakable, forge:glass_panes/silica"
"Minecraft","minecraft:black_terracotta","minecraft:black_terracotta","Black Terracotta","alexsmobs:seal_spawns, infernalexp:planted_quartz_base_blocks, alexsmobs:kangaroo_spawns, alexsmobs:alligator_snapping_turtle_spawns, minecraft:sculk_replaceable, alexsmobs:mimic_octopus_spawns, alexsmobs:am_spawns, alexsmobs:emu_spawns, alexsmobs:komodo_dragon_spawns, alexsmobs:crocodile_spawns, minecraft:slurpable, alexsmobs:roadrunner_spawns, alexsmobs:lobster_spawns, minecraft:sculk_replaceable_world_gen, alexsmobs:anaconda_spawns, tconstruct:mineable/pickadze, minecraft:mineable/pickaxe, minecraft:azalea_grows_on, minecraft:terracotta, minecraft:dead_bush_may_place_on, alexsmobs:platypus_spawns, minecraft:azalea_root_replaceable, alexsmobs:rattlesnake_spawns, alexsmobs:fly_spawns, minecraft:overworld_carver_replaceables, alexsmobs:leafcutter_pupa_usable_on"
"Minecraft","minecraft:black_wall_banner","minecraft:black_banner","Black Banner","1_splatus:spellbound/permeable, minecraft:banners, 1_splatus:spellbound/permeable_by_wind, tconstruct:mineable/hand_axe, 1_splatus:ultris/permeable, minecraft:wall_post_override, minecraft:mineable/axe"
"Minecraft","minecraft:black_wool","minecraft:black_wool","Black Wool","alexsmobs:cachalot_whale_breakables, farmersdelight:mineable/knife, forge:mineable/shears, minecraft:occludes_vibration_signals, minecraft:slurpable, minecraft:dampens_vibrations, minecraft:wool, tconstruct:mineable/scythe"
"Minecraft","minecraft:blackstone","minecraft:blackstone","Blackstone","minecraft:base_stone_nether, minecraft:sculk_replaceable, tconstruct:mineable/pickadze, minecraft:mineable/pickaxe, minecraft:nether_carver_replaceables, tconstruct:workstation_rock, infernalexp:planted_quartz_base_blocks, forge:blackstone, minecraft:sculk_replaceable_world_gen"
"Minecraft","minecraft:blackstone_slab","minecraft:blackstone_slab","Blackstone Slab","tconstruct:mineable/pickadze, minecraft:slabs, minecraft:mineable/pickaxe"
"Minecraft","minecraft:blackstone_stairs","minecraft:blackstone_stairs","Blackstone Stairs","tconstruct:mineable/pickadze, minecraft:mineable/pickaxe, minecraft:stairs"
"Minecraft","minecraft:blackstone_wall","minecraft:blackstone_wall","Blackstone Wall","minecraft:walls, tconstruct:mineable/pickadze, minecraft:mineable/pickaxe, supplementaries:walls, tconstruct:platform_connections"
"Minecraft","minecraft:blast_furnace","minecraft:blast_furnace","Blast Furnace","tconstruct:mineable/pickadze, supplementaries:bellows_tickable, minecraft:mineable/pickaxe"
"Minecraft","minecraft:blue_banner","minecraft:blue_banner","Blue Banner","1_splatus:spellbound/permeable, minecraft:banners, 1_splatus:spellbound/permeable_by_wind, tconstruct:mineable/hand_axe, 1_splatus:ultris/permeable, minecraft:wall_post_override, minecraft:mineable/axe"
"Minecraft","minecraft:blue_bed","minecraft:blue_bed","Blue Bed","minecraft:beds"
"Minecraft","minecraft:blue_candle","minecraft:blue_candle","Blue Candle","minecraft:candles"
"Minecraft","minecraft:blue_candle_cake","","Cake with Blue Candle","minecraft:candle_cakes, farmersdelight:mineable/knife, farmersdelight:drops_cake_slice"
"Minecraft","minecraft:blue_carpet","minecraft:blue_carpet","Blue Carpet","minecraft:dampens_vibrations, minecraft:wool_carpets, 1_splatus:spellbound/permeable_by_wind, 1_splatus:spellbound/permeable, farmersdelight:mineable/knife"
"Minecraft","minecraft:blue_concrete","minecraft:blue_concrete","Blue Concrete","tconstruct:mineable/pickadze, minecraft:slurpable, minecraft:mineable/pickaxe"
"Minecraft","minecraft:blue_concrete_powder","minecraft:blue_concrete_powder","Blue Concrete Powder","tconstruct:mineable/pickadze, minecraft:mineable/shovel, minecraft:concrete_powder, minecraft:slurpable, tconstruct:mineable/mattock"
"Minecraft","minecraft:blue_glazed_terracotta","minecraft:blue_glazed_terracotta","Blue Glazed Terracotta","infernalexp:planted_quartz_base_blocks, spiderstpo:non_climbable, tconstruct:mineable/pickadze, minecraft:mineable/pickaxe"
"Minecraft","minecraft:blue_ice","minecraft:blue_ice","Blue Ice","spiderstpo:non_climbable, alexsmobs:seal_spawns, minecraft:ice, tconstruct:mineable/pickadze, 1_splatus:spellbound/breakable_by_magmus, minecraft:geode_invalid_blocks, minecraft:mineable/pickaxe"
"Minecraft","minecraft:blue_orchid","minecraft:blue_orchid","Blue Orchid","1_splatus:ultris/permeable, minecraft:small_flowers, minecraft:flowers, tconstruct:mineable/scythe, 1_splatus:spellbound/permeable_by_wind, forge:mineable/shears, minecraft:enderman_holdable, 1_splatus:spellbound/bone_wand_replaceable, forge:mineable/sword, 1_splatus:spellbound/permeable, gravestone:grave_replaceable, tconstruct:mineable/dagger"
"Minecraft","minecraft:blue_shulker_box","minecraft:blue_shulker_box","Blue Shulker Box","minecraft:shulker_boxes, tconstruct:mineable/pickadze, minecraft:mineable/pickaxe, minecraft:guarded_by_piglins"
"Minecraft","minecraft:blue_stained_glass","minecraft:blue_stained_glass","Blue Stained Glass","forge:glass/blue, forge:glass/silica, forge:glass, minecraft:impermeable, forge:stained_glass, supplementaries:brick_breakable, supplementaries:brick_breakable_recursive"
