"Mod name","Registry name","ID","Category"
"Realm RPG: Pots & Mimics","pots_and_mimics:nether_pot_crab",225,"monster"
"Realm RPG: Pots & Mimics","pots_and_mimics:poison_pot_crab",224,"monster"
"Realm RPG: Pots & Mimics","pots_and_mimics:pot_crab",223,"monster"
"Savage & Ravage","savage_and_ravage:burning_banner",472,"misc"
"Savage & Ravage","savage_and_ravage:confusion_bolt",478,"misc"
"Savage & Ravage","savage_and_ravage:creepie",466,"creature"
"Savage & Ravage","savage_and_ravage:executioner",471,"monster"
"Savage & Ravage","savage_and_ravage:griefer",467,"monster"
"Savage & Ravage","savage_and_ravage:ice_chunk",475,"misc"
"Savage & Ravage","savage_and_ravage:ice_cloud",476,"misc"
"Savage & Ravage","savage_and_ravage:iceologer",470,"monster"
"Savage & Ravage","savage_and_ravage:mischief_arrow",469,"misc"
"Savage & Ravage","savage_and_ravage:rune_prison",477,"misc"
"Savage & Ravage","savage_and_ravage:skeleton_villager",465,"monster"
"Savage & Ravage","savage_and_ravage:spore_bomb",474,"misc"
"Savage & Ravage","savage_and_ravage:spore_cloud",473,"misc"
"Savage & Ravage","savage_and_ravage:trickster",468,"monster"
"Simply Swords","simplyswords:battlestandard",506,"misc"
"Simply Swords","simplyswords:battlestandarddark",507,"misc"
"Supplementaries","supplementaries:bomb",537,"misc"
"Supplementaries","supplementaries:brick_projectile",536,"misc"
"Supplementaries","supplementaries:dispenser_minecart",530,"misc"
"Supplementaries","supplementaries:falling_ash",533,"misc"
"Supplementaries","supplementaries:falling_lantern",534,"misc"
"Supplementaries","supplementaries:falling_sack",535,"misc"
"Supplementaries","supplementaries:falling_urn",532,"misc"
"Supplementaries","supplementaries:pearl_marker",529,"misc"
"Supplementaries","supplementaries:red_merchant",531,"creature"
"Supplementaries","supplementaries:rope_arrow",538,"misc"
"Supplementaries","supplementaries:slingshot_projectile",539,"misc"
"Thermal Series","thermal:basalz",186,"monster"
"Thermal Series","thermal:basalz_projectile",189,"misc"
"Thermal Series","thermal:blitz",188,"monster"
"Thermal Series","thermal:blitz_projectile",191,"misc"
"Thermal Series","thermal:blizz",187,"monster"
"Thermal Series","thermal:blizz_projectile",190,"misc"
"Thermal Series","thermal:earth_grenade",196,"misc"
"Thermal Series","thermal:earth_tnt",206,"misc"
"Thermal Series","thermal:ender_grenade",197,"misc"
"Thermal Series","thermal:ender_tnt",207,"misc"
"Thermal Series","thermal:explosive_grenade",192,"misc"
"Thermal Series","thermal:fire_grenade",193,"misc"
"Thermal Series","thermal:fire_tnt",203,"misc"
"Thermal Series","thermal:glowstone_grenade",198,"misc"
"Thermal Series","thermal:glowstone_tnt",208,"misc"
"Thermal Series","thermal:ice_grenade",194,"misc"
"Thermal Series","thermal:ice_tnt",204,"misc"
"Thermal Series","thermal:lightning_grenade",195,"misc"
"Thermal Series","thermal:lightning_tnt",205,"misc"
"Thermal Series","thermal:nuke_grenade",202,"misc"
"Thermal Series","thermal:nuke_tnt",212,"misc"
"Thermal Series","thermal:phyto_grenade",201,"misc"
"Thermal Series","thermal:phyto_tnt",211,"misc"
"Thermal Series","thermal:redstone_grenade",199,"misc"
"Thermal Series","thermal:redstone_tnt",209,"misc"
"Thermal Series","thermal:rubberwood_boat",213,"misc"
"Thermal Series","thermal:rubberwood_chest_boat",214,"misc"
"Thermal Series","thermal:slime_grenade",200,"misc"
"Thermal Series","thermal:slime_tnt",210,"misc"
"Tinkers' Construct","tconstruct:crystalshot",505,"misc"
"Tinkers' Construct","tconstruct:efln_ball",497,"misc"
"Tinkers' Construct","tconstruct:ender_slime",501,"monster"
"Tinkers' Construct","tconstruct:fancy_item_frame",495,"misc"
"Tinkers' Construct","tconstruct:flint_shuriken",499,"misc"
"Tinkers' Construct","tconstruct:fluid_spit",503,"misc"
"Tinkers' Construct","tconstruct:glow_ball",496,"misc"
"Tinkers' Construct","tconstruct:indestructible_item",504,"misc"
"Tinkers' Construct","tconstruct:quartz_shuriken",498,"misc"
"Tinkers' Construct","tconstruct:sky_slime",500,"monster"
"Tinkers' Construct","tconstruct:terracube",502,"monster"
"Tumbleweed","tumbleweed:tumbleweed",461,"misc"
"Unusual End","unusualend:bolok",140,"monster"
"Unusual End","unusualend:dragling",139,"monster"
"Unusual End","unusualend:ender_blob",136,"monster"
"Unusual End","unusualend:ender_firefly",137,"monster"
"Unusual End","unusualend:endstone_golem",138,"monster"
"Unusual End","unusualend:endstone_trapper",134,"monster"
"Unusual End","unusualend:projectile_creative_wandering_pearl",142,"misc"
"Unusual End","unusualend:projectile_phantom_arrow",133,"misc"
"Unusual End","unusualend:undead_enderling",135,"monster"
"Unusual End","unusualend:warpedislandplacer",141,"monster"
"Upgrade Aquatic","upgrade_aquatic:box_jellyfish",489,"water_creature"
"Upgrade Aquatic","upgrade_aquatic:cassiopea_jellyfish",490,"water_creature"
"Upgrade Aquatic","upgrade_aquatic:flare",486,"monster"
"Upgrade Aquatic","upgrade_aquatic:goose",488,"creature"
"Upgrade Aquatic","upgrade_aquatic:great_thrasher",485,"monster"
"Upgrade Aquatic","upgrade_aquatic:immortal_jellyfish",491,"water_creature"
"Upgrade Aquatic","upgrade_aquatic:lionfish",483,"water_ambient"
"Upgrade Aquatic","upgrade_aquatic:nautilus",480,"water_ambient"
"Upgrade Aquatic","upgrade_aquatic:perch",482,"water_ambient"
"Upgrade Aquatic","upgrade_aquatic:pike",481,"water_ambient"
"Upgrade Aquatic","upgrade_aquatic:sonar_wave",479,"misc"
"Upgrade Aquatic","upgrade_aquatic:thrasher",484,"monster"
"Upgrade Aquatic","upgrade_aquatic:ululu",487,"monster"
