+------------------------------------------------------------+------+
| Registry name                                              |   ID |
| minecraft:block.packed_mud.fall                            |  724 |
| minecraft:block.packed_mud.hit                             |  725 |
| minecraft:block.packed_mud.place                           |  726 |
| minecraft:block.packed_mud.step                            |  727 |
| minecraft:block.piston.contract                            |  870 |
| minecraft:block.piston.extend                              |  871 |
| minecraft:block.pointed_dripstone.break                    |  297 |
| minecraft:block.pointed_dripstone.drip_lava                |  303 |
| minecraft:block.pointed_dripstone.drip_lava_into_cauldron  |  305 |
| minecraft:block.pointed_dripstone.drip_water               |  304 |
| minecraft:block.pointed_dripstone.drip_water_into_cauldron |  306 |
| minecraft:block.pointed_dripstone.fall                     |  301 |
| minecraft:block.pointed_dripstone.hit                      |  300 |
| minecraft:block.pointed_dripstone.land                     |  302 |
| minecraft:block.pointed_dripstone.place                    |  299 |
| minecraft:block.pointed_dripstone.step                     |  298 |
| minecraft:block.polished_deepslate.break                   |  898 |
| minecraft:block.polished_deepslate.fall                    |  899 |
| minecraft:block.polished_deepslate.hit                     |  900 |
| minecraft:block.polished_deepslate.place                   |  901 |
| minecraft:block.polished_deepslate.step                    |  902 |
| minecraft:block.portal.ambient                             |  903 |
| minecraft:block.portal.travel                              |  904 |
| minecraft:block.portal.trigger                             |  905 |
| minecraft:block.powder_snow.break                          |  906 |
| minecraft:block.powder_snow.fall                           |  907 |
| minecraft:block.powder_snow.hit                            |  908 |
| minecraft:block.powder_snow.place                          |  909 |
| minecraft:block.powder_snow.step                           |  910 |
| minecraft:block.pumpkin.carve                              |  918 |
| minecraft:block.redstone_torch.burnout                     |  943 |
| minecraft:block.respawn_anchor.ambient                     |  944 |
| minecraft:block.respawn_anchor.charge                      |  945 |
| minecraft:block.respawn_anchor.deplete                     |  946 |
| minecraft:block.respawn_anchor.set_spawn                   |  947 |
| minecraft:block.rooted_dirt.break                          |  948 |
| minecraft:block.rooted_dirt.fall                           |  949 |
| minecraft:block.rooted_dirt.hit                            |  950 |
| minecraft:block.rooted_dirt.place                          |  951 |
| minecraft:block.rooted_dirt.step                           |  952 |
| minecraft:block.roots.break                                |  419 |
| minecraft:block.roots.fall                                 |  423 |
| minecraft:block.roots.hit                                  |  422 |
| minecraft:block.roots.place                                |  421 |
| minecraft:block.roots.step                                 |  420 |
| minecraft:block.sand.break                                 |  957 |
| minecraft:block.sand.fall                                  |  958 |
| minecraft:block.sand.hit                                   |  959 |
| minecraft:block.sand.place                                 |  960 |
| minecraft:block.sand.step                                  |  961 |
| minecraft:block.scaffolding.break                          |  962 |
| minecraft:block.scaffolding.fall                           |  963 |
| minecraft:block.scaffolding.hit                            |  964 |
| minecraft:block.scaffolding.place                          |  965 |
| minecraft:block.scaffolding.step                           |  966 |
| minecraft:block.sculk.break                                |  969 |
| minecraft:block.sculk.charge                               |  968 |
| minecraft:block.sculk.fall                                 |  970 |
| minecraft:block.sculk.hit                                  |  971 |
| minecraft:block.sculk.place                                |  972 |
| minecraft:block.sculk.spread                               |  967 |
| minecraft:block.sculk.step                                 |  973 |
| minecraft:block.sculk_catalyst.bloom                       |  974 |
| minecraft:block.sculk_catalyst.break                       |  975 |
| minecraft:block.sculk_catalyst.fall                        |  976 |
| minecraft:block.sculk_catalyst.hit                         |  977 |
| minecraft:block.sculk_catalyst.place                       |  978 |
| minecraft:block.sculk_catalyst.step                        |  979 |
| minecraft:block.sculk_sensor.break                         |  982 |
| minecraft:block.sculk_sensor.clicking                      |  980 |
| minecraft:block.sculk_sensor.clicking_stop                 |  981 |
| minecraft:block.sculk_sensor.fall                          |  983 |
| minecraft:block.sculk_sensor.hit                           |  984 |
| minecraft:block.sculk_sensor.place                         |  985 |
| minecraft:block.sculk_sensor.step                          |  986 |
| minecraft:block.sculk_shrieker.break                       |  987 |
| minecraft:block.sculk_shrieker.fall                        |  988 |
| minecraft:block.sculk_shrieker.hit                         |  989 |
| minecraft:block.sculk_shrieker.place                       |  990 |
| minecraft:block.sculk_shrieker.shriek                      |  991 |
| minecraft:block.sculk_shrieker.step                        |  992 |
| minecraft:block.sculk_vein.break                           |  993 |
| minecraft:block.sculk_vein.fall                            |  994 |
| minecraft:block.sculk_vein.hit                             |  995 |
| minecraft:block.sculk_vein.place                           |  996 |
| minecraft:block.sculk_vein.step                            |  997 |
| minecraft:block.shroomlight.break                          | 1005 |
| minecraft:block.shroomlight.fall                           | 1009 |
| minecraft:block.shroomlight.hit                            | 1008 |
| minecraft:block.shroomlight.place                          | 1007 |
| minecraft:block.shroomlight.step                           | 1006 |
| minecraft:block.shulker_box.close                          | 1012 |
| minecraft:block.shulker_box.open                           | 1013 |
| minecraft:block.slime_block.break                          | 1046 |
| minecraft:block.slime_block.fall                           | 1047 |
| minecraft:block.slime_block.hit                            | 1048 |
| minecraft:block.slime_block.place                          | 1049 |
| minecraft:block.slime_block.step                           | 1050 |
| minecraft:block.small_amethyst_bud.break                   | 1051 |
| minecraft:block.small_amethyst_bud.place                   | 1052 |
| minecraft:block.small_dripleaf.break                       | 1053 |
| minecraft:block.small_dripleaf.fall                        | 1054 |
| minecraft:block.small_dripleaf.hit                         | 1055 |
| minecraft:block.small_dripleaf.place                       | 1056 |
| minecraft:block.small_dripleaf.step                        | 1057 |
| minecraft:block.smithing_table.use                         | 1087 |
| minecraft:block.smoker.smoke                               | 1088 |
| minecraft:block.snow.break                                 | 1090 |
| minecraft:block.snow.fall                                  | 1091 |
| minecraft:block.snow.hit                                   | 1097 |
| minecraft:block.snow.place                                 | 1098 |
| minecraft:block.snow.step                                  | 1099 |
| minecraft:block.soul_sand.break                            | 1058 |
| minecraft:block.soul_sand.fall                             | 1062 |
| minecraft:block.soul_sand.hit                              | 1061 |
| minecraft:block.soul_sand.place                            | 1060 |
| minecraft:block.soul_sand.step                             | 1059 |
| minecraft:block.soul_soil.break                            | 1063 |
| minecraft:block.soul_soil.fall                             | 1067 |
| minecraft:block.soul_soil.hit                              | 1066 |
| minecraft:block.soul_soil.place                            | 1065 |
| minecraft:block.soul_soil.step                             | 1064 |
| minecraft:block.spore_blossom.break                        | 1069 |
| minecraft:block.spore_blossom.fall                         | 1070 |
| minecraft:block.spore_blossom.hit                          | 1071 |
| minecraft:block.spore_blossom.place                        | 1072 |
| minecraft:block.spore_blossom.step                         | 1073 |
| minecraft:block.stem.break                                 |  728 |
| minecraft:block.stem.fall                                  |  732 |
| minecraft:block.stem.hit                                   |  731 |
| minecraft:block.stem.place                                 |  730 |
| minecraft:block.stem.step                                  |  729 |
| minecraft:block.stone.break                                | 1112 |
| minecraft:block.stone.fall                                 | 1115 |
| minecraft:block.stone.hit                                  | 1116 |
| minecraft:block.stone.place                                | 1117 |
| minecraft:block.stone.step                                 | 1120 |
| minecraft:block.stone_button.click_off                     | 1113 |
| minecraft:block.stone_button.click_on                      | 1114 |
| minecraft:block.stone_pressure_plate.click_off             | 1118 |
| minecraft:block.stone_pressure_plate.click_on              | 1119 |
| minecraft:block.sweet_berry_bush.break                     | 1125 |
| minecraft:block.sweet_berry_bush.pick_berries              | 1127 |
| minecraft:block.sweet_berry_bush.place                     | 1126 |
| minecraft:block.tripwire.attach                            | 1143 |
| minecraft:block.tripwire.click_off                         | 1144 |
| minecraft:block.tripwire.click_on                          | 1145 |
| minecraft:block.tripwire.detach                            | 1146 |
| minecraft:block.tuff.break                                 | 1151 |
| minecraft:block.tuff.fall                                  | 1155 |
| minecraft:block.tuff.hit                                   | 1154 |
| minecraft:block.tuff.place                                 | 1153 |
| minecraft:block.tuff.step                                  | 1152 |
| minecraft:block.vine.break                                 | 1205 |
| minecraft:block.vine.fall                                  | 1206 |
| minecraft:block.vine.hit                                   | 1207 |
| minecraft:block.vine.place                                 | 1208 |
| minecraft:block.vine.step                                  | 1209 |
| minecraft:block.wart_block.break                           |  753 |
| minecraft:block.wart_block.fall                            |  757 |
| minecraft:block.wart_block.hit                             |  756 |
| minecraft:block.wart_block.place                           |  755 |
| minecraft:block.wart_block.step                            |  754 |
| minecraft:block.water.ambient                              | 1241 |
| minecraft:block.weeping_vines.break                        |  748 |
| minecraft:block.weeping_vines.fall                         |  752 |
| minecraft:block.weeping_vines.hit                          |  751 |
| minecraft:block.weeping_vines.place                        |  750 |
| minecraft:block.weeping_vines.step                         |  749 |
| minecraft:block.wet_grass.break                            | 1244 |
| minecraft:block.wet_grass.fall                             | 1245 |
| minecraft:block.wet_grass.hit                              | 1246 |
| minecraft:block.wet_grass.place                            | 1247 |
| minecraft:block.wet_grass.step                             | 1248 |
| minecraft:block.wood.break                                 | 1278 |
| minecraft:block.wood.fall                                  | 1281 |
| minecraft:block.wood.hit                                   | 1282 |
| minecraft:block.wood.place                                 | 1283 |
| minecraft:block.wood.step                                  | 1286 |
| minecraft:block.wooden_button.click_off                    | 1279 |
| minecraft:block.wooden_button.click_on                     | 1280 |
| minecraft:block.wooden_door.close                          | 1274 |
| minecraft:block.wooden_door.open                           | 1275 |
| minecraft:block.wooden_pressure_plate.click_off            | 1284 |
| minecraft:block.wooden_pressure_plate.click_on             | 1285 |
| minecraft:block.wooden_trapdoor.close                      | 1276 |
| minecraft:block.wooden_trapdoor.open                       | 1277 |
| minecraft:block.wool.break                                 | 1287 |
| minecraft:block.wool.fall                                  | 1288 |
| minecraft:block.wool.hit                                   | 1289 |
| minecraft:block.wool.place                                 | 1290 |
| minecraft:block.wool.step                                  | 1291 |
| minecraft:enchant.thorns.hit                               | 1132 |
| minecraft:entity.allay.ambient_with_item                   |    0 |
| minecraft:entity.allay.ambient_without_item                |    1 |
| minecraft:entity.allay.death                               |    2 |
| minecraft:entity.allay.hurt                                |    3 |
| minecraft:entity.allay.item_given                          |    4 |
| minecraft:entity.allay.item_taken                          |    5 |
| minecraft:entity.allay.item_thrown                         |    6 |
| minecraft:entity.armor_stand.break                         |   62 |
| minecraft:entity.armor_stand.fall                          |   63 |
| minecraft:entity.armor_stand.hit                           |   64 |
| minecraft:entity.armor_stand.place                         |   65 |
| minecraft:entity.arrow.hit                                 |   66 |
| minecraft:entity.arrow.hit_player                          |   67 |
| minecraft:entity.arrow.shoot                               |   68 |
| minecraft:entity.axolotl.attack                            |   72 |
| minecraft:entity.axolotl.death                             |   73 |
| minecraft:entity.axolotl.hurt                              |   74 |
| minecraft:entity.axolotl.idle_air                          |   75 |
| minecraft:entity.axolotl.idle_water                        |   76 |
| minecraft:entity.axolotl.splash                            |   77 |
| minecraft:entity.axolotl.swim                              |   78 |
| minecraft:entity.bat.ambient                               |  104 |
| minecraft:entity.bat.death                                 |  105 |
| minecraft:entity.bat.hurt                                  |  106 |
| minecraft:entity.bat.loop                                  |  107 |
| minecraft:entity.bat.takeoff                               |  108 |
| minecraft:entity.bee.death                                 |  113 |
| minecraft:entity.bee.hurt                                  |  114 |
| minecraft:entity.bee.loop                                  |  116 |
| minecraft:entity.bee.loop_aggressive                       |  115 |
| minecraft:entity.bee.pollinate                             |  118 |
| minecraft:entity.bee.sting                                 |  117 |
| minecraft:entity.blaze.ambient                             |  131 |
| minecraft:entity.blaze.burn                                |  132 |
| minecraft:entity.blaze.death                               |  133 |
| minecraft:entity.blaze.hurt                                |  134 |
| minecraft:entity.blaze.shoot                               |  135 |
| minecraft:entity.boat.paddle_land                          |  136 |
| minecraft:entity.boat.paddle_water                         |  137 |
| minecraft:entity.cat.ambient                               |  185 |
| minecraft:entity.cat.beg_for_food                          |  190 |
| minecraft:entity.cat.death                                 |  187 |
| minecraft:entity.cat.eat                                   |  188 |
| minecraft:entity.cat.hiss                                  |  189 |
| minecraft:entity.cat.hurt                                  |  191 |
| minecraft:entity.cat.purr                                  |  192 |
| minecraft:entity.cat.purreow                               |  193 |
| minecraft:entity.cat.stray_ambient                         |  186 |
| minecraft:entity.chicken.ambient                           |  208 |
| minecraft:entity.chicken.death                             |  209 |
| minecraft:entity.chicken.egg                               |  210 |
| minecraft:entity.chicken.hurt                              |  211 |
| minecraft:entity.chicken.step                              |  212 |
| minecraft:entity.cod.ambient                               |  216 |
| minecraft:entity.cod.death                                 |  217 |
| minecraft:entity.cod.flop                                  |  218 |
| minecraft:entity.cod.hurt                                  |  219 |
| minecraft:entity.cow.ambient                               |  240 |
| minecraft:entity.cow.death                                 |  241 |
| minecraft:entity.cow.hurt                                  |  242 |
| minecraft:entity.cow.milk                                  |  243 |
| minecraft:entity.cow.step                                  |  244 |
| minecraft:entity.creeper.death                             |  245 |
| minecraft:entity.creeper.hurt                              |  246 |
| minecraft:entity.creeper.primed                            |  247 |
| minecraft:entity.dolphin.ambient                           |  276 |
| minecraft:entity.dolphin.ambient_water                     |  277 |
| minecraft:entity.dolphin.attack                            |  278 |
| minecraft:entity.dolphin.death                             |  279 |
| minecraft:entity.dolphin.eat                               |  280 |
| minecraft:entity.dolphin.hurt                              |  281 |
| minecraft:entity.dolphin.jump                              |  282 |
| minecraft:entity.dolphin.play                              |  283 |
| minecraft:entity.dolphin.splash                            |  284 |
| minecraft:entity.dolphin.swim                              |  285 |
| minecraft:entity.donkey.ambient                            |  286 |
| minecraft:entity.donkey.angry                              |  287 |
| minecraft:entity.donkey.chest                              |  288 |
| minecraft:entity.donkey.death                              |  289 |
| minecraft:entity.donkey.eat                                |  290 |
| minecraft:entity.donkey.hurt                               |  291 |
| minecraft:entity.dragon_fireball.explode                   |  334 |
| minecraft:entity.drowned.ambient                           |  309 |
| minecraft:entity.drowned.ambient_water                     |  310 |
| minecraft:entity.drowned.death                             |  311 |
| minecraft:entity.drowned.death_water                       |  312 |
| minecraft:entity.drowned.hurt                              |  313 |
| minecraft:entity.drowned.hurt_water                        |  314 |
| minecraft:entity.drowned.shoot                             |  315 |
| minecraft:entity.drowned.step                              |  316 |
| minecraft:entity.drowned.swim                              |  317 |
| minecraft:entity.egg.throw                                 |  319 |
| minecraft:entity.elder_guardian.ambient                    |  320 |
| minecraft:entity.elder_guardian.ambient_land               |  321 |
| minecraft:entity.elder_guardian.curse                      |  322 |
| minecraft:entity.elder_guardian.death                      |  323 |
| minecraft:entity.elder_guardian.death_land                 |  324 |
| minecraft:entity.elder_guardian.flop                       |  325 |
| minecraft:entity.elder_guardian.hurt                       |  326 |
| minecraft:entity.elder_guardian.hurt_land                  |  327 |
| minecraft:entity.ender_dragon.ambient                      |  332 |
| minecraft:entity.ender_dragon.death                        |  333 |
| minecraft:entity.ender_dragon.flap                         |  335 |
| minecraft:entity.ender_dragon.growl                        |  336 |
| minecraft:entity.ender_dragon.hurt                         |  337 |
| minecraft:entity.ender_dragon.shoot                        |  338 |
| minecraft:entity.ender_eye.death                           |  339 |
| minecraft:entity.ender_eye.launch                          |  340 |
| minecraft:entity.ender_pearl.throw                         |  351 |
| minecraft:entity.enderman.ambient                          |  341 |
| minecraft:entity.enderman.death                            |  342 |
| minecraft:entity.enderman.hurt                             |  343 |
| minecraft:entity.enderman.scream                           |  344 |
| minecraft:entity.enderman.stare                            |  345 |
| minecraft:entity.enderman.teleport                         |  346 |
| minecraft:entity.endermite.ambient                         |  347 |
| minecraft:entity.endermite.death                           |  348 |
| minecraft:entity.endermite.hurt                            |  349 |
| minecraft:entity.endermite.step                            |  350 |
| minecraft:entity.evoker.ambient                            |  355 |
| minecraft:entity.evoker.cast_spell                         |  356 |
| minecraft:entity.evoker.celebrate                          |  357 |
| minecraft:entity.evoker.death                              |  358 |
| minecraft:entity.evoker.hurt                               |  360 |
| minecraft:entity.evoker.prepare_attack                     |  361 |
| minecraft:entity.evoker.prepare_summon                     |  362 |
| minecraft:entity.evoker.prepare_wololo                     |  363 |
| minecraft:entity.evoker_fangs.attack                       |  359 |
| minecraft:entity.experience_bottle.throw                   |  364 |
| minecraft:entity.experience_orb.pickup                     |  365 |
| minecraft:entity.firework_rocket.blast                     |  369 |
| minecraft:entity.firework_rocket.blast_far                 |  370 |
| minecraft:entity.firework_rocket.large_blast               |  371 |
| minecraft:entity.firework_rocket.large_blast_far           |  372 |
| minecraft:entity.firework_rocket.launch                    |  373 |
| minecraft:entity.firework_rocket.shoot                     |  374 |
| minecraft:entity.firework_rocket.twinkle                   |  375 |
| minecraft:entity.firework_rocket.twinkle_far               |  376 |
| minecraft:entity.fish.swim                                 |  379 |
| minecraft:entity.fishing_bobber.retrieve                   |  380 |
| minecraft:entity.fishing_bobber.splash                     |  381 |
| minecraft:entity.fishing_bobber.throw                      |  382 |
| minecraft:entity.fox.aggro                                 |  389 |
| minecraft:entity.fox.ambient                               |  390 |
| minecraft:entity.fox.bite                                  |  391 |
| minecraft:entity.fox.death                                 |  392 |
| minecraft:entity.fox.eat                                   |  393 |
| minecraft:entity.fox.hurt                                  |  394 |
| minecraft:entity.fox.screech                               |  395 |
| minecraft:entity.fox.sleep                                 |  396 |
| minecraft:entity.fox.sniff                                 |  397 |
| minecraft:entity.fox.spit                                  |  398 |
| minecraft:entity.fox.teleport                              |  399 |
| minecraft:entity.frog.ambient                              |  411 |
| minecraft:entity.frog.death                                |  412 |
| minecraft:entity.frog.eat                                  |  413 |
| minecraft:entity.frog.hurt                                 |  414 |
| minecraft:entity.frog.lay_spawn                            |  415 |
| minecraft:entity.frog.long_jump                            |  416 |
| minecraft:entity.frog.step                                 |  417 |
| minecraft:entity.frog.tongue                               |  418 |
| minecraft:entity.generic.big_fall                          |  425 |
| minecraft:entity.generic.burn                              |  426 |
| minecraft:entity.generic.death                             |  427 |
| minecraft:entity.generic.drink                             |  428 |
| minecraft:entity.generic.eat                               |  429 |
| minecraft:entity.generic.explode                           |  430 |
| minecraft:entity.generic.extinguish_fire                   |  431 |
| minecraft:entity.generic.hurt                              |  432 |
| minecraft:entity.generic.small_fall                        |  433 |
| minecraft:entity.generic.splash                            |  434 |
| minecraft:entity.generic.swim                              |  435 |
| minecraft:entity.ghast.ambient                             |  436 |
| minecraft:entity.ghast.death                               |  437 |
| minecraft:entity.ghast.hurt                                |  438 |
| minecraft:entity.ghast.scream                              |  439 |
| minecraft:entity.ghast.shoot                               |  440 |
| minecraft:entity.ghast.warn                                |  441 |
| minecraft:entity.glow_item_frame.add_item                  |  453 |
| minecraft:entity.glow_item_frame.break                     |  454 |
| minecraft:entity.glow_item_frame.place                     |  455 |
| minecraft:entity.glow_item_frame.remove_item               |  456 |
| minecraft:entity.glow_item_frame.rotate_item               |  457 |
| minecraft:entity.glow_squid.ambient                        |  458 |
| minecraft:entity.glow_squid.death                          |  459 |
| minecraft:entity.glow_squid.hurt                           |  460 |
| minecraft:entity.glow_squid.squirt                         |  461 |
| minecraft:entity.goat.ambient                              |  462 |
| minecraft:entity.goat.death                                |  463 |
| minecraft:entity.goat.eat                                  |  464 |
| minecraft:entity.goat.horn_break                           |  470 |
| minecraft:entity.goat.hurt                                 |  465 |
| minecraft:entity.goat.long_jump                            |  466 |
| minecraft:entity.goat.milk                                 |  467 |
| minecraft:entity.goat.prepare_ram                          |  468 |
| minecraft:entity.goat.ram_impact                           |  469 |
| minecraft:entity.goat.screaming.ambient                    |  472 |
| minecraft:entity.goat.screaming.death                      |  473 |
| minecraft:entity.goat.screaming.eat                        |  474 |
| minecraft:entity.goat.screaming.horn_break                 |  480 |
| minecraft:entity.goat.screaming.hurt                       |  475 |
| minecraft:entity.goat.screaming.long_jump                  |  476 |
| minecraft:entity.goat.screaming.milk                       |  477 |
| minecraft:entity.goat.screaming.prepare_ram                |  478 |
| minecraft:entity.goat.screaming.ram_impact                 |  479 |
| minecraft:entity.goat.step                                 |  481 |
| minecraft:entity.guardian.ambient                          |  494 |
| minecraft:entity.guardian.ambient_land                     |  495 |
| minecraft:entity.guardian.attack                           |  496 |
| minecraft:entity.guardian.death                            |  497 |
| minecraft:entity.guardian.death_land                       |  498 |
| minecraft:entity.guardian.flop                             |  499 |
| minecraft:entity.guardian.hurt                             |  500 |
| minecraft:entity.guardian.hurt_land                        |  501 |
| minecraft:entity.hoglin.ambient                            |  508 |
| minecraft:entity.hoglin.angry                              |  509 |
| minecraft:entity.hoglin.attack                             |  510 |
| minecraft:entity.hoglin.converted_to_zombified             |  511 |
| minecraft:entity.hoglin.death                              |  512 |
| minecraft:entity.hoglin.hurt                               |  513 |
| minecraft:entity.hoglin.retreat                            |  514 |
| minecraft:entity.hoglin.step                               |  515 |
| minecraft:entity.horse.ambient                             |  532 |
| minecraft:entity.horse.angry                               |  533 |
| minecraft:entity.horse.armor                               |  534 |
| minecraft:entity.horse.breathe                             |  535 |
| minecraft:entity.horse.death                               |  536 |
| minecraft:entity.horse.eat                                 |  537 |
| minecraft:entity.horse.gallop                              |  538 |
| minecraft:entity.horse.hurt                                |  539 |
| minecraft:entity.horse.jump                                |  540 |
| minecraft:entity.horse.land                                |  541 |
| minecraft:entity.horse.saddle                              |  542 |
| minecraft:entity.horse.step                                |  543 |
| minecraft:entity.horse.step_wood                           |  544 |
| minecraft:entity.hostile.big_fall                          |  545 |
| minecraft:entity.hostile.death                             |  546 |
| minecraft:entity.hostile.hurt                              |  547 |
| minecraft:entity.hostile.small_fall                        |  548 |
| minecraft:entity.hostile.splash                            |  549 |
| minecraft:entity.hostile.swim                              |  550 |
| minecraft:entity.husk.ambient                              |  551 |
| minecraft:entity.husk.converted_to_zombie                  |  552 |
| minecraft:entity.husk.death                                |  553 |
| minecraft:entity.husk.hurt                                 |  554 |
| minecraft:entity.husk.step                                 |  555 |
| minecraft:entity.illusioner.ambient                        |  556 |
| minecraft:entity.illusioner.cast_spell                     |  557 |
| minecraft:entity.illusioner.death                          |  558 |
| minecraft:entity.illusioner.hurt                           |  559 |
| minecraft:entity.illusioner.mirror_move                    |  560 |
| minecraft:entity.illusioner.prepare_blindness              |  561 |
| minecraft:entity.illusioner.prepare_mirror                 |  562 |
| minecraft:entity.iron_golem.attack                         |  566 |
| minecraft:entity.iron_golem.damage                         |  567 |
| minecraft:entity.iron_golem.death                          |  568 |
| minecraft:entity.iron_golem.hurt                           |  569 |
| minecraft:entity.iron_golem.repair                         |  570 |
| minecraft:entity.iron_golem.step                           |  571 |
| minecraft:entity.item.break                                |  579 |
| minecraft:entity.item.pickup                               |  580 |
| minecraft:entity.item_frame.add_item                       |  574 |
| minecraft:entity.item_frame.break                          |  575 |
| minecraft:entity.item_frame.place                          |  576 |
| minecraft:entity.item_frame.remove_item                    |  577 |
| minecraft:entity.item_frame.rotate_item                    |  578 |
| minecraft:entity.leash_knot.break                          |  596 |
| minecraft:entity.leash_knot.place                          |  597 |
| minecraft:entity.lightning_bolt.impact                     |  599 |
| minecraft:entity.lightning_bolt.thunder                    |  600 |
| minecraft:entity.lingering_potion.throw                    |  601 |
| minecraft:entity.llama.ambient                             |  602 |
| minecraft:entity.llama.angry                               |  603 |
| minecraft:entity.llama.chest                               |  604 |
| minecraft:entity.llama.death                               |  605 |
| minecraft:entity.llama.eat                                 |  606 |
| minecraft:entity.llama.hurt                                |  607 |
| minecraft:entity.llama.spit                                |  608 |
| minecraft:entity.llama.step                                |  609 |
| minecraft:entity.llama.swag                                |  610 |
| minecraft:entity.magma_cube.death                          |  618 |
| minecraft:entity.magma_cube.death_small                    |  611 |
| minecraft:entity.magma_cube.hurt                           |  619 |
| minecraft:entity.magma_cube.hurt_small                     |  620 |
| minecraft:entity.magma_cube.jump                           |  621 |
| minecraft:entity.magma_cube.squish                         |  622 |
| minecraft:entity.magma_cube.squish_small                   |  623 |
| minecraft:entity.minecart.inside                           |  639 |
| minecraft:entity.minecart.inside.underwater                |  638 |
| minecraft:entity.minecart.riding                           |  640 |
| minecraft:entity.mooshroom.convert                         |  641 |
| minecraft:entity.mooshroom.eat                             |  642 |
| minecraft:entity.mooshroom.milk                            |  643 |
| minecraft:entity.mooshroom.shear                           |  645 |
| minecraft:entity.mooshroom.suspicious_milk                 |  644 |
| minecraft:entity.mule.ambient                              |  671 |
| minecraft:entity.mule.angry                                |  672 |
| minecraft:entity.mule.chest                                |  673 |
| minecraft:entity.mule.death                                |  674 |
| minecraft:entity.mule.eat                                  |  675 |
| minecraft:entity.mule.hurt                                 |  676 |
| minecraft:entity.ocelot.ambient                            |  785 |
| minecraft:entity.ocelot.death                              |  786 |
| minecraft:entity.ocelot.hurt                               |  784 |
| minecraft:entity.painting.break                            |  787 |
| minecraft:entity.painting.place                            |  788 |
| minecraft:entity.panda.aggressive_ambient                  |  796 |
| minecraft:entity.panda.ambient                             |  791 |
| minecraft:entity.panda.bite                                |  799 |
| minecraft:entity.panda.cant_breed                          |  795 |
| minecraft:entity.panda.death                               |  792 |
| minecraft:entity.panda.eat                                 |  793 |
| minecraft:entity.panda.hurt                                |  798 |
| minecraft:entity.panda.pre_sneeze                          |  789 |
| minecraft:entity.panda.sneeze                              |  790 |
| minecraft:entity.panda.step                                |  794 |
| minecraft:entity.panda.worried_ambient                     |  797 |
| minecraft:entity.parrot.ambient                            |  800 |
| minecraft:entity.parrot.death                              |  801 |
| minecraft:entity.parrot.eat                                |  802 |
| minecraft:entity.parrot.fly                                |  803 |
| minecraft:entity.parrot.hurt                               |  804 |
| minecraft:entity.parrot.imitate.blaze                      |  805 |
| minecraft:entity.parrot.imitate.creeper                    |  806 |
| minecraft:entity.parrot.imitate.drowned                    |  807 |
| minecraft:entity.parrot.imitate.elder_guardian             |  808 |
| minecraft:entity.parrot.imitate.ender_dragon               |  809 |
| minecraft:entity.parrot.imitate.endermite                  |  810 |
| minecraft:entity.parrot.imitate.evoker                     |  811 |
| minecraft:entity.parrot.imitate.ghast                      |  812 |
| minecraft:entity.parrot.imitate.guardian                   |  813 |
| minecraft:entity.parrot.imitate.hoglin                     |  814 |
| minecraft:entity.parrot.imitate.husk                       |  815 |
| minecraft:entity.parrot.imitate.illusioner                 |  816 |
| minecraft:entity.parrot.imitate.magma_cube                 |  817 |
| minecraft:entity.parrot.imitate.phantom                    |  818 |
| minecraft:entity.parrot.imitate.piglin                     |  819 |
| minecraft:entity.parrot.imitate.piglin_brute               |  820 |
| minecraft:entity.parrot.imitate.pillager                   |  821 |
| minecraft:entity.parrot.imitate.ravager                    |  822 |
| minecraft:entity.parrot.imitate.shulker                    |  823 |
| minecraft:entity.parrot.imitate.silverfish                 |  824 |
| minecraft:entity.parrot.imitate.skeleton                   |  825 |
| minecraft:entity.parrot.imitate.slime                      |  826 |
| minecraft:entity.parrot.imitate.spider                     |  827 |
| minecraft:entity.parrot.imitate.stray                      |  828 |
| minecraft:entity.parrot.imitate.vex                        |  829 |
| minecraft:entity.parrot.imitate.vindicator                 |  830 |
| minecraft:entity.parrot.imitate.warden                     |  831 |
| minecraft:entity.parrot.imitate.witch                      |  832 |
| minecraft:entity.parrot.imitate.wither                     |  833 |
| minecraft:entity.parrot.imitate.wither_skeleton            |  834 |
| minecraft:entity.parrot.imitate.zoglin                     |  835 |
| minecraft:entity.parrot.imitate.zombie                     |  836 |
| minecraft:entity.parrot.imitate.zombie_villager            |  837 |
| minecraft:entity.parrot.step                               |  838 |
| minecraft:entity.phantom.ambient                           |  839 |
| minecraft:entity.phantom.bite                              |  840 |
| minecraft:entity.phantom.death                             |  841 |
| minecraft:entity.phantom.flap                              |  842 |
| minecraft:entity.phantom.hurt                              |  843 |
| minecraft:entity.phantom.swoop                             |  844 |
| minecraft:entity.pig.ambient                               |  845 |
| minecraft:entity.pig.death                                 |  846 |
| minecraft:entity.pig.hurt                                  |  847 |
| minecraft:entity.pig.saddle                                |  848 |
| minecraft:entity.pig.step                                  |  849 |
| minecraft:entity.piglin.admiring_item                      |  850 |
| minecraft:entity.piglin.ambient                            |  851 |
| minecraft:entity.piglin.angry                              |  852 |
| minecraft:entity.piglin.celebrate                          |  853 |
| minecraft:entity.piglin.converted_to_zombified             |  859 |
| minecraft:entity.piglin.death                              |  854 |
| minecraft:entity.piglin.hurt                               |  856 |
| minecraft:entity.piglin.jealous                            |  855 |
| minecraft:entity.piglin.retreat                            |  857 |
