"Mod name","Registry name","ID","Category","Entity class name"
"Quark","quark:stool",311,"misc","vazkii.quark.content.building.entity.Stool"
"Quark","quark:torch_arrow",327,"misc","vazkii.quark.content.tools.entity.TorchArrow"
"Quark","quark:toretoise",322,"creature","vazkii.quark.content.mobs.entity.Toretoise"
"Quark","quark:totem",329,"misc","vazkii.quark.addons.oddities.entity.TotemOfHoldingEntity"
"Quark","quark:wraith",316,"monster","vazkii.quark.content.mobs.entity.Wraith"
"Realistic Horse Genetics","horse_colors:donkey",202,"creature","sekelsta.horse_colors.entity.DonkeyGeneticEntity"
"Realistic Horse Genetics","horse_colors:horse_felinoid",201,"creature","sekelsta.horse_colors.entity.HorseGeneticEntity"
"Realistic Horse Genetics","horse_colors:mule",203,"creature","sekelsta.horse_colors.entity.MuleGeneticEntity"
"Realm RPG: Pots & Mimics","pots_and_mimics:end_pot_crab",346,"monster","net.mcreator.potsandmimics.entity.EndPotCrabEntity"
"Realm RPG: Pots & Mimics","pots_and_mimics:nether_pot_crab",345,"monster","net.mcreator.potsandmimics.entity.NetherPotCrabEntity"
"Realm RPG: Pots & Mimics","pots_and_mimics:poison_pot_crab",344,"monster","net.mcreator.potsandmimics.entity.PoisonPotCrabEntity"
"Realm RPG: Pots & Mimics","pots_and_mimics:pot_crab",343,"monster","net.mcreator.potsandmimics.entity.PotCrabEntity"
"Savage & Ravage","savage_and_ravage:burning_banner",218,"misc","com.teamabnormals.savage_and_ravage.common.entity.decoration.BurningBanner"
"Savage & Ravage","savage_and_ravage:confusion_bolt",224,"misc","com.teamabnormals.savage_and_ravage.common.entity.projectile.ConfusionBolt"
"Savage & Ravage","savage_and_ravage:creepie",212,"creature","com.teamabnormals.savage_and_ravage.common.entity.monster.Creepie"
"Savage & Ravage","savage_and_ravage:executioner",217,"monster","com.teamabnormals.savage_and_ravage.common.entity.monster.Executioner"
"Savage & Ravage","savage_and_ravage:griefer",213,"monster","com.teamabnormals.savage_and_ravage.common.entity.monster.Griefer"
"Savage & Ravage","savage_and_ravage:ice_chunk",221,"misc","com.teamabnormals.savage_and_ravage.common.entity.projectile.IceChunk"
"Savage & Ravage","savage_and_ravage:ice_cloud",222,"misc","com.teamabnormals.savage_and_ravage.common.entity.projectile.IceCloud"
"Savage & Ravage","savage_and_ravage:iceologer",216,"monster","com.teamabnormals.savage_and_ravage.common.entity.monster.Iceologer"
"Savage & Ravage","savage_and_ravage:mischief_arrow",215,"misc","com.teamabnormals.savage_and_ravage.common.entity.projectile.MischiefArrow"
"Savage & Ravage","savage_and_ravage:rune_prison",223,"misc","com.teamabnormals.savage_and_ravage.common.entity.projectile.RunePrison"
"Savage & Ravage","savage_and_ravage:skeleton_villager",211,"monster","com.teamabnormals.savage_and_ravage.common.entity.monster.SkeletonVillager"
"Savage & Ravage","savage_and_ravage:spore_bomb",220,"misc","com.teamabnormals.savage_and_ravage.common.entity.item.SporeBomb"
"Savage & Ravage","savage_and_ravage:spore_cloud",219,"misc","com.teamabnormals.savage_and_ravage.common.entity.projectile.SporeCloud"
"Savage & Ravage","savage_and_ravage:trickster",214,"monster","com.teamabnormals.savage_and_ravage.common.entity.monster.Trickster"
"Simply Swords","simplyswords:battlestandard",283,"misc","net.sweenus.simplyswords.entity.BattleStandardEntity"
"Simply Swords","simplyswords:battlestandarddark",284,"misc","net.sweenus.simplyswords.entity.BattleStandardDarkEntity"
"Supplementaries","supplementaries:bomb",340,"misc","net.mehvahdjukaar.supplementaries.common.entities.BombEntity"
"Supplementaries","supplementaries:brick_projectile",339,"misc","net.mehvahdjukaar.supplementaries.common.entities.ThrowableBrickEntity"
"Supplementaries","supplementaries:dispenser_minecart",333,"misc","net.mehvahdjukaar.supplementaries.common.entities.dispenser_minecart.DispenserMinecartEntity"
"Supplementaries","supplementaries:falling_ash",336,"misc","net.mehvahdjukaar.supplementaries.common.entities.FallingAshEntity"
"Supplementaries","supplementaries:falling_lantern",337,"misc","net.mehvahdjukaar.supplementaries.common.entities.FallingLanternEntity"
"Supplementaries","supplementaries:falling_sack",338,"misc","net.mehvahdjukaar.moonlight.api.entity.ImprovedFallingBlockEntity"
"Supplementaries","supplementaries:falling_urn",335,"misc","net.mehvahdjukaar.supplementaries.common.entities.FallingUrnEntity"
"Supplementaries","supplementaries:pearl_marker",332,"misc","net.mehvahdjukaar.supplementaries.common.entities.PearlMarker"
"Supplementaries","supplementaries:red_merchant",334,"creature","net.mehvahdjukaar.supplementaries.common.entities.RedMerchantEntity"
"Supplementaries","supplementaries:rope_arrow",341,"misc","net.mehvahdjukaar.supplementaries.common.entities.RopeArrowEntity"
"Supplementaries","supplementaries:slingshot_projectile",342,"misc","net.mehvahdjukaar.supplementaries.common.entities.SlingshotProjectileEntity"
"Thermal Series","thermal:basalz",243,"monster","cofh.thermal.core.entity.monster.Basalz"
"Thermal Series","thermal:basalz_projectile",246,"misc","cofh.thermal.core.entity.projectile.BasalzProjectile"
"Thermal Series","thermal:blitz",245,"monster","cofh.thermal.core.entity.monster.Blitz"
"Thermal Series","thermal:blitz_projectile",248,"misc","cofh.thermal.core.entity.projectile.BlitzProjectile"
"Thermal Series","thermal:blizz",244,"monster","cofh.thermal.core.entity.monster.Blizz"
"Thermal Series","thermal:blizz_projectile",247,"misc","cofh.thermal.core.entity.projectile.BlizzProjectile"
"Thermal Series","thermal:earth_grenade",253,"misc","cofh.thermal.core.entity.explosive.Grenade"
"Thermal Series","thermal:earth_tnt",263,"misc","cofh.thermal.core.entity.explosive.ThermalTNTEntity"
"Thermal Series","thermal:ender_grenade",254,"misc","cofh.thermal.core.entity.explosive.Grenade"
"Thermal Series","thermal:ender_tnt",264,"misc","cofh.thermal.core.entity.explosive.ThermalTNTEntity"
"Thermal Series","thermal:explosive_grenade",249,"misc","cofh.thermal.core.entity.explosive.Grenade"
"Thermal Series","thermal:fire_grenade",250,"misc","cofh.thermal.core.entity.explosive.Grenade"
"Thermal Series","thermal:fire_tnt",260,"misc","cofh.thermal.core.entity.explosive.ThermalTNTEntity"
"Thermal Series","thermal:glowstone_grenade",255,"misc","cofh.thermal.core.entity.explosive.Grenade"
"Thermal Series","thermal:glowstone_tnt",265,"misc","cofh.thermal.core.entity.explosive.ThermalTNTEntity"
"Thermal Series","thermal:ice_grenade",251,"misc","cofh.thermal.core.entity.explosive.Grenade"
"Thermal Series","thermal:ice_tnt",261,"misc","cofh.thermal.core.entity.explosive.ThermalTNTEntity"
"Thermal Series","thermal:lightning_grenade",252,"misc","cofh.thermal.core.entity.explosive.Grenade"
"Thermal Series","thermal:lightning_tnt",262,"misc","cofh.thermal.core.entity.explosive.ThermalTNTEntity"
"Thermal Series","thermal:nuke_grenade",259,"misc","cofh.thermal.core.entity.explosive.Grenade"
"Thermal Series","thermal:nuke_tnt",269,"misc","cofh.thermal.core.entity.explosive.ThermalTNTEntity"
"Thermal Series","thermal:phyto_grenade",258,"misc","cofh.thermal.core.entity.explosive.Grenade"
"Thermal Series","thermal:phyto_tnt",268,"misc","cofh.thermal.core.entity.explosive.ThermalTNTEntity"
"Thermal Series","thermal:redstone_grenade",256,"misc","cofh.thermal.core.entity.explosive.Grenade"
"Thermal Series","thermal:redstone_tnt",266,"misc","cofh.thermal.core.entity.explosive.ThermalTNTEntity"
"Thermal Series","thermal:rubberwood_boat",270,"misc","cofh.core.entity.BoatCoFH"
"Thermal Series","thermal:rubberwood_chest_boat",271,"misc","cofh.core.entity.ChestBoatCoFH"
"Thermal Series","thermal:slime_grenade",257,"misc","cofh.thermal.core.entity.explosive.Grenade"
"Thermal Series","thermal:slime_tnt",267,"misc","cofh.thermal.core.entity.explosive.ThermalTNTEntity"
"Tinkers' Construct","tconstruct:crystalshot",282,"misc","slimeknights.tconstruct.tools.item.CrystalshotItem$CrystalshotEntity"
"Tinkers' Construct","tconstruct:efln_ball",274,"misc","slimeknights.tconstruct.gadgets.entity.EFLNEntity"
"Tinkers' Construct","tconstruct:ender_slime",278,"monster","slimeknights.tconstruct.world.entity.EnderSlimeEntity"
"Tinkers' Construct","tconstruct:fancy_item_frame",272,"misc","slimeknights.tconstruct.gadgets.entity.FancyItemFrameEntity"
"Tinkers' Construct","tconstruct:flint_shuriken",276,"misc","slimeknights.tconstruct.gadgets.entity.shuriken.FlintShurikenEntity"
"Tinkers' Construct","tconstruct:fluid_spit",280,"misc","slimeknights.tconstruct.tools.entity.FluidEffectProjectile"
"Tinkers' Construct","tconstruct:glow_ball",273,"misc","slimeknights.tconstruct.gadgets.entity.GlowballEntity"
"Tinkers' Construct","tconstruct:indestructible_item",281,"misc","slimeknights.tconstruct.library.tools.IndestructibleItemEntity"
"Tinkers' Construct","tconstruct:quartz_shuriken",275,"misc","slimeknights.tconstruct.gadgets.entity.shuriken.QuartzShurikenEntity"
"Tinkers' Construct","tconstruct:sky_slime",277,"monster","slimeknights.tconstruct.world.entity.SkySlimeEntity"
"Tinkers' Construct","tconstruct:terracube",279,"monster","slimeknights.tconstruct.world.entity.TerracubeEntity"
"Upgrade Aquatic","upgrade_aquatic:box_jellyfish",235,"water_creature","com.teamabnormals.upgrade_aquatic.common.entity.animal.jellyfish.BoxJellyfish"
"Upgrade Aquatic","upgrade_aquatic:cassiopea_jellyfish",236,"water_creature","com.teamabnormals.upgrade_aquatic.common.entity.animal.jellyfish.CassiopeaJellyfish"
"Upgrade Aquatic","upgrade_aquatic:flare",232,"monster","com.teamabnormals.upgrade_aquatic.common.entity.monster.Flare"
"Upgrade Aquatic","upgrade_aquatic:goose",234,"creature","com.teamabnormals.upgrade_aquatic.common.entity.animal.Goose"
"Upgrade Aquatic","upgrade_aquatic:great_thrasher",231,"monster","com.teamabnormals.upgrade_aquatic.common.entity.monster.GreatThrasher"
"Upgrade Aquatic","upgrade_aquatic:immortal_jellyfish",237,"water_creature","com.teamabnormals.upgrade_aquatic.common.entity.animal.jellyfish.ImmortalJellyfish"
"Upgrade Aquatic","upgrade_aquatic:lionfish",229,"water_ambient","com.teamabnormals.upgrade_aquatic.common.entity.animal.Lionfish"
"Upgrade Aquatic","upgrade_aquatic:nautilus",226,"water_ambient","com.teamabnormals.upgrade_aquatic.common.entity.animal.Nautilus"
"Upgrade Aquatic","upgrade_aquatic:perch",228,"water_ambient","com.teamabnormals.upgrade_aquatic.common.entity.animal.Perch"
"Upgrade Aquatic","upgrade_aquatic:pike",227,"water_ambient","com.teamabnormals.upgrade_aquatic.common.entity.animal.Pike"
"Upgrade Aquatic","upgrade_aquatic:sonar_wave",225,"misc","com.teamabnormals.upgrade_aquatic.common.entity.projectile.SonarWave"
"Upgrade Aquatic","upgrade_aquatic:thrasher",230,"monster","com.teamabnormals.upgrade_aquatic.common.entity.monster.Thrasher"
"Upgrade Aquatic","upgrade_aquatic:ululu",233,"monster","com.teamabnormals.upgrade_aquatic.common.entity.animal.Ululu"
