"Mod name","Registry name","Display name","Recipe name","Tags"
"Minecraft","minecraft:brick_wall","Brick Wall","minecraft:brick_wall","minecraft:walls"
"Minecraft","minecraft:brick_wall","Brick Wall","minecraft:brick_wall_from_bricks_stonecutting","minecraft:walls"
"Minecraft","minecraft:bricks","Bricks","minecraft:bricks",""
"Minecraft","minecraft:brown_banner","Brown Banner","minecraft:brown_banner","minecraft:banners"
"Minecraft","minecraft:brown_bed","Brown Bed","minecraft:brown_bed","minecraft:beds"
"Minecraft","minecraft:brown_bed","Brown Bed","minecraft:brown_bed_from_white_bed","minecraft:beds"
"Minecraft","minecraft:brown_candle","Brown Candle","minecraft:brown_candle","minecraft:candles"
"Minecraft","minecraft:brown_carpet","Brown Carpet","minecraft:brown_carpet","minecraft:wool_carpets, minecraft:dampens_vibrations"
"Minecraft","minecraft:brown_carpet","Brown Carpet","minecraft:brown_carpet_from_white_carpet","minecraft:wool_carpets, minecraft:dampens_vibrations"
"Minecraft","minecraft:brown_concrete_powder","Brown Concrete Powder","minecraft:brown_concrete_powder","supplementaries:concrete_powders, forge:concrete_powders"
"Minecraft","minecraft:brown_dye","Brown Dye","minecraft:brown_dye","forge:dyes, supplementaries:blackboard_brown, balm:dyes, balm:brown_dyes, forge:dyes/brown"
"Minecraft","minecraft:brown_glazed_terracotta","Brown Glazed Terracotta","minecraft:brown_glazed_terracotta",""
"Minecraft","minecraft:brown_stained_glass","Brown Stained Glass","minecraft:brown_stained_glass","forge:glass/silica, forge:glass, forge:glass/brown, forge:stained_glass"
"Minecraft","minecraft:brown_stained_glass_pane","Brown Stained Glass Pane","minecraft:brown_stained_glass_pane","forge:glass_panes/brown, forge:stained_glass_panes, forge:glass_panes, forge:glass_panes/silica"
"Minecraft","minecraft:brown_stained_glass_pane","Brown Stained Glass Pane","minecraft:brown_stained_glass_pane_from_glass_pane","forge:glass_panes/brown, forge:stained_glass_panes, forge:glass_panes, forge:glass_panes/silica"
"Minecraft","minecraft:brown_terracotta","Brown Terracotta","minecraft:brown_terracotta","minecraft:terracotta"
"Minecraft","minecraft:bucket","Bucket","minecraft:bucket","farmersdelight:serving_containers, tconstruct:duct_containers, forge:buckets, forge:buckets/empty"
"Minecraft","minecraft:cake","Cake","minecraft:cake",""
"Minecraft","minecraft:campfire","Campfire","minecraft:campfire",""
"Minecraft","minecraft:candle","Candle","minecraft:candle","minecraft:candles"
"Minecraft","minecraft:carrot_on_a_stick","Carrot on a Stick","minecraft:carrot_on_a_stick",""
"Minecraft","minecraft:cartography_table","Cartography Table","minecraft:cartography_table",""
"Minecraft","minecraft:cauldron","Cauldron","minecraft:cauldron",""
"Minecraft","minecraft:chain","Chain","minecraft:chain","supplementaries:chains"
"Minecraft","minecraft:charcoal","Charcoal","minecraft:charcoal","supplementaries:blackboard_black, minecraft:coals"
"Minecraft","minecraft:chest_minecart","Minecart with Chest","minecraft:chest_minecart",""
"Minecraft","minecraft:chiseled_deepslate","Chiseled Deepslate","minecraft:chiseled_deepslate",""
"Minecraft","minecraft:chiseled_deepslate","Chiseled Deepslate","minecraft:chiseled_deepslate_from_cobbled_deepslate_stonecutting",""
"Minecraft","minecraft:chiseled_nether_bricks","Chiseled Nether Bricks","minecraft:chiseled_nether_bricks",""
"Minecraft","minecraft:chiseled_nether_bricks","Chiseled Nether Bricks","minecraft:chiseled_nether_bricks_from_nether_bricks_stonecutting",""
"Minecraft","minecraft:chiseled_polished_blackstone","Chiseled Polished Blackstone","minecraft:chiseled_polished_blackstone",""
"Minecraft","minecraft:chiseled_polished_blackstone","Chiseled Polished Blackstone","minecraft:chiseled_polished_blackstone_from_blackstone_stonecutting",""
"Minecraft","minecraft:chiseled_polished_blackstone","Chiseled Polished Blackstone","minecraft:chiseled_polished_blackstone_from_polished_blackstone_stonecutting",""
"Minecraft","minecraft:chiseled_quartz_block","Chiseled Quartz Block","minecraft:chiseled_quartz_block",""
"Minecraft","minecraft:chiseled_quartz_block","Chiseled Quartz Block","minecraft:chiseled_quartz_block_from_quartz_block_stonecutting",""
"Minecraft","minecraft:chiseled_red_sandstone","Chiseled Red Sandstone","minecraft:chiseled_red_sandstone","forge:sandstone, tconstruct:stoneshields"
"Minecraft","minecraft:chiseled_red_sandstone","Chiseled Red Sandstone","minecraft:chiseled_red_sandstone_from_red_sandstone_stonecutting","forge:sandstone, tconstruct:stoneshields"
"Minecraft","minecraft:chiseled_sandstone","Chiseled Sandstone","minecraft:chiseled_sandstone","forge:sandstone, tconstruct:stoneshields"
"Minecraft","minecraft:chiseled_sandstone","Chiseled Sandstone","minecraft:chiseled_sandstone_from_sandstone_stonecutting","forge:sandstone, tconstruct:stoneshields"
"Minecraft","minecraft:chiseled_stone_bricks","Chiseled Stone Bricks","minecraft:chiseled_stone_bricks","minecraft:stone_bricks"
"Minecraft","minecraft:chiseled_stone_bricks","Chiseled Stone Bricks","minecraft:chiseled_stone_bricks_from_stone_bricks_stonecutting","minecraft:stone_bricks"
"Minecraft","minecraft:chiseled_stone_bricks","Chiseled Stone Bricks","minecraft:chiseled_stone_bricks_stone_from_stonecutting","minecraft:stone_bricks"
"Minecraft","minecraft:clay","Clay","minecraft:clay",""
"Minecraft","minecraft:clock","Clock","minecraft:clock","bookshelf:clocks, forge:clocks, minecraft:piglin_loved"
"Minecraft","minecraft:coal","Coal","minecraft:coal","supplementaries:blackboard_black, minecraft:coals"
"Minecraft","minecraft:coal","Coal","minecraft:coal_from_blasting_coal_ore","supplementaries:blackboard_black, minecraft:coals"
"Minecraft","minecraft:coal","Coal","minecraft:coal_from_blasting_deepslate_coal_ore","supplementaries:blackboard_black, minecraft:coals"
"Minecraft","minecraft:coal","Coal","minecraft:coal_from_smelting_coal_ore","supplementaries:blackboard_black, minecraft:coals"
"Minecraft","minecraft:coal","Coal","minecraft:coal_from_smelting_deepslate_coal_ore","supplementaries:blackboard_black, minecraft:coals"
"Minecraft","minecraft:coal_block","Block of Coal","minecraft:coal_block","forge:storage_blocks/coal, forge:storage_blocks"
"Minecraft","minecraft:coarse_dirt","Coarse Dirt","minecraft:coarse_dirt","minecraft:dirt"
"Minecraft","minecraft:cobbled_deepslate_slab","Cobbled Deepslate Slab","minecraft:cobbled_deepslate_slab","minecraft:slabs"
"Minecraft","minecraft:cobbled_deepslate_slab","Cobbled Deepslate Slab","minecraft:cobbled_deepslate_slab_from_cobbled_deepslate_stonecutting","minecraft:slabs"
"Minecraft","minecraft:cobbled_deepslate_stairs","Cobbled Deepslate Stairs","minecraft:cobbled_deepslate_stairs","minecraft:stairs"
"Minecraft","minecraft:cobbled_deepslate_stairs","Cobbled Deepslate Stairs","minecraft:cobbled_deepslate_stairs_from_cobbled_deepslate_stonecutting","minecraft:stairs"
"Minecraft","minecraft:cobbled_deepslate_wall","Cobbled Deepslate Wall","minecraft:cobbled_deepslate_wall","minecraft:walls"
"Minecraft","minecraft:cobbled_deepslate_wall","Cobbled Deepslate Wall","minecraft:cobbled_deepslate_wall_from_cobbled_deepslate_stonecutting","minecraft:walls"
"Minecraft","minecraft:cobblestone_slab","Cobblestone Slab","minecraft:cobblestone_slab","minecraft:slabs"
"Minecraft","minecraft:cobblestone_slab","Cobblestone Slab","minecraft:cobblestone_slab_from_cobblestone_stonecutting","minecraft:slabs"
"Minecraft","minecraft:cobblestone_stairs","Cobblestone Stairs","minecraft:cobblestone_stairs","minecraft:stairs"
"Minecraft","minecraft:cobblestone_stairs","Cobblestone Stairs","minecraft:cobblestone_stairs_from_cobblestone_stonecutting","minecraft:stairs"
"Minecraft","minecraft:cobblestone_wall","Cobblestone Wall","minecraft:cobblestone_wall","minecraft:walls"
"Minecraft","minecraft:cobblestone_wall","Cobblestone Wall","minecraft:cobblestone_wall_from_cobblestone_stonecutting","minecraft:walls"
"Minecraft","minecraft:comparator","Redstone Comparator","minecraft:comparator",""
"Minecraft","minecraft:compass","Compass","minecraft:compass","minecraft:compasses, forge:compasses, bookshelf:compasses"
"Minecraft","minecraft:composter","Composter","minecraft:composter",""
"Minecraft","minecraft:conduit","Conduit","minecraft:conduit",""
"Minecraft","minecraft:cooked_beef","Steak","minecraft:cooked_beef","forge:cooked_beef, forge:foods/meat/cooked"
"Minecraft","minecraft:cooked_beef","Steak","minecraft:cooked_beef_from_campfire_cooking","forge:cooked_beef, forge:foods/meat/cooked"
"Minecraft","minecraft:cooked_beef","Steak","minecraft:cooked_beef_from_smoking","forge:cooked_beef, forge:foods/meat/cooked"
"Minecraft","minecraft:cooked_chicken","Cooked Chicken","minecraft:cooked_chicken","forge:foods/meat/cooked, forge:cooked_chicken"
"Minecraft","minecraft:cooked_chicken","Cooked Chicken","minecraft:cooked_chicken_from_campfire_cooking","forge:foods/meat/cooked, forge:cooked_chicken"
"Minecraft","minecraft:cooked_chicken","Cooked Chicken","minecraft:cooked_chicken_from_smoking","forge:foods/meat/cooked, forge:cooked_chicken"
"Minecraft","minecraft:cooked_cod","Cooked Cod","minecraft:cooked_cod","minecraft:fishes, forge:cooked_fishes, forge:foods/fish/cooked, forge:cooked_fishes/cod, quark:crab_tempt_items"
"Minecraft","minecraft:cooked_cod","Cooked Cod","minecraft:cooked_cod_from_campfire_cooking","minecraft:fishes, forge:cooked_fishes, forge:foods/fish/cooked, forge:cooked_fishes/cod, quark:crab_tempt_items"
"Minecraft","minecraft:cooked_cod","Cooked Cod","minecraft:cooked_cod_from_smoking","minecraft:fishes, forge:cooked_fishes, forge:foods/fish/cooked, forge:cooked_fishes/cod, quark:crab_tempt_items"
"Minecraft","minecraft:cooked_mutton","Cooked Mutton","minecraft:cooked_mutton","forge:cooked_mutton, forge:foods/meat/cooked"
"Minecraft","minecraft:cooked_mutton","Cooked Mutton","minecraft:cooked_mutton_from_campfire_cooking","forge:cooked_mutton, forge:foods/meat/cooked"
"Minecraft","minecraft:cooked_mutton","Cooked Mutton","minecraft:cooked_mutton_from_smoking","forge:cooked_mutton, forge:foods/meat/cooked"
"Minecraft","minecraft:cooked_porkchop","Cooked Porkchop","minecraft:cooked_porkchop","forge:foods/meat/cooked, forge:cooked_pork, minecraft:piglin_food"
"Minecraft","minecraft:cooked_porkchop","Cooked Porkchop","minecraft:cooked_porkchop_from_campfire_cooking","forge:foods/meat/cooked, forge:cooked_pork, minecraft:piglin_food"
"Minecraft","minecraft:cooked_porkchop","Cooked Porkchop","minecraft:cooked_porkchop_from_smoking","forge:foods/meat/cooked, forge:cooked_pork, minecraft:piglin_food"
"Minecraft","minecraft:cooked_rabbit","Cooked Rabbit","minecraft:cooked_rabbit","forge:foods/meat/cooked"
"Minecraft","minecraft:cooked_rabbit","Cooked Rabbit","minecraft:cooked_rabbit_from_campfire_cooking","forge:foods/meat/cooked"
"Minecraft","minecraft:cooked_rabbit","Cooked Rabbit","minecraft:cooked_rabbit_from_smoking","forge:foods/meat/cooked"
"Minecraft","minecraft:cooked_salmon","Cooked Salmon","minecraft:cooked_salmon","minecraft:fishes, forge:cooked_fishes, forge:cooked_fishes/salmon, forge:foods/fish/cooked, quark:crab_tempt_items"
"Minecraft","minecraft:cooked_salmon","Cooked Salmon","minecraft:cooked_salmon_from_campfire_cooking","minecraft:fishes, forge:cooked_fishes, forge:cooked_fishes/salmon, forge:foods/fish/cooked, quark:crab_tempt_items"
"Minecraft","minecraft:cooked_salmon","Cooked Salmon","minecraft:cooked_salmon_from_smoking","minecraft:fishes, forge:cooked_fishes, forge:cooked_fishes/salmon, forge:foods/fish/cooked, quark:crab_tempt_items"
"Minecraft","minecraft:cookie","Cookie","minecraft:cookie","supplementaries:cookies"
"Minecraft","minecraft:copper_block","Block of Copper","minecraft:copper_block","forge:storage_blocks/copper, forge:storage_blocks"
"Minecraft","minecraft:copper_ingot","Copper Ingot","minecraft:copper_ingot","forge:ingots/copper, forge:ingots, balm:ingots, kaisascore:crafting_metal_ingot"
"Minecraft","minecraft:copper_ingot","Copper Ingot","minecraft:copper_ingot_from_waxed_copper_block","forge:ingots/copper, forge:ingots, balm:ingots, kaisascore:crafting_metal_ingot"
"Minecraft","minecraft:cracked_deepslate_bricks","Cracked Deepslate Bricks","minecraft:cracked_deepslate_bricks",""
"Minecraft","minecraft:cracked_deepslate_tiles","Cracked Deepslate Tiles","minecraft:cracked_deepslate_tiles",""
"Minecraft","minecraft:cracked_nether_bricks","Cracked Nether Bricks","minecraft:cracked_nether_bricks",""
"Minecraft","minecraft:cracked_polished_blackstone_bricks","Cracked Polished Blackstone Bricks","minecraft:cracked_polished_blackstone_bricks",""
"Minecraft","minecraft:cracked_stone_bricks","Cracked Stone Bricks","minecraft:cracked_stone_bricks","minecraft:stone_bricks"
"Minecraft","minecraft:crafting_table","Crafting Board","minecraft:crafting_table","forge:workbenches"
"Minecraft","minecraft:creeper_banner_pattern","Banner Pattern","minecraft:creeper_banner_pattern",""
"Minecraft","minecraft:crimson_button","Crimson Button","minecraft:crimson_button","minecraft:buttons, minecraft:wooden_buttons, minecraft:non_flammable_wood"
"Minecraft","minecraft:crimson_door","Crimson Door","minecraft:crimson_door","minecraft:non_flammable_wood, minecraft:doors, minecraft:wooden_doors"
"Minecraft","minecraft:crimson_fence","Crimson Fence","minecraft:crimson_fence","forge:fences, minecraft:wooden_fences, minecraft:non_flammable_wood, minecraft:fences, forge:fences/wooden"
"Minecraft","minecraft:crimson_fence_gate","Crimson Fence Gate","minecraft:crimson_fence_gate","forge:fence_gates/wooden, minecraft:non_flammable_wood, forge:fence_gates, bookshelf:fence_gates"
"Minecraft","minecraft:crimson_hyphae","Crimson Hyphae","minecraft:crimson_hyphae","minecraft:logs, minecraft:crimson_stems, minecraft:non_flammable_wood, minecraft:completes_find_tree_tutorial, tconstruct:wood_variants/logs"
"Minecraft","minecraft:crimson_planks","Crimson Planks","minecraft:crimson_planks","minecraft:non_flammable_wood, forge:planks/crimson, tconstruct:planklike, tconstruct:wood_variants/planks, minecraft:planks"
"Minecraft","minecraft:crimson_pressure_plate","Crimson Pressure Plate","minecraft:crimson_pressure_plate","minecraft:wooden_pressure_plates, minecraft:non_flammable_wood"
"Minecraft","minecraft:crimson_sign","Crimson Sign","minecraft:crimson_sign","minecraft:signs, minecraft:non_flammable_wood"
"Minecraft","minecraft:crimson_slab","Crimson Slab","minecraft:crimson_slab","minecraft:non_flammable_wood, minecraft:slabs, minecraft:wooden_slabs"
"Minecraft","minecraft:crimson_stairs","Crimson Stairs","minecraft:crimson_stairs","minecraft:non_flammable_wood, minecraft:wooden_stairs, minecraft:stairs"
"Minecraft","minecraft:crimson_trapdoor","Crimson Trapdoor","minecraft:crimson_trapdoor","minecraft:wooden_trapdoors, minecraft:non_flammable_wood, minecraft:trapdoors"
"Minecraft","minecraft:crossbow","Crossbow","minecraft:crossbow","forge:crossbows, forge:tools/crossbows, bookshelf:crossbows, forge:tools, companion:ranged_weapon"
"Minecraft","minecraft:cut_copper","Cut Copper","minecraft:cut_copper",""
"Minecraft","minecraft:cut_copper","Cut Copper","minecraft:cut_copper_from_copper_block_stonecutting",""
"Minecraft","minecraft:cut_copper_slab","Cut Copper Slab","minecraft:cut_copper_slab","minecraft:slabs"
"Minecraft","minecraft:cut_copper_slab","Cut Copper Slab","minecraft:cut_copper_slab_from_copper_block_stonecutting","minecraft:slabs"
"Minecraft","minecraft:cut_copper_slab","Cut Copper Slab","minecraft:cut_copper_slab_from_cut_copper_stonecutting","minecraft:slabs"
"Minecraft","minecraft:cut_copper_stairs","Cut Copper Stairs","minecraft:cut_copper_stairs","minecraft:stairs"
"Minecraft","minecraft:cut_copper_stairs","Cut Copper Stairs","minecraft:cut_copper_stairs_from_copper_block_stonecutting","minecraft:stairs"
"Minecraft","minecraft:cut_copper_stairs","Cut Copper Stairs","minecraft:cut_copper_stairs_from_cut_copper_stonecutting","minecraft:stairs"
"Minecraft","minecraft:cut_red_sandstone","Cut Red Sandstone","minecraft:cut_red_sandstone","forge:sandstone, tconstruct:stoneshields"
"Minecraft","minecraft:cut_red_sandstone","Cut Red Sandstone","minecraft:cut_red_sandstone_from_red_sandstone_stonecutting","forge:sandstone, tconstruct:stoneshields"
"Minecraft","minecraft:cut_red_sandstone_slab","Cut Red Sandstone Slab","minecraft:cut_red_sandstone_slab","minecraft:slabs"
"Minecraft","minecraft:cut_red_sandstone_slab","Cut Red Sandstone Slab","minecraft:cut_red_sandstone_slab_from_cut_red_sandstone_stonecutting","minecraft:slabs"
"Minecraft","minecraft:cut_red_sandstone_slab","Cut Red Sandstone Slab","minecraft:cut_red_sandstone_slab_from_red_sandstone_stonecutting","minecraft:slabs"
"Minecraft","minecraft:cut_sandstone","Cut Sandstone","minecraft:cut_sandstone","forge:sandstone, tconstruct:stoneshields"
"Minecraft","minecraft:cut_sandstone","Cut Sandstone","minecraft:cut_sandstone_from_sandstone_stonecutting","forge:sandstone, tconstruct:stoneshields"
"Minecraft","minecraft:cut_sandstone_slab","Cut Sandstone Slab","minecraft:cut_sandstone_slab","minecraft:slabs"
"Minecraft","minecraft:cut_sandstone_slab","Cut Sandstone Slab","minecraft:cut_sandstone_slab_from_cut_sandstone_stonecutting","minecraft:slabs"
"Minecraft","minecraft:cut_sandstone_slab","Cut Sandstone Slab","minecraft:cut_sandstone_slab_from_sandstone_stonecutting","minecraft:slabs"
"Minecraft","minecraft:cyan_banner","Cyan Banner","minecraft:cyan_banner","minecraft:banners"
"Minecraft","minecraft:cyan_bed","Cyan Bed","minecraft:cyan_bed","minecraft:beds"
"Minecraft","minecraft:cyan_bed","Cyan Bed","minecraft:cyan_bed_from_white_bed","minecraft:beds"
"Minecraft","minecraft:cyan_candle","Cyan Candle","minecraft:cyan_candle","minecraft:candles"
"Minecraft","minecraft:cyan_carpet","Cyan Carpet","minecraft:cyan_carpet","minecraft:wool_carpets, minecraft:dampens_vibrations"
"Minecraft","minecraft:cyan_carpet","Cyan Carpet","minecraft:cyan_carpet_from_white_carpet","minecraft:wool_carpets, minecraft:dampens_vibrations"
"Minecraft","minecraft:cyan_concrete_powder","Cyan Concrete Powder","minecraft:cyan_concrete_powder","supplementaries:concrete_powders, forge:concrete_powders"
"Minecraft","minecraft:cyan_dye","Cyan Dye","minecraft:cyan_dye","forge:dyes/cyan, forge:dyes, balm:cyan_dyes, balm:dyes, supplementaries:blackboard_cyan"
"Minecraft","minecraft:cyan_glazed_terracotta","Cyan Glazed Terracotta","minecraft:cyan_glazed_terracotta",""
"Minecraft","minecraft:cyan_stained_glass","Cyan Stained Glass","minecraft:cyan_stained_glass","forge:glass/cyan, forge:glass/silica, forge:glass, forge:stained_glass"
"Minecraft","minecraft:cyan_stained_glass_pane","Cyan Stained Glass Pane","minecraft:cyan_stained_glass_pane","forge:stained_glass_panes, forge:glass_panes/cyan, forge:glass_panes, forge:glass_panes/silica"
"Minecraft","minecraft:cyan_stained_glass_pane","Cyan Stained Glass Pane","minecraft:cyan_stained_glass_pane_from_glass_pane","forge:stained_glass_panes, forge:glass_panes/cyan, forge:glass_panes, forge:glass_panes/silica"
"Minecraft","minecraft:cyan_terracotta","Cyan Terracotta","minecraft:cyan_terracotta","minecraft:terracotta"
"Minecraft","minecraft:dark_oak_boat","Dark Oak Boat","minecraft:dark_oak_boat","minecraft:boats"
"Minecraft","minecraft:dark_oak_button","Dark Oak Button","minecraft:dark_oak_button","minecraft:wooden_buttons, minecraft:buttons"
"Minecraft","minecraft:dark_oak_chest_boat","Dark Oak Boat with Chest","minecraft:dark_oak_chest_boat","minecraft:boats, minecraft:chest_boats"
"Minecraft","minecraft:dark_oak_door","Dark Oak Door","minecraft:dark_oak_door","minecraft:doors, minecraft:wooden_doors"
"Minecraft","minecraft:dark_oak_fence","Dark Oak Fence","minecraft:dark_oak_fence","minecraft:wooden_fences, minecraft:fences, forge:fences/wooden, forge:fences"
"Minecraft","minecraft:dark_oak_fence_gate","Dark Oak Fence Gate","minecraft:dark_oak_fence_gate","forge:fence_gates, forge:fence_gates/wooden, bookshelf:fence_gates"
"Minecraft","minecraft:dark_oak_planks","Dark Oak Planks","minecraft:dark_oak_planks","forge:planks/dark_oak, tconstruct:planklike, tconstruct:wood_variants/planks, minecraft:planks"
"Minecraft","minecraft:dark_oak_pressure_plate","Dark Oak Pressure Plate","minecraft:dark_oak_pressure_plate","minecraft:wooden_pressure_plates"
"Minecraft","minecraft:dark_oak_sign","Dark Oak Sign","minecraft:dark_oak_sign","minecraft:signs"
"Minecraft","minecraft:dark_oak_slab","Dark Oak Slab","minecraft:dark_oak_slab","minecraft:wooden_slabs, minecraft:slabs"
"Minecraft","minecraft:dark_oak_stairs","Dark Oak Stairs","minecraft:dark_oak_stairs","minecraft:stairs, minecraft:wooden_stairs"
"Minecraft","minecraft:dark_oak_trapdoor","Dark Oak Trapdoor","minecraft:dark_oak_trapdoor","minecraft:wooden_trapdoors, minecraft:trapdoors"
"Minecraft","minecraft:dark_oak_wood","Dark Oak Wood","minecraft:dark_oak_wood","tconstruct:wood_variants/logs, minecraft:d_dub, minecraft:dark_oak_logs, minecraft:completes_find_tree_tutorial, minecraft:logs, minecraft:logs_that_burn"
"Minecraft","minecraft:dark_prismarine","Dark Prismarine","minecraft:dark_prismarine",""
"Minecraft","minecraft:dark_prismarine_slab","Dark Prismarine Slab","minecraft:dark_prismarine_slab","minecraft:slabs"
"Minecraft","minecraft:dark_prismarine_slab","Dark Prismarine Slab","minecraft:dark_prismarine_slab_from_dark_prismarine_stonecutting","minecraft:slabs"
"Minecraft","minecraft:dark_prismarine_stairs","Dark Prismarine Stairs","minecraft:dark_prismarine_stairs","minecraft:stairs"
"Minecraft","minecraft:dark_prismarine_stairs","Dark Prismarine Stairs","minecraft:dark_prismarine_stairs_from_dark_prismarine_stonecutting","minecraft:stairs"
"Minecraft","minecraft:daylight_detector","Daylight Detector","minecraft:daylight_detector",""
"Minecraft","minecraft:deepslate","Deepslate","minecraft:deepslate","forge:deepslate, tconstruct:stoneshields, balm:stones, forge:stone, tconstruct:workstation_rock, bookshelf:stones, forge:ore_bearing_ground/deepslate, quark:stone_tool_materials"
"Minecraft","minecraft:deepslate_brick_slab","Deepslate Brick Slab","minecraft:deepslate_brick_slab","minecraft:slabs"
"Minecraft","minecraft:deepslate_brick_slab","Deepslate Brick Slab","minecraft:deepslate_brick_slab_from_cobbled_deepslate_stonecutting","minecraft:slabs"
"Minecraft","minecraft:deepslate_brick_slab","Deepslate Brick Slab","minecraft:deepslate_brick_slab_from_deepslate_bricks_stonecutting","minecraft:slabs"
"Minecraft","minecraft:deepslate_brick_slab","Deepslate Brick Slab","minecraft:deepslate_brick_slab_from_polished_deepslate_stonecutting","minecraft:slabs"
"Minecraft","minecraft:deepslate_brick_stairs","Deepslate Brick Stairs","minecraft:deepslate_brick_stairs","minecraft:stairs"
"Minecraft","minecraft:deepslate_brick_stairs","Deepslate Brick Stairs","minecraft:deepslate_brick_stairs_from_cobbled_deepslate_stonecutting","minecraft:stairs"
"Minecraft","minecraft:deepslate_brick_stairs","Deepslate Brick Stairs","minecraft:deepslate_brick_stairs_from_deepslate_bricks_stonecutting","minecraft:stairs"
"Minecraft","minecraft:deepslate_brick_stairs","Deepslate Brick Stairs","minecraft:deepslate_brick_stairs_from_polished_deepslate_stonecutting","minecraft:stairs"
"Minecraft","minecraft:deepslate_brick_wall","Deepslate Brick Wall","minecraft:deepslate_brick_wall","minecraft:walls"
"Minecraft","minecraft:deepslate_brick_wall","Deepslate Brick Wall","minecraft:deepslate_brick_wall_from_cobbled_deepslate_stonecutting","minecraft:walls"
"Minecraft","minecraft:deepslate_brick_wall","Deepslate Brick Wall","minecraft:deepslate_brick_wall_from_deepslate_bricks_stonecutting","minecraft:walls"
"Minecraft","minecraft:deepslate_brick_wall","Deepslate Brick Wall","minecraft:deepslate_brick_wall_from_polished_deepslate_stonecutting","minecraft:walls"
"Minecraft","minecraft:deepslate_bricks","Deepslate Bricks","minecraft:deepslate_bricks",""
"Minecraft","minecraft:deepslate_bricks","Deepslate Bricks","minecraft:deepslate_bricks_from_cobbled_deepslate_stonecutting",""
"Minecraft","minecraft:deepslate_bricks","Deepslate Bricks","minecraft:deepslate_bricks_from_polished_deepslate_stonecutting",""
"Minecraft","minecraft:deepslate_tile_slab","Deepslate Tile Slab","minecraft:deepslate_tile_slab","minecraft:slabs"
"Minecraft","minecraft:deepslate_tile_slab","Deepslate Tile Slab","minecraft:deepslate_tile_slab_from_cobbled_deepslate_stonecutting","minecraft:slabs"
"Minecraft","minecraft:deepslate_tile_slab","Deepslate Tile Slab","minecraft:deepslate_tile_slab_from_deepslate_bricks_stonecutting","minecraft:slabs"
"Minecraft","minecraft:deepslate_tile_slab","Deepslate Tile Slab","minecraft:deepslate_tile_slab_from_deepslate_tiles_stonecutting","minecraft:slabs"
"Minecraft","minecraft:deepslate_tile_slab","Deepslate Tile Slab","minecraft:deepslate_tile_slab_from_polished_deepslate_stonecutting","minecraft:slabs"
"Minecraft","minecraft:deepslate_tile_stairs","Deepslate Tile Stairs","minecraft:deepslate_tile_stairs","minecraft:stairs"
"Minecraft","minecraft:deepslate_tile_stairs","Deepslate Tile Stairs","minecraft:deepslate_tile_stairs_from_cobbled_deepslate_stonecutting","minecraft:stairs"
"Minecraft","minecraft:deepslate_tile_stairs","Deepslate Tile Stairs","minecraft:deepslate_tile_stairs_from_deepslate_bricks_stonecutting","minecraft:stairs"
"Minecraft","minecraft:deepslate_tile_stairs","Deepslate Tile Stairs","minecraft:deepslate_tile_stairs_from_deepslate_tiles_stonecutting","minecraft:stairs"
"Minecraft","minecraft:deepslate_tile_stairs","Deepslate Tile Stairs","minecraft:deepslate_tile_stairs_from_polished_deepslate_stonecutting","minecraft:stairs"
"Minecraft","minecraft:deepslate_tile_wall","Deepslate Tile Wall","minecraft:deepslate_tile_wall","minecraft:walls"
"Minecraft","minecraft:deepslate_tile_wall","Deepslate Tile Wall","minecraft:deepslate_tile_wall_from_cobbled_deepslate_stonecutting","minecraft:walls"
"Minecraft","minecraft:deepslate_tile_wall","Deepslate Tile Wall","minecraft:deepslate_tile_wall_from_deepslate_bricks_stonecutting","minecraft:walls"
"Minecraft","minecraft:deepslate_tile_wall","Deepslate Tile Wall","minecraft:deepslate_tile_wall_from_deepslate_tiles_stonecutting","minecraft:walls"
"Minecraft","minecraft:deepslate_tile_wall","Deepslate Tile Wall","minecraft:deepslate_tile_wall_from_polished_deepslate_stonecutting","minecraft:walls"
"Minecraft","minecraft:deepslate_tiles","Deepslate Tiles","minecraft:deepslate_tiles",""
"Minecraft","minecraft:deepslate_tiles","Deepslate Tiles","minecraft:deepslate_tiles_from_cobbled_deepslate_stonecutting",""
"Minecraft","minecraft:deepslate_tiles","Deepslate Tiles","minecraft:deepslate_tiles_from_deepslate_bricks_stonecutting",""
"Minecraft","minecraft:deepslate_tiles","Deepslate Tiles","minecraft:deepslate_tiles_from_polished_deepslate_stonecutting",""
"Minecraft","minecraft:detector_rail","Detector Rail","minecraft:detector_rail","minecraft:rails"
"Minecraft","minecraft:diamond","Diamond","minecraft:diamond","forge:gems, balm:diamonds, balm:gems, forge:gems/diamond, minecraft:beacon_payment_items"
"Minecraft","minecraft:diamond","Diamond","minecraft:diamond_from_blasting_deepslate_diamond_ore","forge:gems, balm:diamonds, balm:gems, forge:gems/diamond, minecraft:beacon_payment_items"
"Minecraft","minecraft:diamond","Diamond","minecraft:diamond_from_blasting_diamond_ore","forge:gems, balm:diamonds, balm:gems, forge:gems/diamond, minecraft:beacon_payment_items"
"Minecraft","minecraft:diamond","Diamond","minecraft:diamond_from_smelting_deepslate_diamond_ore","forge:gems, balm:diamonds, balm:gems, forge:gems/diamond, minecraft:beacon_payment_items"
"Minecraft","minecraft:diamond","Diamond","minecraft:diamond_from_smelting_diamond_ore","forge:gems, balm:diamonds, balm:gems, forge:gems/diamond, minecraft:beacon_payment_items"
