"Mod name","Registry name","Hardness","Resistance"
"Infernal Expansion","infernalexp:basalt_brick_wall",1.25,4.20
"Infernal Expansion","infernalexp:basalt_bricks",1.25,4.20
"Infernal Expansion","infernalexp:basalt_button",1.25,4.20
"Infernal Expansion","infernalexp:basalt_cobbled",0.60,0.60
"Infernal Expansion","infernalexp:basalt_cobbled_slab",0.60,0.60
"Infernal Expansion","infernalexp:basalt_cobbled_vertical_slab",0.60,0.60
"Infernal Expansion","infernalexp:basalt_iron_ore",3.00,3.00
"Infernal Expansion","infernalexp:basalt_slab",1.25,4.20
"Infernal Expansion","infernalexp:basalt_stairs",1.25,4.20
"Infernal Expansion","infernalexp:basalt_vertical_slab",1.25,4.20
"Infernal Expansion","infernalexp:basalt_wall",1.25,4.20
"Infernal Expansion","infernalexp:basaltic_magma",0.50,0.50
"Infernal Expansion","infernalexp:buried_bone",0.00,0.00
"Infernal Expansion","infernalexp:charged_chiseled_soul_slate_bricks",1.50,6.00
"Infernal Expansion","infernalexp:charged_chiseled_soul_stone_bricks",1.50,6.00
"Infernal Expansion","infernalexp:chiseled_basalt_bricks",1.25,4.20
"Infernal Expansion","infernalexp:chiseled_dimstone_bricks",1.50,6.00
"Infernal Expansion","infernalexp:chiseled_dullstone_bricks",1.50,6.00
"Infernal Expansion","infernalexp:chiseled_glowdust_stone_bricks",0.80,0.80
"Infernal Expansion","infernalexp:chiseled_glowstone_bricks",1.50,6.00
"Infernal Expansion","infernalexp:chiseled_soul_slate_bricks",1.50,6.00
"Infernal Expansion","infernalexp:chiseled_soul_stone_bricks",2.00,6.00
"Infernal Expansion","infernalexp:cracked_basalt_bricks",1.25,4.20
"Infernal Expansion","infernalexp:cracked_dimstone_bricks",1.50,6.00
"Infernal Expansion","infernalexp:cracked_dullstone_bricks",1.50,6.00
"Infernal Expansion","infernalexp:cracked_glowdust_stone_bricks",0.80,0.80
"Infernal Expansion","infernalexp:cracked_glowstone_bricks",1.50,6.00
"Infernal Expansion","infernalexp:cracked_soul_slate_bricks",1.50,6.00
"Infernal Expansion","infernalexp:cracked_soul_stone_bricks",2.00,6.00
"Infernal Expansion","infernalexp:crimson_fungus_cap",1.00,1.00
"Infernal Expansion","infernalexp:crimson_nylium_carpet",0.10,0.10
"Infernal Expansion","infernalexp:crimson_nylium_path",0.40,0.40
"Infernal Expansion","infernalexp:crumbling_blackstone",0.40,0.40
"Infernal Expansion","infernalexp:dimstone",1.80,2.00
"Infernal Expansion","infernalexp:dimstone_brick_slab",1.50,6.00
"Infernal Expansion","infernalexp:dimstone_brick_stairs",1.50,6.00
"Infernal Expansion","infernalexp:dimstone_brick_vertical_slab",1.50,6.00
"Infernal Expansion","infernalexp:dimstone_brick_wall",1.50,6.00
"Infernal Expansion","infernalexp:dimstone_bricks",1.50,6.00
"Infernal Expansion","infernalexp:dullstone",1.50,6.00
"Infernal Expansion","infernalexp:dullstone_brick_slab",1.50,6.00
"Infernal Expansion","infernalexp:dullstone_brick_stairs",1.50,6.00
"Infernal Expansion","infernalexp:dullstone_brick_vertical_slab",1.50,6.00
"Infernal Expansion","infernalexp:dullstone_brick_wall",1.50,6.00
"Infernal Expansion","infernalexp:dullstone_bricks",1.50,6.00
"Infernal Expansion","infernalexp:dullthorns",0.10,0.10
"Infernal Expansion","infernalexp:dullthorns_block",1.00,1.00
"Infernal Expansion","infernalexp:glow_campfire",2.00,2.00
"Infernal Expansion","infernalexp:glow_fire",0.00,0.00
"Infernal Expansion","infernalexp:glow_glass",0.30,0.30
"Infernal Expansion","infernalexp:glow_glass_pane",0.30,0.30
"Infernal Expansion","infernalexp:glow_lantern",3.50,3.50
"Infernal Expansion","infernalexp:glow_torch",0.00,0.00
"Infernal Expansion","infernalexp:glow_torch_wall",0.00,0.00
"Infernal Expansion","infernalexp:glowdust",0.20,0.20
"Infernal Expansion","infernalexp:glowdust_sand",0.50,0.50
"Infernal Expansion","infernalexp:glowdust_stone",0.80,0.80
"Infernal Expansion","infernalexp:glowdust_stone_brick_slab",0.80,0.80
"Infernal Expansion","infernalexp:glowdust_stone_brick_stairs",0.80,0.80
"Infernal Expansion","infernalexp:glowdust_stone_brick_vertical_slab",0.80,0.80
"Infernal Expansion","infernalexp:glowdust_stone_brick_wall",0.80,0.80
"Infernal Expansion","infernalexp:glowdust_stone_bricks",0.80,0.80
"Infernal Expansion","infernalexp:glowdust_stone_slab",0.80,0.80
"Infernal Expansion","infernalexp:glowdust_stone_stairs",0.80,0.80
"Infernal Expansion","infernalexp:glowdust_stone_vertical_slab",0.80,0.80
"Infernal Expansion","infernalexp:glowdust_stone_wall",0.80,0.80
"Infernal Expansion","infernalexp:glowsilk_cocoon",5.00,1200.00
"Infernal Expansion","infernalexp:glowstone_brick_slab",1.50,6.00
"Infernal Expansion","infernalexp:glowstone_brick_stairs",1.50,6.00
"Infernal Expansion","infernalexp:glowstone_brick_vertical_slab",1.50,6.00
"Infernal Expansion","infernalexp:glowstone_brick_wall",1.50,6.00
"Infernal Expansion","infernalexp:glowstone_bricks",1.50,6.00
"Infernal Expansion","infernalexp:luminous_fungus",0.00,0.00
"Infernal Expansion","infernalexp:luminous_fungus_cap",1.00,1.00
"Infernal Expansion","infernalexp:luminous_hyphae",2.00,2.00
"Infernal Expansion","infernalexp:luminous_stem",2.00,2.00
"Infernal Expansion","infernalexp:luminous_wart_block",1.00,1.00
"Infernal Expansion","infernalexp:magmatic_chiseled_basalt_bricks",1.25,4.20
"Infernal Expansion","infernalexp:planted_quartz",1.50,1.50
"Infernal Expansion","infernalexp:polished_basalt_pressure_plate",1.25,4.20
"Infernal Expansion","infernalexp:polished_basalt_slab",1.25,4.20
"Infernal Expansion","infernalexp:polished_basalt_tiles",1.25,4.20
"Infernal Expansion","infernalexp:polished_basalt_tiles_slab",1.25,4.20
"Infernal Expansion","infernalexp:polished_basalt_tiles_vertical_slab",1.25,4.20
"Infernal Expansion","infernalexp:polished_basalt_vertical_slab",1.25,4.20
"Infernal Expansion","infernalexp:potted_buried_bone",0.00,0.00
"Infernal Expansion","infernalexp:potted_dullthorns",0.00,0.00
"Infernal Expansion","infernalexp:potted_luminous_fungus",0.00,0.00
"Infernal Expansion","infernalexp:potted_shroomlight_fungus",0.00,0.00
"Infernal Expansion","infernalexp:quartz_glass",2.00,6.00
"Infernal Expansion","infernalexp:quartz_glass_pane",2.00,6.00
"Infernal Expansion","infernalexp:rubble",0.60,0.60
"Infernal Expansion","infernalexp:shroomlight_fungus",0.00,0.00
"Infernal Expansion","infernalexp:silt",0.50,0.50
"Infernal Expansion","infernalexp:smooth_dimstone",1.50,6.00
"Infernal Expansion","infernalexp:smooth_dimstone_button",0.50,0.50
"Infernal Expansion","infernalexp:smooth_dimstone_slab",1.50,6.00
"Infernal Expansion","infernalexp:smooth_dimstone_stairs",1.50,6.00
"Infernal Expansion","infernalexp:smooth_dimstone_vertical_slab",1.50,6.00
"Infernal Expansion","infernalexp:smooth_dullstone",1.50,6.00
"Infernal Expansion","infernalexp:smooth_dullstone_button",0.50,0.50
"Infernal Expansion","infernalexp:smooth_dullstone_slab",1.50,6.00
"Infernal Expansion","infernalexp:smooth_dullstone_stairs",1.50,6.00
"Infernal Expansion","infernalexp:smooth_dullstone_vertical_slab",1.50,6.00
"Infernal Expansion","infernalexp:smooth_glowstone",1.50,6.00
"Infernal Expansion","infernalexp:smooth_glowstone_button",0.50,0.50
"Infernal Expansion","infernalexp:smooth_glowstone_pressure_plate",1.50,6.00
"Infernal Expansion","infernalexp:smooth_glowstone_slab",1.50,6.00
"Infernal Expansion","infernalexp:smooth_glowstone_stairs",1.50,6.00
"Infernal Expansion","infernalexp:smooth_glowstone_vertical_slab",1.50,6.00
"Infernal Expansion","infernalexp:soul_sand_slab",0.50,0.50
"Infernal Expansion","infernalexp:soul_sand_stairs",0.50,0.50
"Infernal Expansion","infernalexp:soul_sand_vertical_slab",0.50,0.50
"Infernal Expansion","infernalexp:soul_slate",1.50,6.00
"Infernal Expansion","infernalexp:soul_slate_brick_slab",1.50,6.00
"Infernal Expansion","infernalexp:soul_slate_brick_stairs",1.50,6.00
"Infernal Expansion","infernalexp:soul_slate_brick_vertical_slab",1.50,6.00
"Infernal Expansion","infernalexp:soul_slate_brick_wall",1.50,6.00
"Infernal Expansion","infernalexp:soul_slate_bricks",1.50,6.00
"Infernal Expansion","infernalexp:soul_slate_button",1.50,6.00
"Infernal Expansion","infernalexp:soul_slate_pressure_plate",1.50,6.00
"Infernal Expansion","infernalexp:soul_slate_slab",1.50,6.00
"Infernal Expansion","infernalexp:soul_slate_stairs",1.50,6.00
"Infernal Expansion","infernalexp:soul_slate_vertical_slab",1.50,6.00
"Infernal Expansion","infernalexp:soul_soil_path",0.50,0.50
"Infernal Expansion","infernalexp:soul_soil_slab",0.50,0.50
"Infernal Expansion","infernalexp:soul_soil_stairs",0.50,0.50
"Infernal Expansion","infernalexp:soul_soil_vertical_slab",0.50,0.50
"Infernal Expansion","infernalexp:soul_stone",2.00,6.00
"Infernal Expansion","infernalexp:soul_stone_brick_slab",2.00,6.00
"Infernal Expansion","infernalexp:soul_stone_brick_stairs",2.00,6.00
"Infernal Expansion","infernalexp:soul_stone_brick_vertical_slab",2.00,6.00
"Infernal Expansion","infernalexp:soul_stone_brick_wall",2.00,6.00
"Infernal Expansion","infernalexp:soul_stone_bricks",2.00,6.00
"Infernal Expansion","infernalexp:soul_stone_slab",2.00,6.00
"Infernal Expansion","infernalexp:soul_stone_stairs",0.50,6.00
"Infernal Expansion","infernalexp:soul_stone_vertical_slab",2.00,6.00
"Infernal Expansion","infernalexp:soul_stone_wall",2.00,6.00
"Infernal Expansion","infernalexp:stripped_luminous_hyphae",2.00,2.00
"Infernal Expansion","infernalexp:stripped_luminous_stem",2.00,2.00
"Infernal Expansion","infernalexp:trapped_glowdust_sand",0.20,0.20
"Infernal Expansion","infernalexp:warped_fungus_cap",1.00,1.00
"Infernal Expansion","infernalexp:warped_nylium_carpet",0.10,0.10
"Infernal Expansion","infernalexp:warped_nylium_path",0.40,0.40
"Iron Chests","ironchest:copper_chest",3.00,3.00
"Iron Chests","ironchest:crystal_chest",3.00,3.00
"Iron Chests","ironchest:diamond_chest",3.00,3.00
"Iron Chests","ironchest:dirt_chest",3.00,3.00
"Iron Chests","ironchest:gold_chest",3.00,3.00
"Iron Chests","ironchest:iron_chest",3.00,3.00
"Iron Chests","ironchest:obsidian_chest",3.00,3.00
"Iron Chests","ironchest:trapped_copper_chest",3.00,3.00
"Iron Chests","ironchest:trapped_crystal_chest",3.00,3.00
"Iron Chests","ironchest:trapped_diamond_chest",3.00,3.00
"Iron Chests","ironchest:trapped_dirt_chest",3.00,3.00
"Iron Chests","ironchest:trapped_gold_chest",3.00,3.00
"Iron Chests","ironchest:trapped_iron_chest",3.00,3.00
"Iron Chests","ironchest:trapped_obsidian_chest",3.00,3.00
"Kaisa's Endless Adventure's core","kaisascore:basalt_bricks",2.25,6.00
"Kaisa's Endless Adventure's core","kaisascore:deepslate_platinum_ore",6.00,6.00
"Kaisa's Endless Adventure's core","kaisascore:deepslate_pyrite_ore",4.50,4.50
"Kaisa's Endless Adventure's core","kaisascore:deepslate_titanium_ore",6.00,6.00
"Kaisa's Endless Adventure's core","kaisascore:dirt_redstone_ore",1.00,1.00
"Kaisa's Endless Adventure's core","kaisascore:liquified_coal_block",100.00,100.00
"Kaisa's Endless Adventure's core","kaisascore:marble",1.20,4.00
"Kaisa's Endless Adventure's core","kaisascore:marble_bricks",1.20,4.00
"Kaisa's Endless Adventure's core","kaisascore:marble_pillar",1.20,4.00
"Kaisa's Endless Adventure's core","kaisascore:molten_titanium_block",100.00,100.00
"Kaisa's Endless Adventure's core","kaisascore:nether_pyrite_ore",3.00,3.00
"Kaisa's Endless Adventure's core","kaisascore:platinum_block",6.00,6.00
"Kaisa's Endless Adventure's core","kaisascore:platinum_ore",3.00,3.00
"Kaisa's Endless Adventure's core","kaisascore:polished_basalt",2.25,6.00
"Kaisa's Endless Adventure's core","kaisascore:polished_marble",1.20,4.00
"Kaisa's Endless Adventure's core","kaisascore:pyrite_ore",3.00,3.00
"Kaisa's Endless Adventure's core","kaisascore:raw_platinum_block",6.00,6.00
"Kaisa's Endless Adventure's core","kaisascore:raw_titanium_block",6.00,6.00
"Kaisa's Endless Adventure's core","kaisascore:sand_gold_ore",1.50,1.50
"Kaisa's Endless Adventure's core","kaisascore:sand_pyrite_ore",1.00,1.00
"Kaisa's Endless Adventure's core","kaisascore:steel_block",5.00,5.00
"Kaisa's Endless Adventure's core","kaisascore:titanium_block",6.00,6.00
"Kaisa's Endless Adventure's core","kaisascore:titanium_ore",3.00,3.00
"Lootr","lootr:lootr_barrel",2.50,2.50
"Lootr","lootr:lootr_chest",2.50,2.50
"Lootr","lootr:lootr_inventory",2.50,2.50
"Lootr","lootr:lootr_shulker",2.50,2.50
"Lootr","lootr:lootr_trapped_chest",2.50,2.50
"Lootr","lootr:trophy",15.00,15.00
"Mace Port","mace_port:heavy_core",10.00,30.00
"Mimic","mimic:mimic_lock",0.00,0.00
"Minecraft","minecraft:acacia_button",0.50,0.50
"Minecraft","minecraft:acacia_door",3.00,3.00
"Minecraft","minecraft:acacia_fence",2.00,3.00
"Minecraft","minecraft:acacia_fence_gate",2.00,3.00
"Minecraft","minecraft:acacia_leaves",0.20,0.20
"Minecraft","minecraft:acacia_log",2.00,2.00
"Minecraft","minecraft:acacia_planks",2.00,3.00
"Minecraft","minecraft:acacia_pressure_plate",0.50,0.50
"Minecraft","minecraft:acacia_sapling",0.00,0.00
"Minecraft","minecraft:acacia_sign",1.00,1.00
"Minecraft","minecraft:acacia_slab",2.00,3.00
"Minecraft","minecraft:acacia_stairs",2.00,3.00
"Minecraft","minecraft:acacia_trapdoor",3.00,3.00
"Minecraft","minecraft:acacia_wall_sign",1.00,1.00
"Minecraft","minecraft:acacia_wood",2.00,2.00
"Minecraft","minecraft:activator_rail",0.70,0.70
"Minecraft","minecraft:air",0.00,0.00
"Minecraft","minecraft:allium",0.00,0.00
"Minecraft","minecraft:amethyst_block",1.50,1.50
"Minecraft","minecraft:amethyst_cluster",1.50,1.50
"Minecraft","minecraft:ancient_debris",30.00,1200.00
"Minecraft","minecraft:andesite",3.00,6.00
"Minecraft","minecraft:andesite_slab",3.00,6.00
"Minecraft","minecraft:andesite_stairs",3.00,6.00
"Minecraft","minecraft:andesite_wall",3.00,6.00
"Minecraft","minecraft:anvil",5.00,1200.00
"Minecraft","minecraft:attached_melon_stem",0.00,0.00
"Minecraft","minecraft:attached_pumpkin_stem",0.00,0.00
"Minecraft","minecraft:azalea",0.00,0.00
"Minecraft","minecraft:azalea_leaves",0.20,0.20
"Minecraft","minecraft:azure_bluet",0.00,0.00
"Minecraft","minecraft:bamboo",1.00,1.00
"Minecraft","minecraft:bamboo_sapling",1.00,1.00
"Minecraft","minecraft:barrel",2.50,2.50
"Minecraft","minecraft:barrier",-1.00,3600000.75
"Minecraft","minecraft:basalt",2.25,4.20
"Minecraft","minecraft:beacon",3.00,3.00
"Minecraft","minecraft:bedrock",-1.00,3600000.00
"Minecraft","minecraft:bee_nest",0.30,0.30
"Minecraft","minecraft:beehive",0.60,0.60
"Minecraft","minecraft:beetroots",0.00,0.00
"Minecraft","minecraft:bell",5.00,5.00
"Minecraft","minecraft:big_dripleaf",0.10,0.10
"Minecraft","minecraft:big_dripleaf_stem",0.10,0.10
"Minecraft","minecraft:birch_button",0.50,0.50
"Minecraft","minecraft:birch_door",3.00,3.00
"Minecraft","minecraft:birch_fence",2.00,3.00
"Minecraft","minecraft:birch_fence_gate",2.00,3.00
"Minecraft","minecraft:birch_leaves",0.20,0.20
"Minecraft","minecraft:birch_log",2.00,2.00
"Minecraft","minecraft:birch_planks",2.00,3.00
"Minecraft","minecraft:birch_pressure_plate",0.50,0.50
"Minecraft","minecraft:birch_sapling",0.00,0.00
"Minecraft","minecraft:birch_sign",1.00,1.00
"Minecraft","minecraft:birch_slab",2.00,3.00
"Minecraft","minecraft:birch_stairs",2.00,3.00
"Minecraft","minecraft:birch_trapdoor",3.00,3.00
"Minecraft","minecraft:birch_wall_sign",1.00,1.00
"Minecraft","minecraft:birch_wood",2.00,2.00
"Minecraft","minecraft:black_banner",1.00,1.00
"Minecraft","minecraft:black_bed",0.20,0.20
"Minecraft","minecraft:black_candle",0.10,0.10
"Minecraft","minecraft:black_candle_cake",0.50,0.50
"Minecraft","minecraft:black_carpet",0.10,0.10
"Minecraft","minecraft:black_concrete",1.80,1.80
"Minecraft","minecraft:black_concrete_powder",0.50,0.50
"Minecraft","minecraft:black_glazed_terracotta",1.40,1.40
"Minecraft","minecraft:black_shulker_box",2.00,2.00
"Minecraft","minecraft:black_stained_glass",0.30,0.30
"Minecraft","minecraft:black_stained_glass_pane",0.30,0.30
"Minecraft","minecraft:black_terracotta",1.25,4.20
"Minecraft","minecraft:black_wall_banner",1.00,1.00
"Minecraft","minecraft:black_wool",0.80,0.80
"Minecraft","minecraft:blackstone",2.10,6.00
"Minecraft","minecraft:blackstone_slab",2.10,6.00
"Minecraft","minecraft:blackstone_stairs",2.10,6.00
"Minecraft","minecraft:blackstone_wall",2.10,6.00
"Minecraft","minecraft:blast_furnace",3.50,3.50
"Minecraft","minecraft:blue_banner",1.00,1.00
"Minecraft","minecraft:blue_bed",0.20,0.20
"Minecraft","minecraft:blue_candle",0.10,0.10
"Minecraft","minecraft:blue_candle_cake",0.50,0.50
"Minecraft","minecraft:blue_carpet",0.10,0.10
"Minecraft","minecraft:blue_concrete",1.80,1.80
"Minecraft","minecraft:blue_concrete_powder",0.50,0.50
"Minecraft","minecraft:blue_glazed_terracotta",1.40,1.40
"Minecraft","minecraft:blue_ice",2.80,2.80
"Minecraft","minecraft:blue_orchid",0.00,0.00
"Minecraft","minecraft:blue_shulker_box",2.00,2.00
"Minecraft","minecraft:blue_stained_glass",0.30,0.30
"Minecraft","minecraft:blue_stained_glass_pane",0.30,0.30
"Minecraft","minecraft:blue_terracotta",1.25,4.20
"Minecraft","minecraft:blue_wall_banner",1.00,1.00
"Minecraft","minecraft:blue_wool",0.80,0.80
"Minecraft","minecraft:bone_block",2.00,2.00
"Minecraft","minecraft:bookshelf",1.50,1.50
"Minecraft","minecraft:brain_coral",0.00,0.00
"Minecraft","minecraft:brain_coral_block",1.50,6.00
"Minecraft","minecraft:brain_coral_fan",0.00,0.00
"Minecraft","minecraft:brain_coral_wall_fan",0.00,0.00
"Minecraft","minecraft:brewing_stand",0.50,0.50
"Minecraft","minecraft:brick_slab",2.00,6.00
"Minecraft","minecraft:brick_stairs",2.00,6.00
"Minecraft","minecraft:brick_wall",2.00,6.00
"Minecraft","minecraft:bricks",2.00,6.00
"Minecraft","minecraft:brown_banner",1.00,1.00
"Minecraft","minecraft:brown_bed",0.20,0.20
"Minecraft","minecraft:brown_candle",0.10,0.10
"Minecraft","minecraft:brown_candle_cake",0.50,0.50
"Minecraft","minecraft:brown_carpet",0.10,0.10
"Minecraft","minecraft:brown_concrete",1.80,1.80
"Minecraft","minecraft:brown_concrete_powder",0.50,0.50
"Minecraft","minecraft:brown_glazed_terracotta",1.40,1.40
"Minecraft","minecraft:brown_mushroom",0.00,0.00
"Minecraft","minecraft:brown_mushroom_block",0.20,0.20
"Minecraft","minecraft:brown_shulker_box",2.00,2.00
"Minecraft","minecraft:brown_stained_glass",0.30,0.30
"Minecraft","minecraft:brown_stained_glass_pane",0.30,0.30
"Minecraft","minecraft:brown_terracotta",1.25,4.20
"Minecraft","minecraft:brown_wall_banner",1.00,1.00
"Minecraft","minecraft:brown_wool",0.80,0.80
"Minecraft","minecraft:bubble_column",0.00,0.00
"Minecraft","minecraft:bubble_coral",0.00,0.00
"Minecraft","minecraft:bubble_coral_block",1.50,6.00
"Minecraft","minecraft:bubble_coral_fan",0.00,0.00
"Minecraft","minecraft:bubble_coral_wall_fan",0.00,0.00
"Minecraft","minecraft:budding_amethyst",1.50,1.50
"Minecraft","minecraft:cactus",0.40,0.40
"Minecraft","minecraft:cake",0.50,0.50
"Minecraft","minecraft:calcite",0.75,0.75
"Minecraft","minecraft:campfire",2.00,2.00
"Minecraft","minecraft:candle",0.10,0.10
"Minecraft","minecraft:candle_cake",0.50,0.50
"Minecraft","minecraft:carrots",0.00,0.00
"Minecraft","minecraft:cartography_table",2.50,2.50
"Minecraft","minecraft:carved_pumpkin",1.00,1.00
"Minecraft","minecraft:cauldron",2.00,2.00
"Minecraft","minecraft:cave_air",0.00,0.00
"Minecraft","minecraft:cave_vines",0.00,0.00
"Minecraft","minecraft:cave_vines_plant",0.00,0.00
"Minecraft","minecraft:chain",5.00,6.00
"Minecraft","minecraft:chain_command_block",-1.00,3600000.00
"Minecraft","minecraft:chest",2.50,2.50
"Minecraft","minecraft:chipped_anvil",5.00,1200.00
"Minecraft","minecraft:chiseled_deepslate",4.50,6.00
"Minecraft","minecraft:chiseled_nether_bricks",2.00,6.00
"Minecraft","minecraft:chiseled_polished_blackstone",2.10,6.00
"Minecraft","minecraft:chiseled_quartz_block",0.80,0.80
"Minecraft","minecraft:chiseled_red_sandstone",0.80,0.80
"Minecraft","minecraft:chiseled_sandstone",0.80,0.80
"Minecraft","minecraft:chiseled_stone_bricks",1.50,6.00
"Minecraft","minecraft:chorus_flower",0.40,0.40
"Minecraft","minecraft:chorus_plant",0.40,0.40
"Minecraft","minecraft:clay",0.60,0.60
"Minecraft","minecraft:coal_block",5.00,6.00
"Minecraft","minecraft:coal_ore",3.00,3.00
"Minecraft","minecraft:coarse_dirt",0.50,0.50
"Minecraft","minecraft:cobbled_deepslate",3.50,6.00
"Minecraft","minecraft:cobbled_deepslate_slab",4.50,6.00
"Minecraft","minecraft:cobbled_deepslate_stairs",4.50,6.00
"Minecraft","minecraft:cobbled_deepslate_wall",4.50,6.00
"Minecraft","minecraft:cobblestone",2.00,6.00
"Minecraft","minecraft:cobblestone_slab",2.00,6.00
"Minecraft","minecraft:cobblestone_stairs",2.00,6.00
"Minecraft","minecraft:cobblestone_wall",2.00,6.00
"Minecraft","minecraft:cobweb",4.00,4.00
"Minecraft","minecraft:cocoa",0.20,3.00
"Minecraft","minecraft:command_block",-1.00,3600000.00
"Minecraft","minecraft:comparator",0.00,0.00
"Minecraft","minecraft:composter",0.60,0.60
"Minecraft","minecraft:conduit",3.00,3.00
"Minecraft","minecraft:copper_block",3.00,6.00
"Minecraft","minecraft:copper_ore",3.00,3.00
"Minecraft","minecraft:cornflower",0.00,0.00
"Minecraft","minecraft:cracked_deepslate_bricks",4.50,6.00
"Minecraft","minecraft:cracked_deepslate_tiles",4.50,6.00
"Minecraft","minecraft:cracked_nether_bricks",2.00,6.00
"Minecraft","minecraft:cracked_polished_blackstone_bricks",1.50,6.00
"Minecraft","minecraft:cracked_stone_bricks",1.50,6.00
"Minecraft","minecraft:crafting_table",2.50,2.50
"Minecraft","minecraft:creeper_head",1.00,1.00
"Minecraft","minecraft:creeper_wall_head",1.00,1.00
"Minecraft","minecraft:crimson_button",0.50,0.50
"Minecraft","minecraft:crimson_door",3.00,3.00
"Minecraft","minecraft:crimson_fence",2.00,3.00
"Minecraft","minecraft:crimson_fence_gate",2.00,3.00
"Minecraft","minecraft:crimson_fungus",0.00,0.00
"Minecraft","minecraft:crimson_hyphae",2.00,2.00
"Minecraft","minecraft:crimson_nylium",0.40,0.40
"Minecraft","minecraft:crimson_planks",2.00,3.00
"Minecraft","minecraft:crimson_pressure_plate",0.50,0.50
"Minecraft","minecraft:crimson_roots",0.00,0.00
"Minecraft","minecraft:crimson_sign",1.00,1.00
"Minecraft","minecraft:crimson_slab",2.00,3.00
"Minecraft","minecraft:crimson_stairs",2.00,3.00
"Minecraft","minecraft:crimson_stem",2.00,2.00
"Minecraft","minecraft:crimson_trapdoor",3.00,3.00
"Minecraft","minecraft:crimson_wall_sign",1.00,1.00
"Minecraft","minecraft:crying_obsidian",50.00,1200.00
"Minecraft","minecraft:cut_copper",3.00,6.00
"Minecraft","minecraft:cut_copper_slab",3.00,6.00
"Minecraft","minecraft:cut_copper_stairs",3.00,6.00
"Minecraft","minecraft:cut_red_sandstone",0.80,0.80
"Minecraft","minecraft:cut_red_sandstone_slab",2.00,6.00
"Minecraft","minecraft:cut_sandstone",0.80,0.80
"Minecraft","minecraft:cut_sandstone_slab",2.00,6.00
"Minecraft","minecraft:cyan_banner",1.00,1.00
"Minecraft","minecraft:cyan_bed",0.20,0.20
"Minecraft","minecraft:cyan_candle",0.10,0.10
"Minecraft","minecraft:cyan_candle_cake",0.50,0.50
"Minecraft","minecraft:cyan_carpet",0.10,0.10
"Minecraft","minecraft:cyan_concrete",1.80,1.80
"Minecraft","minecraft:cyan_concrete_powder",0.50,0.50
"Minecraft","minecraft:cyan_glazed_terracotta",1.40,1.40
"Minecraft","minecraft:cyan_shulker_box",2.00,2.00
"Minecraft","minecraft:cyan_stained_glass",0.30,0.30
"Minecraft","minecraft:cyan_stained_glass_pane",0.30,0.30
"Minecraft","minecraft:cyan_terracotta",1.25,4.20
"Minecraft","minecraft:cyan_wall_banner",1.00,1.00
"Minecraft","minecraft:cyan_wool",0.80,0.80
"Minecraft","minecraft:damaged_anvil",5.00,1200.00
"Minecraft","minecraft:dandelion",0.00,0.00
"Minecraft","minecraft:dark_oak_button",0.50,0.50
"Minecraft","minecraft:dark_oak_door",3.00,3.00
"Minecraft","minecraft:dark_oak_fence",2.00,3.00
"Minecraft","minecraft:dark_oak_fence_gate",2.00,3.00
"Minecraft","minecraft:dark_oak_leaves",0.20,0.20
"Minecraft","minecraft:dark_oak_log",2.00,2.00
"Minecraft","minecraft:dark_oak_planks",2.00,3.00
"Minecraft","minecraft:dark_oak_pressure_plate",0.50,0.50
"Minecraft","minecraft:dark_oak_sapling",0.00,0.00
"Minecraft","minecraft:dark_oak_sign",1.00,1.00
"Minecraft","minecraft:dark_oak_slab",2.00,3.00
"Minecraft","minecraft:dark_oak_stairs",2.00,3.00
"Minecraft","minecraft:dark_oak_trapdoor",3.00,3.00
"Minecraft","minecraft:dark_oak_wall_sign",1.00,1.00
"Minecraft","minecraft:dark_oak_wood",2.00,2.00
"Minecraft","minecraft:dark_prismarine",1.50,6.00
"Minecraft","minecraft:dark_prismarine_slab",1.50,6.00
"Minecraft","minecraft:dark_prismarine_stairs",1.50,6.00
"Minecraft","minecraft:daylight_detector",0.20,0.20
"Minecraft","minecraft:dead_brain_coral",0.00,0.00
"Minecraft","minecraft:dead_brain_coral_block",1.50,6.00
"Minecraft","minecraft:dead_brain_coral_fan",0.00,0.00
"Minecraft","minecraft:dead_brain_coral_wall_fan",0.00,0.00
"Minecraft","minecraft:dead_bubble_coral",0.00,0.00
"Minecraft","minecraft:dead_bubble_coral_block",1.50,6.00
"Minecraft","minecraft:dead_bubble_coral_fan",0.00,0.00
"Minecraft","minecraft:dead_bubble_coral_wall_fan",0.00,0.00
"Minecraft","minecraft:dead_bush",0.00,0.00
"Minecraft","minecraft:dead_fire_coral",0.00,0.00
"Minecraft","minecraft:dead_fire_coral_block",1.50,6.00
"Minecraft","minecraft:dead_fire_coral_fan",0.00,0.00
"Minecraft","minecraft:dead_fire_coral_wall_fan",0.00,0.00
"Minecraft","minecraft:dead_horn_coral",0.00,0.00
"Minecraft","minecraft:dead_horn_coral_block",1.50,6.00
"Minecraft","minecraft:dead_horn_coral_fan",0.00,0.00
"Minecraft","minecraft:dead_horn_coral_wall_fan",0.00,0.00
"Minecraft","minecraft:dead_tube_coral",0.00,0.00
"Minecraft","minecraft:dead_tube_coral_block",1.50,6.00
"Minecraft","minecraft:dead_tube_coral_fan",0.00,0.00
"Minecraft","minecraft:dead_tube_coral_wall_fan",0.00,0.00
"Minecraft","minecraft:deepslate",3.00,6.00
