"ID","Name","Description","Parent"
"farmersdelight:main/place_skillet","[Sizzling Hot!]","Sneak to place your Skillet down as a block","farmersdelight:main/use_skillet"
"farmersdelight:main/plant_all_crops","[Crop Rotation]","Cultivate every food-related plant you can find, such as vegetables, fruits, fungi or roots!","farmersdelight:main/plant_rice"
"farmersdelight:main/plant_rice","[Dipping Your Roots]","Plant grains of Rice in a shallow water puddle","farmersdelight:main/get_fd_seed"
"farmersdelight:main/root","[Farmer's Delight]","A world of flavor awaits you!","-"
"farmersdelight:main/use_cutting_board","[Watch Your Fingers]","With a tool in hand, use a Cutting Board to break down an item","farmersdelight:main/craft_knife"
"farmersdelight:main/use_skillet","[Portable Cooking]","Skillets let you cook on the go. Stand near heat, then hold food in your other hand!","farmersdelight:main/place_campfire"
"gothic:adv_apple_tobacco","[Tastes Like Apple]","Discover and use a new type of tobacco","gothic:adv_waterpipe"
"gothic:adv_extract_claws","[Extract Claws]","Learn how to extract claws.","gothic:adv_extract_fangs"
"gothic:adv_extract_fangs","[Extract Fangs]","Learn how to extract fangs.","gothic:adv_hunter"
"gothic:adv_extract_fat","[Extract Fat]","Learn how to extract fat.","gothic:adv_extract_horns"
"gothic:adv_extract_hearts","[Extract Hearts]","Learn how to extract hearts.","gothic:adv_extract_plates"
"gothic:adv_extract_horns","[Extract Horns]","Learn how to extract horns.","gothic:adv_extract_mandibles"
"gothic:adv_extract_mandibles","[Extract Mandibles]","Learn how to extract mandibles.","gothic:adv_extract_stinger"
"gothic:adv_extract_pelt","[Extract Pelt]","Learn how to extract pelt.","gothic:adv_extract_claws"
"gothic:adv_extract_plates","[Extract Plates]","Learn how to extract plates.","gothic:adv_extract_fat"
"gothic:adv_extract_stinger","[Extract Stingers]","Learn how to extract stingers.","gothic:adv_extract_wings"
"gothic:adv_extract_wings","[Extract Wings]","Learn how to extract wings.","gothic:adv_extract_pelt"
"gothic:adv_fear_stone","[Builder Protection]","Place down the Fear Stone to protect area from spawning of gothic animals","gothic:adv_magic_ore"
"gothic:adv_first_kill","[First Blood]","Obtain meat from one of new creatures","gothic:adv_root"
"gothic:adv_grass_tobacco","[Tastes Like Grass]","Discover and use a new type of tobacco","gothic:adv_waterpipe"
"gothic:adv_honey_tobacco","[Tastes Like Honey]","Discover and use a new type of tobacco","gothic:adv_apple_tobacco"
"gothic:adv_hunter","[Hunter and Prey]","Learn to hunt from books and get your first prey","gothic:adv_first_kill"
"gothic:adv_magic_ore","[Treasure of the Valley]","Obtain a magic ore nugget","gothic:adv_root"
"gothic:adv_meatbug","[Brutus' Nightmare]","Catch the meatbug with the bucket. It won't despawn and can be breed with rotten flesh.","gothic:adv_root"
"gothic:adv_meatbug_ragout","[Snaf's Recipe]","Prepare and eat a ragout made from bug meat and black mushrooms","gothic:adv_meatbug"
"gothic:adv_mushroom_tobacco","[Tastes Like Mushroom]","Discover and use a new type of tobacco","gothic:adv_grass_tobacco"
"gothic:adv_read_tablets","[Ancient Language]","Learn how to read stone tablets","gothic:adv_extract_horns"
"gothic:adv_root","[Gothic]","Start your adventure in a dangerous world","-"
"gothic:adv_scavenger","[Don't Let Hurt First]","Defeat the scavenger that recently ate the meatbug","gothic:adv_first_kill"
"gothic:adv_swampweed","[Green Novice]","Gather the cult's favorite herb","gothic:adv_wild_herbs"
"gothic:adv_turnip","[From Hero to Zero]","Gather up the turnip","gothic:adv_root"
"gothic:adv_waterpipe","[Cult of the Sleeper]","Place down a Waterpipe","gothic:adv_swampweed"
"gothic:adv_wild_herbs","[Wild Herbs]","Gather blue elder","gothic:adv_turnip"
"infernalexp:recipes/root","infernalexp:recipes/root","<null>","-"
"lootr:100loot","[Centennial]","Open 100 instanced, per-player Loot containers and collect your rewards!","lootr:50loot"
"lootr:10loot","[Disme A Dozen]","Open 10 instanced, per-player Loot containers and collect your rewards!","lootr:1chest"
"lootr:1barrel","[Barrel Booty]","Open your first instanced, per-player Loot barrel and collect your rewards!","lootr:root"
"lootr:1cart","[Tunnel Treasures]","Open your first instanced, per-player Loot minecart and collect your rewards!","lootr:root"
"lootr:1chest","['X' Marks the Spot]","Open your first instanced, per-player Loot chest and collect your rewards!","lootr:root"
"lootr:1shulker","[Bounty Box]","Open your first instanced, per-played Loot shulker and collect your rewards!","lootr:root"
"lootr:25loot","[Close Quarters]","Open 25 instanced, per-player Loot containers and collect your rewards!","lootr:10loot"
"lootr:50loot","[Penteconter]","Open 50 instanced, per-player Loot containers and collect your rewards!","lootr:25loot"
"lootr:root","[Belongs in a Museum]","Bring instanced, per-player Loot into your world.","-"
"lootr:social","[Socialised Loot]","Open one of every type of instanced, per-player Loot container in the world!","lootr:1chest"
"mace_port:adventure/overoverkill","[Over-Overkill]","Deal 50 hearts of damage in a single hit using the Mace","minecraft:adventure/kill_a_mob"
"mace_port:adventure/who_needs_rockets","[Who Needs Rockets?]","Use a Wind Charge to launch yourself upward 8 blocks","minecraft:adventure/fall_from_world_height"
"minecraft:adventure/adventuring_time","[Adventuring Time]","Discover every biome","minecraft:adventure/sleep_in_bed"
"minecraft:adventure/arbalistic","[Arbalistic]","Kill five unique mobs with one crossbow shot","minecraft:adventure/ol_betsy"
"minecraft:adventure/avoid_vibration","[Sneak 100]","Sneak near a Sculk Sensor or Warden to prevent it from detecting you","minecraft:adventure/root"
"minecraft:adventure/bullseye","[Bullseye]","Hit the bullseye of a Target block from at least 30 meters away","minecraft:adventure/shoot_arrow"
"minecraft:adventure/fall_from_world_height","[Caves & Cliffs]","Free fall from the top of the world (build limit) to the bottom of the world and survive","minecraft:adventure/root"
"minecraft:adventure/hero_of_the_village","[Hero of the Village]","Successfully defend a village from a raid","minecraft:adventure/voluntary_exile"
"minecraft:adventure/honey_block_slide","[Sticky Situation]","Jump into a Honey Block to break your fall","minecraft:adventure/root"
"minecraft:adventure/kill_a_mob","[Monster Hunter]","Kill any hostile monster","minecraft:adventure/root"
"minecraft:adventure/kill_all_mobs","[Monsters Hunted]","Kill one of every hostile monster","minecraft:adventure/kill_a_mob"
"minecraft:adventure/kill_mob_near_sculk_catalyst","[It Spreads]","Kill a mob near a Sculk Catalyst","minecraft:adventure/kill_a_mob"
"minecraft:adventure/lightning_rod_with_villager_no_fire","[Surge Protector]","Protect a Villager from an undesired shock without starting a fire","minecraft:adventure/root"
"minecraft:adventure/ol_betsy","[Ol' Betsy]","Shoot a Crossbow","minecraft:adventure/shoot_arrow"
"minecraft:adventure/play_jukebox_in_meadows","[Sound of Music]","Make the Meadows come alive with the sound of music from a Jukebox","minecraft:adventure/sleep_in_bed"
"minecraft:adventure/root","[Adventure]","Adventure, exploration and combat","-"
"minecraft:adventure/shoot_arrow","[Take Aim]","Shoot something with an Arrow","minecraft:adventure/kill_a_mob"
"minecraft:adventure/sleep_in_bed","[Sweet Dreams]","Sleep in a Bed to change your respawn point","minecraft:adventure/root"
"minecraft:adventure/sniper_duel","[Sniper Duel]","Kill a Skeleton from at least 50 meters away","minecraft:adventure/shoot_arrow"
"minecraft:adventure/spyglass_at_dragon","[Is It a Plane?]","Look at the Ender Dragon through a Spyglass","minecraft:adventure/spyglass_at_ghast"
"minecraft:adventure/spyglass_at_ghast","[Is It a Balloon?]","Look at a Ghast through a Spyglass","minecraft:adventure/spyglass_at_parrot"
"minecraft:adventure/spyglass_at_parrot","[Is It a Bird?]","Look at a Parrot through a Spyglass","minecraft:adventure/root"
"minecraft:adventure/summon_iron_golem","[Hired Help]","Summon an Iron Golem to help defend a village","minecraft:adventure/trade"
"minecraft:adventure/throw_trident","[A Throwaway Joke]","Throw a Trident at something.
Note: Throwing away your only weapon is not a good idea.","upgrade_aquatic:adventure/tooth_fairy"
"minecraft:adventure/totem_of_undying","[Postmortal]","Use a Totem of Undying to cheat death","minecraft:adventure/kill_a_mob"
"minecraft:adventure/trade","[What a Deal!]","Successfully trade with a Villager","minecraft:adventure/root"
"minecraft:adventure/trade_at_world_height","[Star Trader]","Trade with a Villager at the build height limit","minecraft:adventure/trade"
"minecraft:adventure/two_birds_one_arrow","[Two Birds, One Arrow]","Kill two Phantoms with a piercing Arrow","minecraft:adventure/ol_betsy"
"minecraft:adventure/very_very_frightening","[Very Very Frightening]","Strike a Villager with lightning","minecraft:adventure/throw_trident"
"minecraft:adventure/voluntary_exile","[Voluntary Exile]","Kill a raid captain.
Maybe consider staying away from villages for the time being...","minecraft:adventure/trade"
"minecraft:adventure/walk_on_powder_snow_with_leather_boots","[Light as a Rabbit]","Walk on Powder Snow...without sinking in it","minecraft:adventure/sleep_in_bed"
"minecraft:adventure/whos_the_pillager_now","[Who's the Pillager Now?]","Give a Pillager a taste of their own medicine","minecraft:adventure/ol_betsy"
"minecraft:end/dragon_breath","[You Need a Mint]","Collect Dragon's Breath in a Glass Bottle","minecraft:end/kill_dragon"
"minecraft:end/dragon_egg","[The Next Generation]","Hold the Dragon Egg","minecraft:end/kill_dragon"
"minecraft:end/elytra","[Sky's the Limit]","Find Elytra","minecraft:end/find_end_city"
"minecraft:end/enter_end_gateway","[Remote Getaway]","Escape the island","minecraft:end/kill_dragon"
"minecraft:end/find_end_city","[The City at the End of the Game]","Go on in, what could happen?","minecraft:end/enter_end_gateway"
"minecraft:end/kill_dragon","[Free the End]","Good luck","minecraft:end/root"
"minecraft:end/levitate","[Great View From Up Here]","Levitate up 50 blocks from the attacks of a Shulker","minecraft:end/find_end_city"
"minecraft:end/respawn_dragon","[The End... Again...]","Respawn the Ender Dragon","minecraft:end/kill_dragon"
"minecraft:end/root","[The End]","Or the beginning?","-"
"minecraft:husbandry/allay_deliver_cake_to_note_block","[Birthday Song]","Have an Allay drop a Cake at a Note Block","minecraft:husbandry/allay_deliver_item_to_player"
"minecraft:husbandry/allay_deliver_item_to_player","[You've Got a Friend in Me]","Have an Allay deliver items to you","minecraft:husbandry/root"
"minecraft:husbandry/axolotl_in_a_bucket","[The Cutest Predator]","Catch an Axolotl in a Bucket","minecraft:husbandry/tactical_fishing"
"minecraft:husbandry/balanced_diet","[A Balanced Diet]","Eat everything that is edible, even if it's not good for you","minecraft:husbandry/plant_seed"
"minecraft:husbandry/bred_all_animals","[Two by Two]","Breed all the animals!","minecraft:husbandry/breed_an_animal"
"minecraft:husbandry/breed_an_animal","[The Parrots and the Bats]","Breed two animals together","minecraft:husbandry/root"
"minecraft:husbandry/complete_catalogue","[A Complete Catalogue]","Tame all Cat variants!","minecraft:husbandry/tame_an_animal"
"minecraft:husbandry/fishy_business","[Fishy Business]","Catch a fish","minecraft:husbandry/root"
"minecraft:husbandry/froglights","[With Our Powers Combined!]","Have all Froglights in your inventory","minecraft:husbandry/leash_all_frog_variants"
"minecraft:husbandry/kill_axolotl_target","[The Healing Power of Friendship!]","Team up with an Axolotl and win a fight","minecraft:husbandry/axolotl_in_a_bucket"
"minecraft:husbandry/leash_all_frog_variants","[When the Squad Hops into Town]","Get each Frog variant on a Lead","minecraft:husbandry/tadpole_in_a_bucket"
"minecraft:husbandry/make_a_sign_glow","[Glow and Behold!]","Make the text of a Sign glow","minecraft:husbandry/root"
"minecraft:husbandry/obtain_netherite_hoe","[Serious Dedication]","Use a Netherite Ingot to upgrade a Hoe, and then reevaluate your life choices","minecraft:husbandry/plant_seed"
"minecraft:husbandry/plant_seed","[A Seedy Place]","Plant a seed and watch it grow","minecraft:husbandry/root"
"minecraft:husbandry/ride_a_boat_with_a_goat","[Whatever Floats Your Goat!]","Get in a Boat and float with a Goat","minecraft:husbandry/root"
"minecraft:husbandry/root","[Husbandry]","The world is full of friends and food","-"
"minecraft:husbandry/safely_harvest_honey","[Bee Our Guest]","Use a Campfire to collect Honey from a Beehive using a Bottle without aggravating the Bees","minecraft:husbandry/root"
"minecraft:husbandry/silk_touch_nest","[Total Beelocation]","Move a Bee Nest, with 3 Bees inside, using Silk Touch","minecraft:husbandry/root"
"minecraft:husbandry/tactical_fishing","[Tactical Fishing]","Catch a Fish... without a Fishing Rod!","minecraft:husbandry/fishy_business"
"minecraft:husbandry/tadpole_in_a_bucket","[Bukkit Bukkit]","Catch a Tadpole in a Bucket","minecraft:husbandry/root"
"minecraft:husbandry/tame_an_animal","[Best Friends Forever]","Tame an animal","minecraft:husbandry/root"
"minecraft:husbandry/wax_off","[Wax Off]","Scrape Wax off of a Copper block!","minecraft:husbandry/wax_on"
"minecraft:husbandry/wax_on","[Wax On]","Apply Honeycomb to a Copper block!","minecraft:husbandry/safely_harvest_honey"
"minecraft:nether/all_effects","[How Did We Get Here?]","Have every effect applied at the same time","minecraft:nether/all_potions"
"minecraft:nether/all_potions","[A Furious Cocktail]","Have every potion effect applied at the same time","minecraft:nether/brew_potion"
"minecraft:nether/brew_potion","[Local Brewery]","Brew a Potion","minecraft:nether/obtain_blaze_rod"
"minecraft:nether/charge_respawn_anchor","[Not Quite ""Nine"" Lives]","Charge a Respawn Anchor to the maximum","minecraft:nether/obtain_crying_obsidian"
"minecraft:nether/create_beacon","[Bring Home the Beacon]","Construct and place a Beacon","minecraft:nether/summon_wither"
"minecraft:nether/create_full_beacon","[Beaconator]","Bring a Beacon to full power","minecraft:nether/create_beacon"
"minecraft:nether/distract_piglin","[Oh Shiny]","Distract Piglins with gold","minecraft:nether/root"
"minecraft:nether/explore_nether","[Hot Tourist Destinations]","Explore all Nether biomes","minecraft:nether/ride_strider"
"minecraft:nether/fast_travel","[Subspace Bubble]","Use the Nether to travel 7 km in the Overworld","minecraft:nether/root"
"minecraft:nether/find_bastion","[Those Were the Days]","Enter a Bastion Remnant","minecraft:nether/root"
"minecraft:nether/find_fortress","[A Terrible Fortress]","Break your way into a Nether Fortress","minecraft:nether/root"
"minecraft:nether/get_wither_skull","[Spooky Scary Skeleton]","Obtain a Wither Skeleton's skull","minecraft:nether/find_fortress"
"minecraft:nether/loot_bastion","[War Pigs]","Loot a Chest in a Bastion Remnant","minecraft:nether/find_bastion"
"minecraft:nether/netherite_armor","[Cover Me in Debris]","Get a full suit of Netherite armor","minecraft:nether/obtain_ancient_debris"
"minecraft:nether/obtain_ancient_debris","[Hidden in the Depths]","Obtain Ancient Debris","minecraft:nether/root"
"minecraft:nether/obtain_blaze_rod","[Into Fire]","Relieve a Blaze of its rod","minecraft:nether/find_fortress"
"minecraft:nether/obtain_crying_obsidian","[Who is Cutting Onions?]","Obtain Crying Obsidian","minecraft:nether/root"
"minecraft:nether/return_to_sender","[Return to Sender]","Destroy a Ghast with a fireball","minecraft:nether/root"
"minecraft:nether/ride_strider","[This Boat Has Legs]","Ride a Strider with a Warped Fungus on a Stick","minecraft:nether/root"
"minecraft:nether/ride_strider_in_overworld_lava","[Feels Like Home]","Take a Strider for a loooong ride on a lava lake in the Overworld","minecraft:nether/ride_strider"
"minecraft:nether/root","[Nether]","Bring summer clothes","-"
"minecraft:nether/summon_wither","[Withering Heights]","Summon the Wither","minecraft:nether/get_wither_skull"
"minecraft:nether/uneasy_alliance","[Uneasy Alliance]","Rescue a Ghast from the Nether, bring it safely home to the Overworld... and then kill it","minecraft:nether/return_to_sender"
"minecraft:nether/use_lodestone","[Country Lode, Take Me Home]","Use a Compass on a Lodestone","minecraft:nether/obtain_ancient_debris"
"minecraft:recipes/root","minecraft:recipes/root","<null>","-"
"minecraft:story/cure_zombie_villager","[Zombie Doctor]","Weaken and then cure a Zombie Villager","minecraft:story/enter_the_nether"
"minecraft:story/deflect_arrow","[Not Today, Thank You]","Deflect a projectile with a Shield","minecraft:story/obtain_armor"
"minecraft:story/enchant_item","[Enchanter]","Enchant an item at an Enchanting Table","minecraft:story/mine_diamond"
"minecraft:story/enter_the_end","[The End?]","Enter the End Portal","minecraft:story/follow_ender_eye"
"minecraft:story/enter_the_nether","[We Need to Go Deeper]","Build, light and enter a Nether Portal","minecraft:story/form_obsidian"
"minecraft:story/follow_ender_eye","[Eye Spy]","Follow an Eye of Ender","minecraft:story/enter_the_nether"
"minecraft:story/form_obsidian","[Ice Bucket Challenge]","Obtain a block of Obsidian","minecraft:story/lava_bucket"
"minecraft:story/iron_tools","[Isn't It Iron Pick]","Upgrade your Pickaxe","minecraft:story/smelt_iron"
"minecraft:story/lava_bucket","[Hot Stuff]","Fill a Bucket with lava","minecraft:story/smelt_iron"
"minecraft:story/mine_diamond","[Diamonds!]","Acquire diamonds","minecraft:story/iron_tools"
"minecraft:story/mine_stone","[Stone Age]","Mine Stone with your new Pickaxe","minecraft:story/root"
"minecraft:story/obtain_armor","[Suit Up]","Protect yourself with a piece of iron armor","minecraft:story/smelt_iron"
"minecraft:story/root","[Minecraft]","The heart and story of the game","-"
"minecraft:story/shiny_gear","[Cover Me with Diamonds]","Diamond armor saves lives","minecraft:story/mine_diamond"
"minecraft:story/smelt_iron","[Acquire Hardware]","Smelt an Iron Ingot","minecraft:story/upgrade_tools"
"minecraft:story/upgrade_tools","[Getting an Upgrade]","Construct a better Pickaxe","minecraft:story/mine_stone"
"mowziesmobs:kill_ferrous_wroughtnaut","[Just a Flesh Wound]","Kill a Ferrous Wroughtnaut","mowziesmobs:root"
"mowziesmobs:kill_foliaath","[Jennifer Dumped Me]","Kill a Foliaath","mowziesmobs:root"
"mowziesmobs:kill_frostmaw","[Rude Awakening]","Kill a Frostmaw","mowziesmobs:root"
"mowziesmobs:kill_grottol","[You Monster...]","Kill a Grottol","mowziesmobs:root"
"mowziesmobs:kill_grottol_fortune","[Double Or Nothing!]","Kill a Grottol with a fortune pickaxe","mowziesmobs:kill_grottol"
"mowziesmobs:kill_grottol_silk_touch","[You're Coming With Me]","Kill a Grottol with a silk touch pickaxe","mowziesmobs:kill_grottol"
"mowziesmobs:kill_naga","[Wingin' It]","Kill a Naga","mowziesmobs:root"
"mowziesmobs:kill_umvuthana_raptor","[Masquerade]","Kill an Umvuthana Raptor","mowziesmobs:root"
"mowziesmobs:kill_umvuthi","[Praise the Sun]","Kill Umvuthi, the Sunbird","mowziesmobs:root"
"mowziesmobs:root","[Mowzie's Mobs]","Welcome to Mowzie's Mobs!","-"
"mowziesmobs:sneak_grove","[Birds of a Feather]","Sneak into an Umvuthana grove in disguise","mowziesmobs:kill_umvuthi"
"mowziesmobs:steal_ice_crystal","[Big Brain™ Time]","Steal an ice crystal from a Frostmaw","mowziesmobs:kill_frostmaw"
"mowziesmobs:suns_blessing","[Heliomancer]","Receive the Sun's Blessing","mowziesmobs:sneak_grove"
"quark:ancient_apple_overlevel","[Bit Fruity]","Eat an Ancient Apple with over 100 levels on you","minecraft:husbandry/plant_seed"
"quark:crab_in_a_bucket","[Crabtured]","Capture a Crab in a Bucket","minecraft:husbandry/tactical_fishing"
"quark:crawl_in_hollow_log","[Crawling in my Bark]","Crawl inside a Hollow Log","minecraft:adventure/root"
"quark:foxhound_speed_up_furnace","[Let Flaming Dogs Lie]","Have a Foxhound speed up a Furnace by letting it sleep on it","quark:tame_foxhound"
"quark:get_all_blossom_saplings","[Blossoming]","Get every Blossom Sapling","minecraft:husbandry/plant_seed"
"quark:get_all_corundum","[Corundum Conundrum]","Get every color of Corundum Cluster","minecraft:story/smelt_iron"
"quark:get_bottled_cloud","[Cloud Storage]","Put a Cloud in a Bottle","minecraft:adventure/root"
"quark:get_diamond_heart","[Shape of My Heart]","Sneak up to a Stoneling underground and break its shell to get its Heart","minecraft:adventure/kill_a_mob"
"quark:get_forgotten_hat","[This Belongs in a Museum]","Kill a Forgotten underground and loot its hat","minecraft:adventure/kill_a_mob"
"quark:get_own_head","[Getting Ahead]","Get your own player head from a named Snow Golem killed by a Witch","minecraft:adventure/kill_a_mob"
"quark:influence","[Influencer]","Use Candles in Matrix Enchanting to influence a specific enchantment","minecraft:story/enchant_item"
"quark:instamine_deepslate","[Instant Limit Breaker]","Mine Deepslate instantly using Efficiency VI and Haste II","quark:overlevel_enchant"
"quark:make_stoneling","[Young Dreamer]","Give a Stoneling a new body by using its Heart of Diamond on any stone","quark:get_diamond_heart"
"quark:mine_fed_toretoise","[We're Rich!]","Mine a Toretoise after it regrows its ore from eating Glow Berries","quark:mine_toretoise"
"quark:mine_toretoise","[Mine Turtle!]","Mine a wild Toretoise with a Pickaxe","minecraft:husbandry/root"
"quark:overlevel_enchant","[Limit Breaker]","Overlevel an enchantment with Ancient Tomes","minecraft:story/enchant_item"
"quark:pathfinder_map_center","[Road to Tomorrow]","Get to the X in a Pathfinder Map","minecraft:adventure/trade"
"quark:poison_baby","[Forever Young]","Successfully poison a baby animal with a Poisoned Potato","minecraft:husbandry/breed_an_animal"
"quark:redirect_beacon","[See The Lights]","Redirect a Beacon beam's direction using Clusters","minecraft:nether/create_beacon"
"quark:retreive_flamerang","[Fly to the Sky, Fire Bird]","Throw a Flamerang and get it back while it's carrying an item on fire","quark:throw_pickarang"
"quark:shiba_help","[Paint The Town]","Clean up a dark spot with the help of a Shiba while holding a Torch","minecraft:husbandry/tame_an_animal"
"quark:tame_foxhound","[Playing With Fire]","Tame a Foxhound by feeding it Coal while under Fire Resistance","minecraft:nether/brew_potion"
"quark:throw_parrot_egg","[Just the Parrots]","Feed Beetroot Seeds to a Parrot and toss the egg it lays","minecraft:husbandry/breed_an_animal"
"quark:throw_pickarang","[Somehow, Pickarang Returned]","Throw a Pickarang","minecraft:story/mine_diamond"
"quark:use_viaduct","[Chase Me]","Toss an Ender Pearl to the tip of a line of Myalite Crystals to travel through them","minecraft:end/enter_end_gateway"
"quark:watcher_center","[Who Watches the Watcher?]","Look at the center of an Ender Watcher","minecraft:nether/obtain_blaze_rod"
"realmrpg_creep:obtain_creeping_sprout","[Creeping Horror]","Obtain a sprout by fighting evil... pumpkins?","minecraft:husbandry/root"
"realmrpg_creep:tame_creepling","[Pumpkin Party]","Tame a creepling with a candle","realmrpg_creep:obtain_creeping_sprout"
"realmrpg_creep:weaken_halloweed","[Weed Control]","Lower halloweed's damage resistance with a hoe","realmrpg_creep:obtain_creeping_sprout"
"savage_and_ravage:adventure/creeper_spores","[Creepie Crawly]","Obtain Creeper Spores by killing a Creeper with an explosion","minecraft:adventure/kill_a_mob"
"savage_and_ravage:adventure/griefer_armor","[Dynamite with a Laser Beam]","Collect a full set of Griefer armor","savage_and_ravage:adventure/creeper_spores"
"savage_and_ravage:adventure/mask_of_dishonesty","[A Little Tricking]","Obtain a Mask of Dishonesty by killing a Trickster","minecraft:adventure/kill_a_mob"
"savage_and_ravage:adventure/relic_collector","[Relic Collector]","Obtain all magical Illager relics","minecraft:adventure/totem_of_undying"
"simplyswords:arcanethyst","[Arcane Empowerment]","Find the unique weapon Arcanethyst.","simplyswords:runic_weapon"
"simplyswords:bramblethorn","[Spore Galore]","Find the unique weapon Bramblethorn.","simplyswords:runic_weapon"
"simplyswords:brimstone","[Blast Protection Not Included]","Find the unique weapon Brimstone Claymore.","simplyswords:runic_weapon"
"simplyswords:dormant_relic","[Batteries Not Included]","Obtain the Dormant Relic.","simplyswords:runic_weapon"
"simplyswords:emberblade","[The Ire in Fire]","Find the unique weapon Emberblade.","simplyswords:runic_weapon"
"simplyswords:frostfall","[Ice Cubed]","Find the unique weapon Frostfall.","simplyswords:runic_weapon"
"simplyswords:harbinger","[From The Abyss]","Obtain the unique weapon Harbinger.","simplyswords:dormant_relic"
"simplyswords:hearthflame","[Forged in Flames]","Find the unique weapon Hearthflame.","simplyswords:runic_weapon"
"simplyswords:icewhisper","[Listen Close]","Find the unique weapon Icewhisper.","simplyswords:runic_weapon"
"simplyswords:livyatan","[Walking on Thin Ice]","Find the unique weapon Livyatan.","simplyswords:runic_weapon"
"simplyswords:longsword_plague","[Maybe Don't Touch it]","Find the unique weapon Longsword of the Plague.","simplyswords:runic_weapon"
"simplyswords:mjolnir","[It Comes Back, Right?]","Find the unique weapon Mjolnir.","simplyswords:runic_weapon"
"simplyswords:molten_edge","[Not Too Hot to Handle]","Find the unique weapon Molten Edge.","simplyswords:runic_weapon"
"simplyswords:runic_weapon","[Rune Etching]","Obtain a runic weapon.","simplyswords:simplyswords"
"simplyswords:shadowsting","[From The Shadows]","Find the unique weapon Shadowsting.","simplyswords:runic_weapon"
"simplyswords:simplyswords","[Simply Swords]","Runic powers await you.","-"
"simplyswords:slumbering_lichblade","[Wake Up!]","Obtain the Slumbering Lichblade.","simplyswords:runic_weapon"
"simplyswords:soulkeeper","[Keeper of Souls]","Find the unique weapon Soulkeeper.","simplyswords:runic_weapon"
"simplyswords:soulpyre","[Burner of Souls]","Find the unique weapon Soul Pyre.","simplyswords:runic_weapon"
"simplyswords:soulrender","[Render of Souls]","Find the unique weapon Soulrender.","simplyswords:runic_weapon"
"simplyswords:soulstealer","[Stealer of Souls]","Find the unique weapon Soulstealer.","simplyswords:runic_weapon"
"simplyswords:stormbringer","[Bringer of Storms]","Find the unique weapon Stormbringer.","simplyswords:runic_weapon"
"simplyswords:storms_edge","[Lightning Strikes Twice]","Find the unique weapon Storm's Edge.","simplyswords:runic_weapon"
"simplyswords:sunfire","[Sanctified]","Obtain the unique weapon Sunfire.","simplyswords:dormant_relic"
"simplyswords:sword_on_a_stick","[Engineering Marvel]","Obtain the unique weapon Sword on a Stick.","simplyswords:runic_weapon"
"simplyswords:the_watcher","[Always Watching]","Find the unique weapon The Watcher.","simplyswords:runic_weapon"
"simplyswords:thunderbrand","[Thunder Time]","Find the unique weapon Thunderbrand.","simplyswords:runic_weapon"
"simplyswords:twisted_blade","[Getting it Twisted]","Find the unique weapon Twisted Blade.","simplyswords:runic_weapon"
"simplyswords:watching_warglaive","[Eyes Open]","Find the unique weapon Watching Warglaive.","simplyswords:runic_weapon"
"smithed.damage:v0.1.0/player/event","smithed.damage:v0.1.0/player/event","<null>","-"
"supplementaries:adventure/globe","[You Spin Me Right Round Baby]","Spin a globe at ludicrous speed","minecraft:adventure/trade"
"supplementaries:adventure/way_sign","[This Must be a Sign!]","Follow me to find a village","minecraft:adventure/root"
"supplementaries:husbandry/soap","[Tide Pod Challenge]","Eat a bar of soap. Don't try this at home","minecraft:husbandry/root"
"supplementaries:husbandry/sus_stew","[When the Stew is Sus]","Drink a suspicious stew","minecraft:husbandry/plant_seed"
"supplementaries:husbandry/turn_table","[How the Turn Tables]","Use a Turn Table to rotate yourself","minecraft:husbandry/root"
"supplementaries:husbandry/wrench","[Engineer Gaming]","Use a Wrench to rotate a block","minecraft:husbandry/root"
"supplementaries:nether/goblet","[Consume the Concoction Chalice]","Drink from a Chalice","minecraft:nether/brew_potion"
"supplementaries:story/unenchanter","[Why Would You do That!?]","Grind an Enchanted Golden Apple","minecraft:story/enchant_item"
"tconstruct:foundry/alloyer","[Basic Alloyer]","Create a basic alloying setup using an alloyer, a fuel tank, some ingot tanks, a casting table, a casting basin, and a faucet","tconstruct:foundry/fantastic_foundry"
"tconstruct:foundry/blaze","[Blazing Blood]","Fill a tank with blazing blood","tconstruct:foundry/structure"
"tconstruct:foundry/encyclopedia","[Encyclopedia]","Craft the encyclopedia of materials with your knowledge from all the books","tconstruct:foundry/fantastic_foundry"
"tconstruct:foundry/fantastic_foundry","[Nether Smelting]","Create fantastic foundry, the nether smelting guidebook","tconstruct:tools/materials_and_you"
"tconstruct:foundry/manyullyn_lanterns","[Rich Lighting]","Create a full stack of seared or scorched lanterns filled with molten manyullyn","tconstruct:foundry/structure"
"tconstruct:foundry/plate_armor","[Plate Armor]","Create a full set of plate armor","tconstruct:foundry/blaze"
"tconstruct:foundry/structure","[The Fantastic Foundry]","Craft a founry controller from alloyed obsidian, build a foundry, and open the foundry UI","tconstruct:foundry/alloyer"
"tconstruct:smeltery/abilities","[Ability Master]","Apply every single default ability modifier to a tool at least once","tconstruct:smeltery/tinkers_anvil"
"tconstruct:smeltery/cast_collector","[Cast Collector]","Collect one of each gold cast","tconstruct:smeltery/gold_casting"
"tconstruct:smeltery/gold_casting","[Shiny Casts]","Make a reusable casts out of gold","tconstruct:smeltery/melter"
